mandt,kunnr,land1,name1,name2,ort01,pstlz,regio,sortl,stras,telf1,telfx,xcpdk,adrnr,mcod1,mcod2,mcod3,anred,aufsd,bahne,bahns,bbbnr,bbsnr,begru,brsch,bubkz,datlt,erdat,ernam,exabl,faksd,fiskn,knazk,knrza,konzs,ktokd,kukla,lifnr,lifsd,locco,loevm,name3,name4,niels,ort02,pfach,pstl2,counc,cityc,rpmkr,sperr,spras,stcd1,stcd2,stkza,stkzu,telbx,telf2,teltx,telx1,lzone,xzemp,vbund,stceg,dear1,dear2,dear3,dear4,dear5,gform,bran1,bran2,bran3,bran4,bran5,ekont,umsat,umjah,uwaer,jmzah,jmjah,katr1,katr2,katr3,katr4,katr5,katr6,katr7,katr8,katr9,katr10,stkzn,umsa1,txjcd,periv,abrvw,inspbydebi,inspatdebi,ktocd,pfort,werks,dtams,dtaws,duefl,hzuor,sperz,etikg,civve,milve,kdkg1,kdkg2,kdkg3,kdkg4,kdkg5,xknza,fityp,stcdt,stcd3,stcd4,stcd5,stcd6,xicms,xxipi,xsubt,cfopc,txlw1,txlw2,ccc01,ccc02,ccc03,ccc04,cassd,knurl,j_1kfrepre,j_1kftbus,j_1kftind,confs,updat,uptim,nodel,dear6,cvp_xblck,suframa,rg,exp,uf,rgdate,ric,rne,rnedate,cnae,legalnat,crtn,icmstaxpay,indtyp,tdt,comsize,decregpc,vso_r_palhgt,vso_r_pal_ul,vso_r_pk_mat,vso_r_matpal,vso_r_i_no_lyr,vso_r_one_mat,vso_r_one_sort,vso_r_uld_side,vso_r_load_pref,vso_r_dpoint,alc,pmt_office,fee_schedule,duns,duns4,sam_ue_id,sam_eft_ind,psofg,psois,pson1,pson2,pson3,psovn,psotl,psohs,psost,psoo1,psoo2,psoo3,psoo4,psoo5,operation_flag,is_deleted,recordstamp
50,0001000035,CA,customer-thirdparty,,Toronto,,ON,CUSTOMER,,,,,23059,CUSTOMER-THIRDPARTY,,TORONTO,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:04.648706+00:00
50,0001000027,US,US01 I/C Customer,,Atlanta,,GA,CUSTOMER,,,,,23043,US01 I/C CUSTOMER,,ATLANTA,Company,,,,,,,,,,2022-01-17,SATISHE,,,,,,,1000,,US01V,,,,,,,,,,,,,,E,,,,,,,,,1.0,,C001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA0000000,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-04 19:18:38.290383+00:00
100,0001000027,US,US01 I/C Customer,,Atlanta,,GA,CUSTOMER,,,,,23043,US01 I/C CUSTOMER,,ATLANTA,Company,,,,,,,,,,2022-01-17,SATISHE,,,,,,,1000,,US01V,,,,,,,,,,,,,,E,,,,,,,,,1.0,,C001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA0000000,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:55:05.064935+00:00
50,0001000028,CA,customer-CA-Ontario,,Toronto,,ON,CUSTOMER,,,,,23052,CUSTOMER-CA-ONTARIO,,TORONTO,Company,,,,,,,,,,2022-01-24,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-04 19:19:31.769163+00:00
50,0001000028,CA,Customer-Fredericton,,Fredericton,,NB,FREDERICTO,,,,,23052,CUSTOMER-FREDERICTON,,FREDERICTON,Company,,,,,,,,,,2022-01-24,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-29 07:27:46.479970+00:00
100,0001000028,CA,Customer-Fredericton,,Fredericton,,NB,FREDERICTO,,,,,23052,CUSTOMER-FREDERICTON,,FREDERICTON,Company,,,,,,,,,,2022-01-24,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:55:05.064935+00:00
50,0001000029,CA,customer-CA-Nunavut,,Nunavut,,NU,CUSTOMER,,,,,23053,CUSTOMER-CA-NUNAVUT,,NUNAVUT,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-04 19:20:26.520823+00:00
50,0001000029,CA,customer-Halifax,,Halifax,,NS,HALIFAX,,,,,23053,CUSTOMER-HALIFAX,,HALIFAX,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-29 07:28:43.346635+00:00
100,0001000029,CA,customer-Halifax,,Halifax,,NS,HALIFAX,,,,,23053,CUSTOMER-HALIFAX,,HALIFAX,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:55:05.064935+00:00
50,0001000030,CA,customer-CA- Alberta,,,,AB,CUSTOMER,,,,,23054,CUSTOMER-CA- ALBERTA,,,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-04 19:21:30.459361+00:00
50,0001000030,CA,customer-Iqaluit,,,,NU,IQALUIT,,,,,23054,CUSTOMER-IQALUIT,,,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-29 07:29:20.666382+00:00
100,0001000030,CA,customer-Iqaluit,,,,NU,IQALUIT,,,,,23054,CUSTOMER-IQALUIT,,,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:55:05.064935+00:00
50,0001000031,CA,customer-CA-British Columbia,,,,BC,CUSTOMER,,,,,23055,CUSTOMER-CA-BRITISH COLUM,,,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-04 19:22:26.122366+00:00
50,0001000031,CA,customer-Toronto,,Toronto,,ON,TORONTO,,,,,23055,CUSTOMER-TORONTO,,TORONTO,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-29 07:30:03.386615+00:00
100,0001000031,CA,customer-Toronto,,Toronto,,ON,TORONTO,,,,,23055,CUSTOMER-TORONTO,,TORONTO,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:55:05.064935+00:00
50,0001000033,CA,customer-CA-New Brunswick,,New Brunswick,,NB,CUSTOMER,,,,,23057,CUSTOMER-CA-NEW BRUNSWICK,,NEW BRUNSWICK,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-04 19:24:23.489518+00:00
50,0001000033,CA,customer-New Brunswick,,Fredericton,,NB,NEW BRUNSW,,,,,23057,CUSTOMER-NEW BRUNSWICK,,FREDERICTON,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-29 07:31:50.053446+00:00
100,0001000033,CA,customer-New Brunswick,,Fredericton,,NB,NEW BRUNSW,,,,,23057,CUSTOMER-NEW BRUNSWICK,,FREDERICTON,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:55:05.064935+00:00
50,0001000034,CA,customer-CA-Nova Scotia,,,,NS,CUSTOMER,,,,,23058,CUSTOMER-CA-NOVA SCOTIA,,,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-04 19:25:29.502503+00:00
50,0001000034,CA,customer-Nova Scotia,,Halifax,,NS,NOVA SCOTI,,,,,23058,CUSTOMER-NOVA SCOTIA,,HALIFAX,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-29 07:32:31.195279+00:00
100,0001000034,CA,customer-Nova Scotia,,Halifax,,NS,NOVA SCOTI,,,,,23058,CUSTOMER-NOVA SCOTIA,,HALIFAX,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:55:05.064935+00:00
50,0001000056,CA,customer-CA-Ontario,,Ontario,80001,ON,ONTARIO,,,,,23146,CUSTOMER-CA-ONTARIO,,ONTARIO,Company,,,,,,,,,,2022-03-12,SATISHE,X,,,,,,1000,2.0,,,,,,,1.0,,112.0,50003.0,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:12:54.204099+00:00
50,0001000056,CA,customer-Ontario,,Toronto,80001,ON,ONTARIO,,,,,23146,CUSTOMER-ONTARIO,,TORONTO,Company,,,,,,,,,,2022-03-12,SATISHE,X,,,,,,1000,2.0,,,,,,,1.0,,112.0,50003.0,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-29 07:35:45.852600+00:00
100,0001000056,CA,customer-Ontario,,Toronto,80001,ON,ONTARIO,,,,,23146,CUSTOMER-ONTARIO,,TORONTO,Company,,,,,,,,,,2022-03-12,SATISHE,X,,,,,,1000,2.0,,,,,,,1.0,,112.0,50003.0,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:55:05.064935+00:00
50,0001000059,CA,customer-EXPORT,,Ontario,80001,ON,CANADA,,,,,23155,CUSTOMER-EXPORT,,ONTARIO,Company,,,,,,,,,,2022-03-18,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-18 11:08:18.322396+00:00
100,0001000059,CA,customer-EXPORT,,Ontario,80001,ON,CANADA,,,,,23155,CUSTOMER-EXPORT,,ONTARIO,Company,,,,,,,,,,2022-03-18,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:55:05.064935+00:00
50,0001100002,CA,customer-EXPORT,,Ontario,,ON,CANADA,,,,,23158,CUSTOMER-EXPORT,,ONTARIO,Company,,,,,,,,,,2022-03-18,SATISHE,,,,,,,1100,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-18 11:41:43.250615+00:00
100,0001100002,CA,customer-EXPORT,,Ontario,,ON,CANADA,,,,,23158,CUSTOMER-EXPORT,,ONTARIO,Company,,,,,,,,,,2022-03-18,SATISHE,,,,,,,1100,,,,,,,,,,,,,,,,E,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:55:05.064935+00:00
50,0001000032,CA,customer-CA-Manitoba,,,,MB,CUSTOMER,,,,,23056,CUSTOMER-CA-MANITOBA,,,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-04 19:23:37.095553+00:00
50,0001000032,CA,Customer-Yellowknife,,Yellowknife,,NT,YELLOWKNIF,,,,,23056,CUSTOMER-YELLOWKNIFE,,YELLOWKNIFE,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-29 07:30:57.833343+00:00
100,0001000032,CA,Customer-Yellowknife,,Yellowknife,,NT,YELLOWKNIF,,,,,23056,CUSTOMER-YELLOWKNIFE,,YELLOWKNIFE,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:55:05.064935+00:00
