mandt,bukrs,anln1,anln2,anlkl,gegst,anlar,ernam,erdat,aenam,aedat,xloev,xspeb,felei,ktogr,xopvw,anltp,zujhr,zuper,zugdt,aktiv,abgdt,deakt,gplab,bstdt,ord41,ord42,ord43,ord44,anlue,zuawa,aneqk,aneqs,lifnr,land1,liefe,herst,eigkz,aibn1,aibn2,aibdt,urjhr,urwrt,antei,projn,eaufn,meins,menge,typbz,izwek,inken,ivdat,invzu,vmgli,xvrmw,wrtma,ehwrt,aufla,ehwzu,ehwnr,gruvo,grein,grbnd,grblt,grlfd,flurk,flurn,fiamt,stadt,grund,feins,grufl,invnr,vbund,spras,txt50,txa50,xltxid,xverid,xtchid,xkalid,xherid,xleaid,leafi,lvdat,lkdat,leabg,lejar,leper,lryth,legeb,lbasw,lkauf,lmzin,lzins,ltzbw,lkuza,lkuzi,llavb,leanz,lvtnr,letxt,xaktiv,anupd,lblnr,xv0dt,xv0nm,xv1dt,xv1nm,xv2dt,xv2nm,xv3dt,xv3nm,xv4dt,xv4nm,xv5dt,xv5nm,xv6dt,xv6nm,aimmo,objnr,leart,lvors,gdlgrp,posnr,xerwrt,xafabch,xanlgr,mcoa1,xinvm,sernr,umwkz,lrvdat,act_change_pm,has_tddp,last_reorg_date,internal_code,approval_number,approval_version,bogus_anln1,asset_version,operation_flag,is_deleted,recordstamp
800,SL01,2001,0,00002000,,,D000145,2006-07-07,,,,,2000,00020000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,5 Container Dry 40  - own -,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2006-07-07,D000145,,,,,,,,,,,0,,,,,0,,Y,,5 CONTAINER DRY 40  - OWN -,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,6000,2000,0,00002000,,,CASTRO,1999-08-11,CASTRO,1999-08-24,,,2000,00020000,,0,0,0,,1999-01-01,,,,,2.0,2.0,1.0,0002,,,0,0,,,,,,,,,0,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Drilling machine,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,1999-08-24,CASTRO,,,,,,,,,,,0,,,,,0,,,,DRILLING MACHINE,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,2186,0,00002000,,,STANKOVICH,2002-08-01,,,,,2000,00020000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Conveyer Belt,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-08-01,STANKOVICH,,,,,,,,,,,0,,,,,0,,,,CONVEYER BELT,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,2185,0,00002000,,,STANKOVICH,2002-08-01,,,,,2000,00020000,,0,0,0,,,,,,,,,,,,,0,0,0000003411,,,,,4035.0,0.0,1997-11-30,0,,,,,,,,,,,,DE29,,,,,,,,,,,,,,,,,,,,,E,Water-cooling system,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-08-01,STANKOVICH,,,,,,,,,,,0,,,,,0,,,,WATER-COOLING SYSTEM,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,2188,0,00002000,,,ZUERKER,2002-12-03,,,,,2000,00020000,,0,0,0,,2003-01-01,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,Asset for 4230,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-12-03,ZUERKER,,,,,,,,,,,0,,,,,0,,Y,,ASSET FOR 4230,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,2189,0,00002000,,,ZUERKER,2002-12-03,,,,,2000,00020000,,0,0,0,,2003-01-01,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,Asset for 4230,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-12-03,ZUERKER,,,,,,,,,,,0,,,,,0,,Y,,ASSET FOR 4230,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,2187,0,00002000,,,ZUERKER,2002-12-03,ZUERKER,2002-12-03,,,2000,00020000,,0,0,0,,2003-01-01,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,Asset for 4230,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-12-03,ZUERKER,,,,,,,,,,,0,,,,,0,,Y,,ASSET FOR 4230,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,6000,3001,0,00003000,,,TORRESK,2003-01-08,,,,,3000,00030000,,0,0,0,,2003-01-01,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235213245,,S,Activo prueba,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2003-01-08,TORRESK,,,,,,,,,,,0,,,,,0,,Y,,ACTIVO PRUEBA,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,6000,3000,0,00003000,,,CASTRO,1999-08-11,CASTRO,1999-08-24,,,3000,00030000,,0,0,0,,1999-01-31,,,,,2.0,1.0,2.0,,,,0,0,,,,,,,,,0,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Compaq Laptop,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,1999-08-24,CASTRO,,,,,,,,,,,0,,,,,0,,,,COMPAQ LAPTOP,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,9000,30000000002,0,00003100,,,I023055,2011-09-29,I023055,2011-09-29,,,3000,00030000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,автомобиль 1,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2011-09-29,I023055,,,,,,,,,,,0,,,,,0,,Y,,АВТОМОБИЛЬ 1,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,9000,30000000001,0,00003100,,,I023055,2011-09-29,I023055,2011-09-29,,,3000,00030000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,автобус volkswagen,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2011-09-29,I023055,,,,,,,,,,,0,,,,,0,,Y,,АВТОБУС VOLKSWAGEN,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,9000,30000000000,0,00003100,,,C5146532,2011-04-18,I023055,2011-09-29,,,3000,00030000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Лада Калина,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2011-09-29,I023055,,,,,,,,,,,0,,,,,0,,Y,,ЛАДА КАЛИНА,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,9000,30000000003,0,00003100,,,I023055,2011-09-29,,,,,3000,00030000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,автомобиль 3,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2011-09-29,I023055,,,,,,,,,,,0,,,,,0,,Y,,АВТОМОБИЛЬ 3,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,3395,0,00003200,,,D032161,2006-07-10,,,,,3000,00030000,,0,0,0,,,,,,2006-07-10,,,,,,,0,0,0000003000,,,,1.0,,,,0,,,,,ST,,,,,,,DE33,,,,,,,,,,,,,,,,,ST,,,,D,PC Titanium,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2006-07-10,D032161,,,,,,,,,,,0,,,,,0,,Y,,PC TITANIUM,,,,,2.0,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,3394,0,00003200,,,D032161,2006-07-10,,,,,3000,00030000,,0,0,0,,,,,,2006-07-10,,,,,,,0,0,0000003000,,,,1.0,,,,0,,,,,ST,,,,,,,DE33,,,,,,,,,,,,,,,,,ST,,,,D,PC Titanium,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2006-07-10,D032161,,,,,,,,,,,0,,,,,0,,Y,,PC TITANIUM,,,,,2.0,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,3397,0,00003200,,,D032161,2006-07-10,,,,,3000,00030000,,0,0,0,,,,,,2006-07-10,,,,,,,0,0,0000003000,,,,1.0,,,,0,,,,,ST,,,,,,,DE33,,,,,,,,,,,,,,,,,ST,,,,D,Notebook Starworld 3000,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2006-07-10,D032161,,,,,,,,,,,0,,,,,0,,Y,,NOTEBOOK STARWORLD 3000,,,,,2.0,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,3396,0,00003200,,,D032161,2006-07-10,,,,,3000,00030000,,0,0,0,,,,,,2006-07-10,,,,,,,0,0,0000003000,,,,1.0,,,,0,,,,,ST,,,,,,,DE33,,,,,,,,,,,,,,,,,ST,,,,D,Flatscreen Ergo,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2006-07-10,D032161,,,,,,,,,,,0,,,,,0,,Y,,FLATSCREEN ERGO,,,,,2.0,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,3373,0,00003200,,,KOGUT,2002-12-04,PITTEN,2006-08-16,,,3000,00030000,,0,0,0,,2002-12-01,,,2006-12-31,,,,,,,,0,0,0000003000,,,,1.0,,,,0,,,,,EA,1.0,,,,,,DE33,,,,,,,,,,,,,,,,,ST,,7990338-229-002-1,,E,IBM ThinkPad 600X,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2006-08-16,PITTEN,,,,,,,,,,,0,,,,,0,,,,IBM THINKPAD 600X,,,,,2.0,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,3329,0,00003200,,,BREWER,2002-08-19,,,,,3000,00030000,,0,0,0,,,,,,,,,,,,,1,0,,,,IBM,1.0,,,,0,,,,,EA,1.0,,,,,,,,,,,,,,,,,,,,,,,ST,,,,E,IBM Thinkpad 770,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-08-19,BREWER,,,,,,,,,,,0,,,,,0,,,,IBM THINKPAD 770,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,3216,0,00003200,,,HERALD,1996-07-22,GASPARD,1997-01-21,,,3000,00030000,,0,0,0,,,,,,,,,,,,,0,0,,,,,1.0,,,,0,,,,,ST,10.0,,,X,,,0000,,,,,,,,,,,,,,,,,,,SN-L457,,E,IBM Think Pad 550c,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,0,,,,IBM THINK PAD 550C,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,3370,0,00003200,,,PALM,2002-11-15,,,,,3000,00030000,,0,0,0,,,,,,,,,,N,,,0,0,0000003745,,,,1.0,,,,2002,2500.0,,,,,,,,,2002-10-01,,DE33,,,,,,,,,,,,,,,,,ST,,123124811,,E,IBM T20,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-11-15,PALM,,,,,,,,,,,0,,,,,0,,Y,,IBM T20,,,,,2.0,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,3371,0,00003200,,,KOGUT,2002-12-03,KOGUT,2002-12-03,,,3000,00030000,,0,0,0,,2003-01-01,,,,,,,,,,,0,0,0000003000,,,,1.0,,,,0,,,,,EA,1.0,,,,,,DE33,,,,,,,,,,,,,,,,,ST,,90223,,E,Compaq 9987,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-12-03,KOGUT,,,,,,,,,,,0,,,,,0,,,,COMPAQ 9987,,,,,2.0,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,3372,0,00003200,,,KOGUT,2002-12-04,,,,,3000,00030000,,0,0,0,,2002-12-01,,,2005-01-01,,,,,,,,0,0,0000003000,,,,1.0,,,,0,,,,,EA,1.0,,,,,,DE33,,,,,,,,,,,,,,,,,ST,,500412-554,,E,Power Macintosh 7300/200,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-12-04,KOGUT,,,,,,,,,,,0,,,,,0,,,,POWER MACINTOSH 7300/200,,,,,2.0,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,3374,0,00003200,,,KOGUT,2002-12-04,,,,,3000,00030000,,0,0,0,,2002-12-01,,,,,,,,,,,0,0,0000003000,,,,1.0,,,,0,,,,,EA,1.0,,,,,,DE33,,,,,,,,,,,,,,,,,ST,,9827331-0003-293045-1,,E,IBM ThinkPad 600X,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-12-04,KOGUT,,,,,,,,,,,0,,,,,0,,,,IBM THINKPAD 600X,,,,,2.0,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,6000,4000,0,00004000,,,CASTRO,1999-08-11,,,,,4000,00040000,X,0,0,0,,1999-01-31,,,,,1.0,2.0,2.0,,,,0,0,,,,,,,,,0,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Elevator in construction administrational building,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,1999-08-11,CASTRO,,,,,,,,,,,0,AN60000000000040000000,,,,0,,Y,,ELEVATOR IN CONSTRUCTION ADMIN,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,4000,1,00004000,,,LCHAMDONDOG,2011-03-14,,,,,4000,00040000,X,0,0,0,,,,,,,1.0,2.0,2.0,,,,0,0,0000001940,,,,1.0,,,,0,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,D,Einbau Fahrstuhlanlage Verwaltung Tests,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2011-03-14,LCHAMDONDOG,,,,,,,,,,,0,AN10000000000040000001,,,,0,,,,EINBAU FAHRSTUHLANLAGE VERWALT,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,4180,0,00004001,,,POHLC,2000-11-08,,,,,4010,00040000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,Foundation,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2000-11-08,POHLC,,,,,,,,,,,0,,,,,635,,Y,,FOUNDATION,X,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,4181,0,00004001,,,POHLC,2000-11-08,,,,,4010,00040000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,Machines,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2000-11-08,POHLC,,,,,,,,,,,0,,,,,636,,Y,,MACHINES,X,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,4139,0,00004001,,,LURIE,2002-05-13,,,,,4010,00040000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-05-13,LURIE,,,,,,,,,,,0,,,,,850,,Y,,,X,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,4182,0,00004001,,,POHLC,2001-01-29,,,,,4010,00040000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,65000284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,IT Beschaffung (PCs),,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2001-01-29,POHLC,,,,,,,,,,,0,,,,,0,,Y,,IT BESCHAFFUNG (PCS),X,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,4005,0,00004001,,,SASAKI,1995-06-13,STADEL,1996-12-23,,,2000,00040000,,0,0,0,,,,1996-12-23,,,,,,,,,0,0,,,,,1.0,,,,0,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Innenausbau,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,1996-12-23,STADEL,,,,,,,,,,,0,,,,,44,,,,INNENAUSBAU,X,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,4004,0,00004001,,,SASAKI,1995-06-13,STADEL,1996-12-23,,,2000,00040000,,0,0,0,,,,1996-12-23,,,,,,,,,0,0,,,,,1.0,,,,0,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Rohbau,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,1996-12-23,STADEL,,,,,,,,,,,0,,,,,43,,,,ROHBAU,X,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,4002,0,00004001,,,MACHIELS,1995-06-01,ZIMMERMANNV,1997-01-16,,,2000,00040000,,0,0,0,,,,,,,,,,,,,0,0,,,,,1.0,,,,0,,,,65000000.0,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Erweiterungen Werk Süd,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,1997-01-16,ZIMMERMANNV,,,,,,,,,,,0,,,,,0,,,,ERWEITERUNGEN WERK SÜD,X,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,4150,0,00004001,,,LURIE,2002-09-20,,,,,4010,00040000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,BTS #4452,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-09-20,LURIE,,,,,,,,,,,0,,,,,1422,,Y,,BTS #4452,X,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,4151,0,00004001,,,LURIE,2002-09-20,,,,,4010,00040000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,BTS #4452,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-09-20,LURIE,,,,,,,,,,,0,,,,,1428,,Y,,BTS #4452,X,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,4152,0,00004001,,,NLM_CO,2002-09-30,,,,,4010,00040000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,Base Transmitter Station #4468,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-09-30,NLM_CO,,,,,,,,,,,0,,,,,1446,,Y,,BASE TRANSMITTER STATION #4468,X,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,4153,0,00004001,,,NLM_CO,2002-09-30,,,,,4010,00040000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,Base Transmitter Station #4469,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-09-30,NLM_CO,,,,,,,,,,,0,,,,,1447,,Y,,BASE TRANSMITTER STATION #4469,X,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,4154,0,00004001,,,NLM_CO,2002-09-30,,,,,4010,00040000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,Base Transmitter Station #4470,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-09-30,NLM_CO,,,,,,,,,,,0,,,,,1448,,Y,,BASE TRANSMITTER STATION #4470,X,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,4156,0,00004001,,,NLM_CO,2002-10-04,,,,,4010,00040000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,BTS #4474,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-10-04,NLM_CO,,,,,,,,,,,0,,,,,1573,,Y,,BTS #4474,X,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,4155,0,00004001,,,NLM_CO,2002-10-04,,,,,4010,00040000,,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,BTS #4473,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,2002-10-04,NLM_CO,,,,,,,,,,,0,,,,,1572,,Y,,BTS #4473,X,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
