mandt,vbelv,posnv,vbeln,posnn,vbtyp_n,rfmng,meins,rfwrt,waers,vbtyp_v,plmin,taqui,erdat,erzet,matnr,bwart,bdart,plart,stufe,lgnum,aedat,fktyp,brgew,gewei,volum,voleh,fplnr,fpltr,rfmng_flo,rfmng_flt,vrkme,abges,sobkz,sonum,kzbef,ntgew,logsys,wbsta,cmeth,mjahr,vbtypext_v,vbtypext_n,operation_flag,is_deleted,recordstamp
800,171,0,70000114,0,L,,,243.0,AUD,2,,,2012-07-24,00:46:54,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,162,0,70000115,0,L,,,3420.0,MXN,2,,,2012-07-25,17:34:05,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,166,0,70000117,0,L,,,161.0,GBP,2,,,2012-07-30,18:46:52,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,164,0,70000118,0,L,,,7962.0,RUB,2,,,2012-07-31,16:55:04,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,14346,0,14347,0,C,,,30000.0,ARS,C,,,2012-05-15,20:43:24,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,14374,0,14375,0,C,,,1000.0,ARS,C,,,2012-05-24,23:33:41,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,14375,0,14376,0,C,,,1000.0,ARS,C,,,2012-05-24,23:47:45,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,14387,0,14388,0,C,,,2000.0,ARS,C,,,2012-05-26,00:10:56,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,14401,0,14402,0,C,,,1500.0,ARS,C,,,2012-05-30,01:37:09,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,14405,0,14406,0,C,,,10000.0,ARS,C,,,2012-05-31,00:37:53,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,14416,0,14417,0,C,,,2000.0,ARS,C,,,2012-05-31,22:58:44,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,14417,0,14418,0,C,,,2000.0,ARS,C,,,2012-05-31,23:01:41,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,14419,0,14420,0,C,,,2000.0,ARS,C,,,2012-05-31,23:10:05,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,14442,0,14443,0,C,,,,CNY,C,,,2012-06-06,02:55:18,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:35:10.138426+00:00
800,14447,0,14448,0,C,,,,CNY,C,,,2012-06-08,00:17:35,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:35:10.138426+00:00
800,14428,0,14449,0,C,,,1000.0,ARS,C,,,2012-06-11,18:59:51,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15372,0,15373,0,C,,,10000.0,KRW,C,,,2013-06-20,20:01:27,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,16017,0,70000163,0,L,,,495000.0,INR,C,,,2014-06-06,16:01:16,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,16017,0,70000164,0,L,,,495000.0,INR,C,,,2014-06-09,12:38:22,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,180000173,20,4900003229,1,p,1000.0,EA,,ARS,7,,,2014-06-10,08:10:33,PROD234B,411.0,,,0,,2014-06-10,,,,,,,0,1000.0,1000.0,,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,180000174,10,4900003230,1,p,1000.0,EA,,CNY,7,,,2014-06-10,08:38:54,PROD234B,411.0,,,0,,2014-06-10,,,,,,,0,1000.0,1000.0,,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,80003838,10,50006512,1,R,2.0,ST,8383.45,FRF,J,+,,1998-06-04,14:38:07,M-01,101.0,,,0,,,,,,,,,0,,2.0,,,,,,,,,,0,,,L,False,2021-08-18 01:37:05.733557+00:00
800,80003841,10,50006513,1,R,1.0,ST,4191.72,FRF,J,+,,1998-06-04,14:58:25,M-01,101.0,,,0,,,,,,,,,0,,1.0,,,,,,,,,,0,,,L,False,2021-08-18 01:37:05.733557+00:00
800,180000174,20,4900003230,3,p,1000.0,EA,,CNY,7,,,2014-06-10,08:38:54,PROD234B,411.0,,,0,,,,,,,,,0,1000.0,1000.0,,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,180000173,20,5000000777,1,R,1000.0,EA,4280.0,ARS,7,+,,2014-06-10,08:10:31,PROD234B,561.0,,,0,,,,,,,,,0,1000.0,1000.0,EA,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,180000174,10,5000000778,1,R,1000.0,EA,6380.0,CNY,7,+,,2014-06-10,08:38:52,PROD234B,561.0,,,0,,,,,,,,,0,1000.0,1000.0,EA,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,20000096,10,90039348,1,M,1.0,EA,139100000.0,INR,B,,,2013-07-03,18:57:06,,,,,1,,,P,,,,,836.0,1,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,10000022,10,90039348,1,M,1.0,EA,139100000.0,INR,A,,,2013-07-03,18:57:06,,,,,2,,,P,,,,,836.0,1,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15400,10,90039348,1,M,1.0,EA,139100000.0,INR,C,+,,2013-07-03,18:57:06,,,,,0,,,P,,,,,836.0,1,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15401,10,90039351,1,M,1.0,EA,139100000.0,INR,C,+,,2013-07-04,06:24:55,,,,,0,,,P,,,,,837.0,1,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,14205,10,4900001022,1,R,1.0,EA,60.09,MXN,C,,,2011-12-13,06:20:15,PROD40,601.0,,,1,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,2011,,,L,False,2021-08-18 01:37:05.733557+00:00
800,14206,10,4900001024,1,R,1.0,EA,32.56,ARS,C,,,2011-12-13,06:28:37,PROD20,601.0,,,1,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,2011,,,L,False,2021-08-18 01:37:05.733557+00:00
800,80017032,10,4900001022,1,R,1.0,EA,60.09,MXN,J,+,,2011-12-13,06:20:15,PROD40,601.0,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,2011,,,L,False,2021-08-18 01:37:05.733557+00:00
800,80017033,10,4900001024,1,R,1.0,EA,32.56,ARS,J,+,,2011-12-13,06:28:37,PROD20,601.0,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,2011,,,L,False,2021-08-18 01:37:05.733557+00:00
800,180000174,20,5000000778,2,R,1000.0,EA,6380.0,CNY,7,+,,2014-06-10,08:38:52,PROD234B,561.0,,,0,,,,,,,,,0,1000.0,1000.0,EA,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,20000091,10,15370,10,C,1.0,EA,1000.0,INR,B,+,,2013-06-20,13:24:27,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,10000015,10,15370,10,C,1.0,EA,1000.0,INR,A,,,2013-06-20,13:24:27,,,,,1,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,20000092,10,15371,10,C,1.0,EA,695500000.0,INR,B,+,,2013-06-20,16:27:34,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,10000017,10,15371,10,C,1.0,EA,695500000.0,INR,A,,,2013-06-20,16:27:34,,,,,1,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,10000020,10,15397,10,C,1.0,EA,695500000.0,INR,A,,,2013-07-02,06:43:28,,,,,1,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,20000094,10,15397,10,C,1.0,EA,695500000.0,INR,B,+,,2013-07-02,06:43:28,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,10000021,10,15399,10,C,1.0,EA,695500000.0,INR,A,,,2013-07-03,08:02:23,,,,,1,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,20000095,10,15399,10,C,1.0,EA,695500000.0,INR,B,+,,2013-07-03,08:02:23,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,20000096,10,15400,10,C,1.0,EA,695500000.0,INR,B,+,,2013-07-03,18:40:24,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,10000022,10,15400,10,C,1.0,EA,695500000.0,INR,A,,,2013-07-03,18:40:24,,,,,1,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,10000010,10,20000083,10,B,1.0,EA,,INR,A,+,,2013-06-10,17:58:21,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:35:10.138426+00:00
800,10000007,10,20000084,10,B,1.0,EA,,INR,A,+,,2013-06-10,18:50:19,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:35:10.138426+00:00
800,10000006,10,20000085,10,B,1.0,EA,,INR,A,+,,2013-06-10,18:55:49,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:35:10.138426+00:00
800,10000012,10,20000087,10,B,1.0,EA,,INR,A,+,,2013-06-20,06:25:42,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:35:10.138426+00:00
800,10000011,10,20000088,10,B,1.0,EA,,INR,A,+,,2013-06-20,06:36:41,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:35:10.138426+00:00
800,10000013,10,20000089,10,B,1.0,EA,1000.0,INR,A,+,,2013-06-20,11:11:29,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,10000014,10,20000090,10,B,1.0,EA,1000.0,INR,A,+,,2013-06-20,11:53:11,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,10000015,10,20000091,10,B,1.0,EA,1000.0,INR,A,+,,2013-06-20,13:23:14,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,10000017,10,20000092,10,B,1.0,EA,695500000.0,INR,A,+,,2013-06-20,16:19:42,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,10000019,10,20000093,10,B,1.0,EA,695500000.0,INR,A,+,,2013-06-26,07:25:10,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,10000020,10,20000094,10,B,1.0,EA,695500000.0,INR,A,+,,2013-07-02,06:36:37,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,10000021,10,20000095,10,B,1.0,EA,695500000.0,INR,A,+,,2013-07-03,06:16:16,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,10000022,10,20000096,10,B,1.0,EA,695500000.0,INR,A,+,,2013-07-03,17:11:07,,,,,0,,,,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,20000096,10,90039349,10,M,1.0,EA,208650000.0,INR,B,,,2013-07-03,21:12:45,,,,,1,,,D,,,,,836.0,2,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,10000022,10,90039349,10,M,1.0,EA,208650000.0,INR,A,,,2013-07-03,21:12:45,,,,,2,,,D,,,,,836.0,2,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,10000022,10,90039350,10,M,1.0,EA,347750000.0,INR,A,,,2013-07-04,06:11:42,,,,,2,,,D,,,,,836.0,3,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,20000096,10,90039350,10,M,1.0,EA,347750000.0,INR,B,,,2013-07-04,06:11:42,,,,,1,,,D,,,,,836.0,3,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,14205,10,90038854,10,M,1.0,EA,100.0,MXN,C,,,2011-12-13,06:20:50,,,,,1,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,15373,10,90039324,10,U,1.0,EA,10000.0,KRW,C,,,2013-06-20,20:03:08,,,,,1,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15400,10,90039349,10,M,1.0,EA,208650000.0,INR,C,+,,2013-07-03,21:12:45,,,,,0,,,D,,,,,836.0,2,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15400,10,90039350,10,M,1.0,EA,347750000.0,INR,C,+,,2013-07-04,06:11:42,,,,,0,,,D,,,,,836.0,3,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15415,10,90039355,10,U,1.0,EA,10000.0,KRW,C,,,2013-08-28,13:30:29,,,,,1,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15909,10,90039512,10,U,1.0,EA,1000.0,CNY,C,,,2014-03-28,07:40:22,,,,,1,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15910,10,90039513,10,U,1.0,EA,1000.0,CNY,C,,,2014-03-28,07:56:24,,,,,1,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15917,10,90039514,10,U,1.0,EA,1000.0,CNY,C,,,2014-03-30,13:38:19,,,,,1,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,16002,10,90039541,10,U,1.0,EA,1000.0,CNY,C,,,2014-05-23,07:22:12,,,,,1,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,16340,10,90039551,10,U,1.0,EA,1000.0,CNY,C,,,2014-08-19,07:47:36,,,,,1,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,80017032,10,90038854,10,M,1.0,EA,100.0,MXN,J,+,,2011-12-13,06:20:50,,,,,0,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,80017518,10,90039324,10,U,1.0,EA,10000.0,KRW,J,,,2013-06-20,20:03:08,,,,,0,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,80017540,10,90039355,10,U,1.0,EA,10000.0,KRW,J,,,2013-08-28,13:30:29,,,,,0,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,80017713,10,90039512,10,U,1.0,EA,1000.0,CNY,J,,,2014-03-28,07:40:22,,,,,0,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,80017714,10,90039513,10,U,1.0,EA,1000.0,CNY,J,,,2014-03-28,07:56:24,,,,,0,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,80017715,10,90039514,10,U,1.0,EA,1000.0,CNY,J,,,2014-03-30,13:38:19,,,,,0,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,80017736,10,90039541,10,U,1.0,EA,1000.0,CNY,J,,,2014-05-23,07:22:12,,,,,0,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,80017742,10,90039551,10,U,1.0,EA,1000.0,CNY,J,,,2014-08-19,07:47:36,,,,,0,,,L,,,,,,0,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,10000022,10,90039349,20,M,1.0,EA,139100000.0,INR,A,,,2013-07-03,21:12:45,,,,,2,,,D,,,,,836.0,1,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,20000096,10,90039349,20,M,1.0,EA,139100000.0,INR,B,,,2013-07-03,21:12:45,,,,,1,,,D,,,,,836.0,1,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15400,10,90039349,20,M,1.0,EA,139100000.0,INR,C,+,,2013-07-03,21:12:45,,,,,0,,,D,,,,,836.0,1,1.0,1.0,EA,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15569,10,4900002723,1,R,100.0,KG,10000.0,INR,C,,,2013-11-08,08:19:38,IN-RAW01,601.0,,,1,,,,,,,,,0,100.0,100.0,KG,,,,,,,,,2013,,,L,False,2021-08-18 01:37:05.733557+00:00
800,15572,10,4900002730,1,R,100.0,KG,10000.0,INR,C,,,2013-11-10,04:39:56,IN-RAW01,601.0,,,1,,,,,,,,,0,100.0,100.0,KG,,,,,,,,,2013,,,L,False,2021-08-18 01:37:05.733557+00:00
800,15576,10,4900002740,1,R,100.0,KG,10000.0,INR,C,,,2013-11-15,05:06:48,IN-RAW01,601.0,,,1,,,,,,,,,0,100.0,100.0,KG,,,,,,,,,2013,,,L,False,2021-08-18 01:37:05.733557+00:00
800,15614,10,4900002797,1,R,100.0,KG,10000.0,INR,C,,,2014-01-09,06:02:24,IN-RAW01,601.0,,,1,,,,,,,,,0,100.0,100.0,KG,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,15615,10,4900002798,1,R,100.0,KG,10000.0,INR,C,,,2014-01-09,06:54:22,IN-RAW01,601.0,,,1,,,,,,,,,0,100.0,100.0,KG,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,15616,10,4900002799,1,R,100.0,KG,10000.0,INR,C,,,2014-01-09,07:12:42,IN-RAW01,601.0,,,1,,,,,,,,,0,100.0,100.0,KG,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,15618,10,4900002810,1,R,100.0,KG,10000.0,INR,C,,,2014-01-13,05:01:51,IN-RAW01,601.0,,,1,,,,,,,,,0,100.0,100.0,KG,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,7498,10,4900021211,1,R,10.0,KG,100.0,ARS,C,,,2002-01-16,18:03:49,MAT VTA 100,601.0,,,1,,,,,,,,,0,10.0,10.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:37:05.733557+00:00
800,15814,10,4900002978,1,R,50.0,KG,5000.0,INR,C,,,2014-02-20,07:51:53,IN-RAW01,601.0,,,1,,,,,,,,,0,50.0,50.0,KG,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,15815,10,4900002979,1,R,50.0,KG,5000.0,INR,C,,,2014-02-20,08:26:56,IN-RAW01,601.0,,,1,,,,,,,,,0,50.0,50.0,KG,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,7498,10,4900021212,1,R,1.0,KG,10.0,ARS,C,,,2002-01-16,18:46:32,MAT VTA 100,601.0,,,1,,,,,,,,,0,1.0,1.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:37:05.733557+00:00
800,7500,10,4900021256,1,R,1.0,KG,10.0,ARS,C,,,2002-01-18,14:03:46,MAT VTA 100,601.0,,,1,,,,,,,,,0,1.0,1.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:37:05.733557+00:00
