mandt,spras,dimid,txdim,operation_flag,is_deleted,recordstamp
100,D,ECURR,Elektr. Strom,I,False,2022-04-21 15:05:21.456865+00:00
100,D,CONDUC,Leifähigkeit,I,False,2022-04-21 15:05:21.456865+00:00
100,E,MASSBD,Mass Coverage,I,False,2022-04-21 15:05:21.456865+00:00
100,E,MOLQU,Mole quantity,I,False,2022-04-21 15:05:21.456865+00:00
100,D,ACCEL,Beschleunigung,I,False,2022-04-21 15:05:21.456865+00:00
100,E,MASFLO,Mass Flow Rate,I,False,2022-04-21 15:05:21.456865+00:00
100,D,MOENER,Molare Energie,I,False,2022-04-21 15:05:21.456865+00:00
100,D,PERMEA,Permeabilität,I,False,2022-04-21 15:05:21.456865+00:00
100,D,AAAADL,(dimensionslos),I,False,2022-04-21 15:05:21.456865+00:00
100,E,AAAADL,(no dimensions),I,False,2022-04-21 15:05:21.456865+00:00
100,D,SPEED,Geschwindigkeit,I,False,2022-04-21 15:05:21.456865+00:00
100,E,HYDROL,Hydrolysis Rate,I,False,2022-04-21 15:05:21.456865+00:00
100,D,SURINV,Inverse Fläche,I,False,2022-04-21 15:05:21.456865+00:00
100,E,MPROPO,Mass Proportion,I,False,2022-04-21 15:05:21.456865+00:00
100,E,MAPER,Mass per Energy,I,False,2022-04-21 15:05:21.456865+00:00
100,D,MASSBD,Massenbedeckung,I,False,2022-04-21 15:05:21.456865+00:00
100,E,SPENER,Specific energy,I,False,2022-04-21 15:05:21.456865+00:00
100,E,SURFTE,Surface tension,I,False,2022-04-21 15:05:21.456865+00:00
100,E,RESIST,Elec. Resistance,I,False,2022-04-21 15:05:21.456865+00:00
100,E,ECURR,Electric Current,I,False,2022-04-21 15:05:21.456865+00:00
100,D,VOLTAG,Elektr. Spannung,I,False,2022-04-21 15:05:21.456865+00:00
100,E,EVARA,Evaporation Rate,I,False,2022-04-21 15:05:21.456865+00:00
100,E,VISDYN,Dynamic viscosity,I,False,2022-04-21 15:05:21.456865+00:00
100,E,THCOND,Heat Conductivity,I,False,2022-04-21 15:05:21.456865+00:00
100,D,MAPER,Masse pro Energie,I,False,2022-04-21 15:05:21.456865+00:00
100,D,MPROPO,Massenverhältnis,I,False,2022-04-21 15:05:21.456865+00:00
100,E,VPROPO,Volume proportion,I,False,2022-04-21 15:05:21.456865+00:00
100,E,ACBAC,Acid/Base capacity,I,False,2022-04-21 15:05:21.456865+00:00
100,E,VOLTAG,Electrical Tension,I,False,2022-04-21 15:05:21.456865+00:00
100,D,CAPACI,Elektr. Kapazität,I,False,2022-04-21 15:05:21.456865+00:00
100,D,RESIST,Elektr. Widerstand,I,False,2022-04-21 15:05:21.456865+00:00
100,E,LIGHT,Luminous intensity,I,False,2022-04-21 15:05:21.456865+00:00
100,D,VPROPO,Volumenverhältnis,I,False,2022-04-21 15:05:21.456865+00:00
100,D,HYDROL,Hydrolysegeschwind.,I,False,2022-04-21 15:05:21.456865+00:00
100,E,VISKIN,Kinematic viscosity,I,False,2022-04-21 15:05:21.456865+00:00
100,D,MAGNFD,Magnet. Flußdichte,I,False,2022-04-21 15:05:21.456865+00:00
100,E,SPHCAP,Spec. Heat Capacity,I,False,2022-04-21 15:05:21.456865+00:00
100,E,SPAEQU,Specific Equivalent,I,False,2022-04-21 15:05:21.456865+00:00
100,D,SPENER,Spezifische Energie,I,False,2022-04-21 15:05:21.456865+00:00
100,D,EVARA,Verdampfungsgeschw.,I,False,2022-04-21 15:05:21.456865+00:00
100,E,STEXKZ,Dust explosion ratio,I,False,2022-04-21 15:05:21.456865+00:00
100,E,SURINV,Inverse Surface Area,I,False,2022-04-21 15:05:21.456865+00:00
100,E,MAGNFD,Magnet. Flux Density,I,False,2022-04-21 15:05:21.456865+00:00
100,D,SURFTE,Oberflächenspannung,I,False,2022-04-21 15:05:21.456865+00:00
100,E,TKONZ,Particle concentrat.,I,False,2022-04-21 15:05:21.456865+00:00
100,E,TEMPRT,Rate of temp. change,I,False,2022-04-21 15:05:21.456865+00:00
100,E,SPREST,Sp. Elec. Resistance,I,False,2022-04-21 15:05:21.456865+00:00
100,E,SPARAD,Spec. Act. Rad. Sub.,I,False,2022-04-21 15:05:21.456865+00:00
100,D,SPARAD,Spez Akt radioak Sub,I,False,2022-04-21 15:05:21.456865+00:00
100,D,SPREST,Spez. el. Widerstand,I,False,2022-04-21 15:05:21.456865+00:00
100,D,STEXKZ,Staubexplosionskennz,I,False,2022-04-21 15:05:21.456865+00:00
100,D,TKONZ,Teilchenkonzentratio,I,False,2022-04-21 15:05:21.456865+00:00
100,E,VOLFLO,Volumetric Flow Rate,I,False,2022-04-21 15:05:21.456865+00:00
100,D,THCOND,Wärmeleitfähigkeit,I,False,2022-04-21 15:05:21.456865+00:00
100,D,VISKIN,"Zähigkeit, kinemat.",I,False,2022-04-21 15:05:21.456865+00:00
100,D,SPAEQU,Spez Äquivalentmenge,I,False,2022-04-21 15:05:21.456865+00:00
100,D,ACBAC,Säure/Basekapazität,I,False,2022-04-21 15:05:21.456865+00:00
100,D,TEMPRT,Temper.änderungsrate,I,False,2022-04-21 15:05:21.456865+00:00
100,D,VISDYN,"Zähigkeit, dynamisch",I,False,2022-04-21 15:05:21.456865+00:00
100,D,SPHCAP,Spez. Wärmekapazität,I,False,2022-04-21 15:05:21.456865+00:00
0,E,SURFAC,Area,L,False,2022-01-31 20:43:45.861987+00:00
1,E,SURFAC,Area,L,False,2022-01-31 20:43:45.861987+00:00
50,E,SURFAC,Area,L,False,2022-01-31 20:43:45.861987+00:00
100,E,SURFAC,Area,L,False,2022-01-31 20:43:45.861987+00:00
200,E,SURFAC,Area,L,False,2022-01-31 20:43:45.861987+00:00
250,E,SURFAC,Area,L,False,2022-01-31 20:43:45.861987+00:00
0,E,MASS,Mass,L,False,2022-01-31 20:43:45.861987+00:00
1,E,MASS,Mass,L,False,2022-01-31 20:43:45.861987+00:00
50,E,MASS,Mass,L,False,2022-01-31 20:43:45.861987+00:00
100,E,MASS,Mass,L,False,2022-01-31 20:43:45.861987+00:00
200,E,MASS,Mass,L,False,2022-01-31 20:43:45.861987+00:00
250,E,MASS,Mass,L,False,2022-01-31 20:43:45.861987+00:00
0,E,TIME,Time,L,False,2022-01-31 20:43:45.861987+00:00
1,E,TIME,Time,L,False,2022-01-31 20:43:45.861987+00:00
50,E,TIME,Time,L,False,2022-01-31 20:43:45.861987+00:00
100,E,TIME,Time,L,False,2022-01-31 20:43:45.861987+00:00
200,E,TIME,Time,L,False,2022-01-31 20:43:45.861987+00:00
250,E,TIME,Time,L,False,2022-01-31 20:43:45.861987+00:00
0,D,TIME,Zeit,L,False,2022-01-31 20:43:45.861987+00:00
1,D,TIME,Zeit,L,False,2022-01-31 20:43:45.861987+00:00
50,D,TIME,Zeit,L,False,2022-01-31 20:43:45.861987+00:00
100,D,TIME,Zeit,L,False,2022-01-31 20:43:45.861987+00:00
200,D,TIME,Zeit,L,False,2022-01-31 20:43:45.861987+00:00
250,D,TIME,Zeit,L,False,2022-01-31 20:43:45.861987+00:00
0,D,PRESS,Druck,L,False,2022-01-31 20:43:45.861987+00:00
1,D,PRESS,Druck,L,False,2022-01-31 20:43:45.861987+00:00
50,D,PRESS,Druck,L,False,2022-01-31 20:43:45.861987+00:00
100,D,PRESS,Druck,L,False,2022-01-31 20:43:45.861987+00:00
200,D,PRESS,Druck,L,False,2022-01-31 20:43:45.861987+00:00
250,D,PRESS,Druck,L,False,2022-01-31 20:43:45.861987+00:00
0,E,FORCE,Force,L,False,2022-01-31 20:43:45.861987+00:00
1,E,FORCE,Force,L,False,2022-01-31 20:43:45.861987+00:00
50,E,FORCE,Force,L,False,2022-01-31 20:43:45.861987+00:00
100,E,FORCE,Force,L,False,2022-01-31 20:43:45.861987+00:00
200,E,FORCE,Force,L,False,2022-01-31 20:43:45.861987+00:00
250,E,FORCE,Force,L,False,2022-01-31 20:43:45.861987+00:00
0,D,FORCE,Kraft,L,False,2022-01-31 20:43:45.861987+00:00
1,D,FORCE,Kraft,L,False,2022-01-31 20:43:45.861987+00:00
50,D,FORCE,Kraft,L,False,2022-01-31 20:43:45.861987+00:00
100,D,FORCE,Kraft,L,False,2022-01-31 20:43:45.861987+00:00
200,D,FORCE,Kraft,L,False,2022-01-31 20:43:45.861987+00:00
250,D,FORCE,Kraft,L,False,2022-01-31 20:43:45.861987+00:00
0,D,MASS,Masse,L,False,2022-01-31 20:43:45.861987+00:00
1,D,MASS,Masse,L,False,2022-01-31 20:43:45.861987+00:00
50,D,MASS,Masse,L,False,2022-01-31 20:43:45.861987+00:00
100,D,MASS,Masse,L,False,2022-01-31 20:43:45.861987+00:00
200,D,MASS,Masse,L,False,2022-01-31 20:43:45.861987+00:00
250,D,MASS,Masse,L,False,2022-01-31 20:43:45.861987+00:00
0,E,POWER,Power,L,False,2022-01-31 20:43:45.861987+00:00
1,E,POWER,Power,L,False,2022-01-31 20:43:45.861987+00:00
50,E,POWER,Power,L,False,2022-01-31 20:43:45.861987+00:00
100,E,POWER,Power,L,False,2022-01-31 20:43:45.861987+00:00
200,E,POWER,Power,L,False,2022-01-31 20:43:45.861987+00:00
250,E,POWER,Power,L,False,2022-01-31 20:43:45.861987+00:00
0,E,SPEED,Speed,L,False,2022-01-31 20:43:45.861987+00:00
1,E,SPEED,Speed,L,False,2022-01-31 20:43:45.861987+00:00
50,E,SPEED,Speed,L,False,2022-01-31 20:43:45.861987+00:00
100,E,SPEED,Speed,L,False,2022-01-31 20:43:45.861987+00:00
200,E,SPEED,Speed,L,False,2022-01-31 20:43:45.861987+00:00
250,E,SPEED,Speed,L,False,2022-01-31 20:43:45.861987+00:00
0,D,DENSI,Dichte,L,False,2022-01-31 20:43:45.861987+00:00
1,D,DENSI,Dichte,L,False,2022-01-31 20:43:45.861987+00:00
50,D,DENSI,Dichte,L,False,2022-01-31 20:43:45.861987+00:00
100,D,DENSI,Dichte,L,False,2022-01-31 20:43:45.861987+00:00
200,D,DENSI,Dichte,L,False,2022-01-31 20:43:45.861987+00:00
250,D,DENSI,Dichte,L,False,2022-01-31 20:43:45.861987+00:00
0,E,ENERGY,Energy,L,False,2022-01-31 20:43:45.861987+00:00
1,E,ENERGY,Energy,L,False,2022-01-31 20:43:45.861987+00:00
50,E,ENERGY,Energy,L,False,2022-01-31 20:43:45.861987+00:00
100,E,ENERGY,Energy,L,False,2022-01-31 20:43:45.861987+00:00
200,E,ENERGY,Energy,L,False,2022-01-31 20:43:45.861987+00:00
250,E,ENERGY,Energy,L,False,2022-01-31 20:43:45.861987+00:00
0,E,LENGTH,Length,L,False,2022-01-31 20:43:45.861987+00:00
1,E,LENGTH,Length,L,False,2022-01-31 20:43:45.861987+00:00
50,E,LENGTH,Length,L,False,2022-01-31 20:43:45.861987+00:00
100,E,LENGTH,Length,L,False,2022-01-31 20:43:45.861987+00:00
200,E,LENGTH,Length,L,False,2022-01-31 20:43:45.861987+00:00
250,E,LENGTH,Length,L,False,2022-01-31 20:43:45.861987+00:00
0,D,LENGTH,Länge,L,False,2022-01-31 20:43:45.861987+00:00
1,D,LENGTH,Länge,L,False,2022-01-31 20:43:45.861987+00:00
50,D,LENGTH,Länge,L,False,2022-01-31 20:43:45.861987+00:00
100,D,LENGTH,Länge,L,False,2022-01-31 20:43:45.861987+00:00
200,D,LENGTH,Länge,L,False,2022-01-31 20:43:45.861987+00:00
250,D,LENGTH,Länge,L,False,2022-01-31 20:43:45.861987+00:00
0,E,POINTS,Points,L,False,2022-01-31 20:43:45.861987+00:00
1,E,POINTS,Points,L,False,2022-01-31 20:43:45.861987+00:00
50,E,POINTS,Points,L,False,2022-01-31 20:43:45.861987+00:00
100,E,POINTS,Points,L,False,2022-01-31 20:43:45.861987+00:00
200,E,POINTS,Points,L,False,2022-01-31 20:43:45.861987+00:00
250,E,POINTS,Points,L,False,2022-01-31 20:43:45.861987+00:00
0,D,POINTS,Punkte,L,False,2022-01-31 20:43:45.861987+00:00
1,D,POINTS,Punkte,L,False,2022-01-31 20:43:45.861987+00:00
50,D,POINTS,Punkte,L,False,2022-01-31 20:43:45.861987+00:00
100,D,POINTS,Punkte,L,False,2022-01-31 20:43:45.861987+00:00
200,D,POINTS,Punkte,L,False,2022-01-31 20:43:45.861987+00:00
250,D,POINTS,Punkte,L,False,2022-01-31 20:43:45.861987+00:00
0,E,VOLUME,Volume,L,False,2022-01-31 20:43:45.861987+00:00
1,E,VOLUME,Volume,L,False,2022-01-31 20:43:45.861987+00:00
50,E,VOLUME,Volume,L,False,2022-01-31 20:43:45.861987+00:00
100,E,VOLUME,Volume,L,False,2022-01-31 20:43:45.861987+00:00
