MANDT,BUKRS,BELNR,GJAHR,BUZEI,BUZID,AUGDT,AUGCP,AUGBL,BSCHL,KOART,UMSKZ,UMSKS,ZUMSK,SHKZG,GSBER,PARGB,MWSKZ,QSSKZ,DMBTR,WRBTR,KZBTR,PSWBT,PSWSL,TXBHW,TXBFW,MWSTS,WMWST,HWBAS,FWBAS,HWZUZ,FWZUZ,SHZUZ,STEKZ,MWART,TXGRP,KTOSL,QSSHB,KURSR,GBETR,BDIFF,BDIF2,VALUT,ZUONR,SGTXT,ZINKZ,VBUND,BEWAR,ALTKT,VORGN,FDLEV,FDGRP,FDWBT,FDTAG,FKONT,KOKRS,KOSTL,PROJN,AUFNR,VBELN,VBEL2,POSN2,ETEN2,ANLN1,ANLN2,ANBWA,BZDAT,PERNR,XUMSW,XHRES,XKRES,XOPVW,XCPDD,XSKST,XSAUF,XSPRO,XSERG,XFAKT,XUMAN,XANET,XSKRL,XINVE,XPANZ,XAUTO,XNCOP,XZAHL,SAKNR,HKONT,KUNNR,LIFNR,FILKD,XBILK,GVTYP,HZUON,ZFBDT,ZTERM,ZBD1T,ZBD2T,ZBD3T,ZBD1P,ZBD2P,SKFBT,SKNTO,WSKTO,ZLSCH,ZLSPR,ZBFIX,HBKID,BVTYP,NEBTR,MWSK1,DMBT1,WRBT1,MWSK2,DMBT2,WRBT2,MWSK3,DMBT3,WRBT3,REBZG,REBZJ,REBZZ,REBZT,ZOLLT,ZOLLD,LZBKZ,LANDL,DIEKZ,SAMNR,ABPER,VRSKZ,VRSDT,DISBN,DISBJ,DISBZ,WVERW,ANFBN,ANFBJ,ANFBU,ANFAE,BLNBT,BLNKZ,BLNPZ,MSCHL,MANSP,MADAT,MANST,MABER,ESRNR,ESRRE,ESRPZ,KLIBT,QSZNR,QBSHB,QSFBT,NAVHW,NAVFW,MATNR,WERKS,MENGE,MEINS,ERFMG,ERFME,BPMNG,BPRME,EBELN,EBELP,ZEKKN,ELIKZ,VPRSV,PEINH,BWKEY,BWTAR,BUSTW,REWRT,REWWR,BONFB,BUALT,PSALT,NPREI,TBTKZ,SPGRP,SPGRM,SPGRT,SPGRG,SPGRV,SPGRQ,STCEG,EGBLD,EGLLD,RSTGR,RYACQ,RPACQ,RDIFF,RDIF2,PRCTR,XHKOM,VNAME,RECID,EGRUP,VPTNR,VERTT,VERTN,VBEWA,DEPOT,TXJCD,IMKEY,DABRZ,POPTS,FIPOS,KSTRG,NPLNR,AUFPL,APLZL,PROJK,PAOBJNR,PASUBNR,SPGRS,SPGRC,BTYPE,ETYPE,XEGDR,LNRAN,HRKFT,DMBE2,DMBE3,DMB21,DMB22,DMB23,DMB31,DMB32,DMB33,MWST2,MWST3,NAVH2,NAVH3,SKNT2,SKNT3,BDIF3,RDIF3,HWMET,GLUPM,XRAGL,UZAWE,LOKKT,FISTL,GEBER,STBUK,TXBH2,TXBH3,PPRCT,XREF1,XREF2,KBLNR,KBLPOS,STTAX,FKBER,OBZEI,XNEGP,RFZEI,CCBTC,KKBER,EMPFB,XREF3,DTWS1,DTWS2,DTWS3,DTWS4,GRICD,GRIRG,GITYP,XPYPR,KIDNO,ABSBT,IDXSP,LINFV,KONTT,KONTL,TXDAT,AGZEI,PYCUR,PYAMT,BUPLA,SECCO,LSTAR,CESSION_KZ,PRZNR,PPDIFF,PPDIF2,PPDIF3,PENLC1,PENLC2,PENLC3,PENFC,PENDAYS,PENRC,GRANT_NBR,SCTAX,FKBER_LONG,GMVKZ,SRTYPE,INTRENO,MEASURE,AUGGJ,PPA_EX_IND,DOCLN,SEGMENT,PSEGMENT,PFKBER,HKTID,KSTAR,XLGCLR,TAXPS,PAYS_PROV,PAYS_TRAN,MNDID,XFRGE_BSEG,SQUAN,ACROBJTYPE,ACROBJ_ID,ACRSOBJ_ID,ACRITMTYPE,VALOBJTYPE,VALOBJ_ID,VALSOBJ_ID,RE_BUKRS,RE_ACCOUNT,PGEBER,PGRANT_NBR,BUDGET_PD,PBUDGET_PD,J_1TPBUPL,PEROP_BEG,PEROP_END,FASTPAY,IGNR_IVREF,FMFGUS_KEY,FMXDOCNR,FMXYEAR,FMXDOCLN,FMXZEKKN,PRODPER,GST_PART,PLC_SUP,HSN_SAC,IRN,RECRF,INWARD_NO,INWARD_DT,GROUND_NO,GROUND_DT,GROUND_TYP,PYMTKEY,OPERATION_FLAG,IS_DELETED,RECORDSTAMP,WAERS
100,C004,5105600160,2022,2,S,,,,81,S,,,,S,1.0,,V1,,600.0,600.0,,600.0,EUR,,,,,,,,,,,,1.0,KBS,,,,,,2022-04-25,450000004500010.0,,,,,,RMRP,,,,,,C001,,,,,6963.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000017,4000.0,5.0,EA,5.0,EA,5.0,EA,4500000045.0,10.0,1.0,,,,4000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,EU01PGPC02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:07.788536+00:00,EUR
50,C001,5105600101,2022,2,S,,,,81,S,,,,S,1.0,,I1,,15.0,15.0,,15.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-01-23,,,,,,,RMRP,,,,,,C001,,,,,63.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000003,1000.0,3.0,EA,3.0,EA,3.0,EA,4500000002.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01PGHP03,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:47.268774+00:00,USD
50,C001,5105600102,2022,2,S,,,,81,S,,,,S,1.0,,I1,,150.0,150.0,,150.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-01-23,,,,,,,RMRP,,,,,,C001,,,,,64.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000033,1000.0,3.0,EA,3.0,EA,3.0,EA,4500000003.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01PSFD01,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:47.268774+00:00,EUR
50,C001,5105600103,2022,2,S,,,,81,S,,,,S,1.0,,I1,,1200.0,1200.0,,1200.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-01-23,,,,,,,RMRP,,,,,,C001,,,,,65.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000076,1000.0,3.0,EA,3.0,EA,3.0,EA,4500000004.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01ELHC09,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:47.268774+00:00,GBP
50,C001,5105600104,2022,2,S,,,,81,S,,,,S,1.0,,I1,,100.0,100.0,,100.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-01-24,,,,,,,RMRP,,,,,,C001,,,,,67.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000076,1000.0,1.0,EA,1.0,EA,1.0,EA,4500000005.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01ELHC09,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:47.268774+00:00,EUR
50,C001,5105600131,2022,2,S,,,,81,S,,,,S,1.0,,I1,,500.0,500.0,,500.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-02-23,450000001800010.0,,,,,,RMRP,,,,,,C001,,,,,174.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000076,1000.0,5.0,EA,5.0,EA,5.0,EA,4500000018.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01PURCH,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-24 03:08:43.914368+00:00,USD
50,C001,5105600132,2022,2,S,,,,81,S,,,,S,1.0,,I1,,250.0,250.0,,250.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-03-14,450000001900010.0,,,,,,RMRP,,,,,,C001,,,,,863.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000002,1000.0,5.0,EA,5.0,EA,5.0,EA,4500000019.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01PGHP02,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:12:54.915508+00:00,EUR
50,C001,5105600133,2022,2,S,,,,81,S,,,,S,1.0,,I1,,225.0,225.0,,225.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-03-18,450000002100010.0,,,,,,RMRP,,,,,,C001,,,,,1764.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000001,1000.0,5.0,EA,5.0,EA,5.0,EA,4500000021.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01PGHP01,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-18 13:26:04.037125+00:00,EUR
50,C001,5105600134,2022,2,S,,,,81,S,,,,S,1.0,,I1,,250.0,250.0,,250.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-03-18,450000002200010.0,,,,,,RMRP,,,,,,C001,,,,,1765.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000002,1000.0,5.0,EA,5.0,EA,5.0,EA,4500000022.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01PGHP02,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-18 13:38:19.517223+00:00,EUR
50,C001,5105600135,2022,2,S,,,,81,S,,,,S,1.0,,I1,,1500.0,1500.0,,1500.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-03-18,450000002500010.0,,,,,,RMRP,,,,,,C001,,,,,1769.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000059,1000.0,5.0,EA,5.0,EA,5.0,EA,4500000025.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01ELHE01,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-18 15:14:47.973551+00:00,USD
50,C001,5105600137,2022,2,S,,,,81,S,,,,S,1.0,,I1,,1500.0,1500.0,,1500.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-03-18,450000002700010.0,,,,,,RMRP,,,,,,C001,,,,,1827.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000068,1000.0,5.0,EA,5.0,EA,5.0,EA,4500000027.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01ELHC01,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-19 03:07:37.634619+00:00,EUR
50,C001,5105600138,2022,2,S,,,,81,S,,,,S,1.0,,I1,,1500.0,1500.0,,1500.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-03-18,450000002800010.0,,,,,,RMRP,,,,,,C001,,,,,1828.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000069,1000.0,5.0,EA,5.0,EA,5.0,EA,4500000028.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01ELHC02,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-19 03:28:44.746734+00:00,USD
50,C001,5105600139,2022,2,S,,,,81,S,,,,S,1.0,,I1,,1500.0,1500.0,,1500.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-03-18,450000002900010.0,,,,,,RMRP,,,,,,C001,,,,,1829.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000070,1000.0,5.0,EA,5.0,EA,5.0,EA,4500000029.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01ELHC03,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-19 03:35:29.384034+00:00,EUR
50,C001,5105600136,2022,2,S,,,,81,S,,,,S,1.0,,I1,,1500.0,1500.0,,1500.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-03-18,450000002600010.0,,,,,,RMRP,,,,,,C001,,,,,1773.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000060,1000.0,5.0,EA,5.0,EA,5.0,EA,4500000026.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01ELHE02,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-18 17:12:05.636450+00:00,GBP
50,C001,5105600140,2022,2,S,,,,81,S,,,,S,1.0,,I1,,500.0,500.0,,500.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-04-12,450000003000010.0,,,,,,RMRP,,,,,,C001,,,,,6590.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000016,1000.0,5.0,EA,5.0,EA,5.0,EA,4500000030.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01PGPC01,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-13 05:51:54.533790+00:00,EUR
50,C001,5105600141,2022,2,S,,,,81,S,,,,S,1.0,,I1,,1000.0,1000.0,,1000.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-04-12,450000003100010.0,,,,,,RMRP,,,,,,C001,,,,,6591.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000034,1000.0,10.0,EA,10.0,EA,10.0,EA,4500000031.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01PSFD02,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-13 06:14:39.763577+00:00,USD
50,C001,5105600142,2022,2,S,,,,81,S,,,,S,1.0,,I1,,600.0,600.0,,600.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-04-12,450000003200010.0,,,,,,RMRP,,,,,,C001,,,,,6592.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000044,1000.0,6.0,EA,6.0,EA,6.0,EA,4500000032.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01PSBV01,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-13 06:28:29.132310+00:00,EUR
100,C001,5105600101,2022,2,S,,,,81,S,,,,S,1.0,,I1,,15.0,15.0,,15.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-01-23,,,,,,,RMRP,,,,,,C001,,,,,63.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000003,1000.0,3.0,EA,3.0,EA,3.0,EA,4500000002.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01PGHP03,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:46.305660+00:00,EUR
100,C001,5105600102,2022,2,S,,,,81,S,,,,S,1.0,,I1,,150.0,150.0,,150.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-01-23,,,,,,,RMRP,,,,,,C001,,,,,64.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000033,1000.0,3.0,EA,3.0,EA,3.0,EA,4500000003.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01PSFD01,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:46.305660+00:00,EUR
100,C001,5105600103,2022,2,S,,,,81,S,,,,S,1.0,,I1,,1200.0,1200.0,,1200.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-01-23,,,,,,,RMRP,,,,,,C001,,,,,65.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000076,1000.0,3.0,EA,3.0,EA,3.0,EA,4500000004.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01ELHC09,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:46.305660+00:00,USD
100,C001,5105600104,2022,2,S,,,,81,S,,,,S,1.0,,I1,,100.0,100.0,,100.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-01-24,,,,,,,RMRP,,,,,,C001,,,,,67.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000076,1000.0,1.0,EA,1.0,EA,1.0,EA,4500000005.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01ELHC09,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:46.305660+00:00,EUR
100,C001,5105600131,2022,2,S,,,,81,S,,,,S,1.0,,I1,,500.0,500.0,,500.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-02-23,450000001800010.0,,,,,,RMRP,,,,,,C001,,,,,174.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000076,1000.0,5.0,EA,5.0,EA,5.0,EA,4500000018.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01PURCH,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:46.305660+00:00,USD
100,C001,5105600132,2022,2,S,,,,81,S,,,,S,1.0,,I1,,250.0,250.0,,250.0,USD,,,,,,,,,,,,1.0,KBS,,,,,,2022-03-14,450000001900010.0,,,,,,RMRP,,,,,,C001,,,,,863.0,10.0,,,,,,,,,X,,,,,,,,,,,,,,,,,500010,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0000002,1000.0,5.0,EA,5.0,EA,5.0,EA,4500000019.0,10.0,1.0,,,,1000.0,,RE02,,,,,,,,,,,,,,,,,,,,,,US01PGHP02,,,,,,,,,,CA0000000,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:41:46.305660+00:00,EUR
