rclnt,ryear,docnr,rldnr,rbukrs,docln,activ,rmvct,rtcur,runit,awtyp,rrcty,rvers,logsys,racct,cost_elem,rcntr,prctr,rfarea,rbusa,kokrs,segment,scntr,pprctr,sfarea,sbusa,rassc,psegment,tsl,hsl,ksl,osl,msl,wsl,drcrk,poper,rwcur,gjahr,budat,belnr,buzei,bschl,bstat,linetype,xsplitmod,usnam,timestamp,operation_flag,is_deleted,recordstamp
50,2022,1400000013,0L,C001,1,RFBU,,USD,,BKPF,0,1,,113000,,,US01PGHP01,,,C001,,,,,,,,83.6,83.6,,,,83.6,S,1,USD,2022,2022-01-23,1400000013,1,40,,4000,X,APARAMESWARA,20220123120347.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000007,0L,C001,1,RFBU,,USD,,BKPF,0,1,,113000,,,US01PGHP01,,,C001,,,,,,,,154.0,154.0,,,,154.0,S,1,USD,2022,2022-01-23,1400000007,1,40,,4000,X,APARAMESWARA,20220123115008.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000000,0L,C001,1,RFBU,,USD,,BKPF,0,1,,113000,,,C999,,,C001,SEG_A,,,,,,,33.0,33.0,,,,33.0,S,1,USD,2022,2022-01-23,1400000000,1,40,,4000,X,APARAMESWARA,20220123110433.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000002,0L,C001,1,RFBU,,USD,,BKPF,0,1,,113000,,,US01PSFD01,,,C001,,,,,,,,4.4,4.4,,,,4.4,S,1,USD,2022,2022-01-23,1400000002,1,40,,4000,X,APARAMESWARA,20220123113233.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000005,0L,C001,1,RFBU,,USD,,BKPF,0,1,,113000,,,US01PSFD01,,,C001,,,,,,,,13.2,13.2,,,,13.2,S,1,USD,2022,2022-01-23,1400000005,1,40,,4000,X,APARAMESWARA,20220123114056.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000014,0L,C001,1,RFBU,,USD,,BKPF,0,1,,113000,,,US01PSFD01,,,C001,,,,,,,,26.4,26.4,,,,26.4,S,1,USD,2022,2022-01-23,1400000014,1,40,,4000,X,APARAMESWARA,20220123120518.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000020,0L,C001,3,RFBU,,USD,,BKPF,0,1,,113000,,,US01PSFD01,,,C001,,,,,,,,396.0,396.0,,,,396.0,S,1,USD,2022,2022-01-27,1400000020,1,40,,4000,X,APARAMESWARA,20220127155551.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000011,0L,C001,2,RFBU,,USD,,BKPF,0,1,,113000,,,US01PSFD02,,,C001,,,,,,,,14.3,14.3,,,,14.3,S,1,USD,2022,2022-01-23,1400000011,1,40,,4000,X,APARAMESWARA,20220123115749.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000015,0L,C001,1,RFBU,,USD,,BKPF,0,1,,113000,,,US01ELHC09,,,C001,,,,,,,,1683.0,1683.0,,,,1683.0,S,1,USD,2022,2022-01-23,1400000015,1,40,,4000,X,APARAMESWARA,20220123120824.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000011,0L,C001,1,RFBU,,USD,,BKPF,0,1,,113000,,,US01PSFD01,,,C001,,,,,,,,13.2,13.2,,,,13.2,S,1,USD,2022,2022-01-23,1400000011,1,40,,4000,X,APARAMESWARA,20220123115749.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000002,0L,C001,2,RFBU,,USD,,BKPF,0,1,,113000,,,US01PSFD02,,,C001,,,,,,,,4.4,4.4,,,,4.4,S,1,USD,2022,2022-01-23,1400000002,1,40,,4000,X,APARAMESWARA,20220123113233.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000006,0L,C001,1,RFBU,,USD,,BKPF,0,1,,113000,,,US01ELHC09,,,C001,,,,,,,,841.5,841.5,,,,841.5,S,1,USD,2022,2022-01-23,1400000006,1,40,,4000,X,APARAMESWARA,20220123114301.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000017,0L,C001,2,RFBU,,USD,,BKPF,0,1,,121000,,,C999,,,C001,,,,,,,,-228.8,-228.8,,,,-228.8,H,1,USD,2022,2022-01-23,1400000017,2,15,,2000,X,APARAMESWARA,20220123121113.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000008,0L,C001,4,RFBU,,USD,,BKPF,0,1,,121000,,,US01PSFD02,,,C001,,,,,,,,-44.0,-44.0,,,,-44.0,H,1,USD,2022,2022-01-23,1400000008,2,15,,2000,X,APARAMESWARA,20220123115133.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000020,0L,C001,4,RFBU,,USD,,BKPF,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,-2640.0,-2640.0,,,,-2640.0,H,1,USD,2022,2022-01-27,1400000020,2,15,,2000,X,APARAMESWARA,20220127155551.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000056,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,396.0,396.0,,,,396.0,S,1,USD,2022,2022-01-23,90000056,1,1,,2000,X,SATISHE,20220123154950.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000009,0L,C001,3,RFBU,,USD,,BKPF,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,-110.0,-110.0,,,,-110.0,H,1,USD,2022,2022-01-23,1400000009,2,15,,2000,X,APARAMESWARA,20220123115441.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000018,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,-841.5,-841.5,,,,-841.5,H,1,USD,2022,2022-01-11,90000018,1,11,,2000,X,SATISHE,20220111212828.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000005,0L,C001,3,RFBU,,USD,,BKPF,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,-13.2,-13.2,,,,-13.2,H,1,USD,2022,2022-01-23,1400000005,2,15,,2000,X,APARAMESWARA,20220123114056.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000019,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,1969.0,1969.0,,,,1969.0,S,1,USD,2022,2022-01-11,90000019,1,1,,2000,X,SATISHE,20220111213152.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000015,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD02,,,C001,,,,,,,,28.6,28.6,,,,28.6,S,1,USD,2022,2022-01-11,90000015,1,1,,2000,X,SATISHE,20220111211542.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000007,0L,C001,4,RFBU,,USD,,BKPF,0,1,,121000,,,US01PGHP02,,,C001,,,,,,,,-59.4,-59.4,,,,-59.4,H,1,USD,2022,2022-01-23,1400000007,2,15,,2000,X,APARAMESWARA,20220123115008.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000050,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,88.0,88.0,,,,88.0,S,1,USD,2022,2022-01-17,90000050,1,1,,2000,X,SATISHE,20220117163725.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000052,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,C999,,,C001,,,,,,,,52.8,52.8,,,,52.8,S,1,USD,2022,2022-01-17,90000052,1,1,,2000,X,SATISHE,20220117182613.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,100000003,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,-1683.0,-1683.0,,,,-1683.0,H,1,USD,2022,2022-01-16,100000003,1,12,,2000,X,SATISHE,20220117064535.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000018,0L,C001,3,RFBU,,USD,,BKPF,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,-3850.0,-3850.0,,,,-3850.0,H,1,USD,2022,2022-01-27,1400000018,2,15,,2000,X,APARAMESWARA,20220127155307.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000015,0L,C001,4,RFBU,,USD,,BKPF,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,-1969.0,-1969.0,,,,-1969.0,H,1,USD,2022,2022-01-23,1400000015,2,15,,2000,X,APARAMESWARA,20220123120824.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000010,0L,C001,4,RFBU,,USD,,BKPF,0,1,,121000,,,US01PGHP02,,,C001,,,,,,,,-46.2,-46.2,,,,-46.2,H,1,USD,2022,2022-01-23,1400000010,2,15,,2000,X,APARAMESWARA,20220123115632.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000016,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD02,,,C001,,,,,,,,-14.3,-14.3,,,,-14.3,H,1,USD,2022,2022-01-11,90000016,1,11,,2000,X,SATISHE,20220111211753.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000045,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,1694.0,1694.0,,,,1694.0,S,1,USD,2022,2022-01-16,90000045,1,1,,2000,X,SATISHE,20220117065040.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,100000002,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,-26.4,-26.4,,,,-26.4,H,1,USD,2022,2022-01-16,100000002,1,12,,2000,X,SATISHE,20220117064526.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000002,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,C999,,,C001,,,,,,,,11.0,11.0,,,,11.0,S,1,USD,2022,2022-01-10,90000002,1,1,,2000,X,SATISHE,20220110175535.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000021,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,88.0,88.0,,,,88.0,S,1,USD,2022,2022-01-11,90000021,1,1,,2000,X,SATISHE,20220111230911.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000006,0L,C001,3,RFBU,,USD,,BKPF,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,-841.5,-841.5,,,,-841.5,H,1,USD,2022,2022-01-23,1400000006,2,15,,2000,X,APARAMESWARA,20220123114301.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000057,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,1980.0,1980.0,,,,1980.0,S,1,USD,2022,2022-01-23,90000057,1,1,,2000,X,SATISHE,20220123163254.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000011,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP02,,,C001,,,,,,,,92.4,92.4,,,,92.4,S,1,USD,2022,2022-01-11,90000011,1,1,,2000,X,SATISHE,20220111202432.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000032,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,-44.0,-44.0,,,,-44.0,H,1,USD,2022,2022-01-11,90000032,1,11,,2000,X,SATISHE,20220112004344.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000000,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,C999,,,C001,,,,,,,,11.0,11.0,,,,11.0,S,1,USD,2022,2022-01-10,90000000,1,1,,2000,X,SATISHE,20220110173554.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000019,0L,C001,3,RFBU,,USD,,BKPF,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,-841.5,-841.5,,,,-841.5,H,1,USD,2022,2022-01-27,1400000019,2,15,,2000,X,APARAMESWARA,20220127155441.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000042,0L,C001,2,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,1969.0,1969.0,,,,1969.0,S,1,USD,2022,2022-01-16,90000042,1,1,,2000,X,SATISHE,20220117062521.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000035,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,26.4,26.4,,,,26.4,S,1,USD,2022,2022-01-11,90000035,1,1,,2000,X,SATISHE,20220112005909.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000038,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,-841.5,-841.5,,,,-841.5,H,1,USD,2022,2022-01-11,90000038,1,11,,2000,X,SATISHE,20220112011100.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000024,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP02,,,C001,,,,,,,,13.2,13.2,,,,13.2,S,1,USD,2022,2022-01-11,90000024,1,1,,2000,X,SATISHE,20220111232321.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000009,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,44.0,44.0,,,,44.0,S,1,USD,2022,2022-01-11,90000009,1,1,,2000,X,SATISHE,20220111195213.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000045,0L,C001,2,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,1870.0,1870.0,,,,1870.0,S,1,USD,2022,2022-01-16,90000045,1,1,,2000,X,SATISHE,20220117065040.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000058,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,C999,,,C001,SEG_A,,,,,,,3938.0,3938.0,,,,3938.0,S,1,USD,2022,2022-01-23,90000058,1,1,,2000,X,SATISHE,20220123163733.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000009,0L,C001,4,RFBU,,USD,,BKPF,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,-132.0,-132.0,,,,-132.0,H,1,USD,2022,2022-01-23,1400000009,2,15,,2000,X,APARAMESWARA,20220123115441.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000019,0L,C001,4,RFBU,,USD,,BKPF,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,-984.5,-984.5,,,,-984.5,H,1,USD,2022,2022-01-27,1400000019,2,15,,2000,X,APARAMESWARA,20220127155441.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000008,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,500.0,500.0,,,,500.0,S,1,USD,2022,2022-01-11,90000008,1,1,,2000,X,SATISHE,20220111125430.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000004,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP02,,,C001,,,,,,,,22.0,22.0,,,,22.0,S,1,USD,2022,2022-01-11,90000004,1,1,,2000,X,SATISHE,20220111123446.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000037,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,1683.0,1683.0,,,,1683.0,S,1,USD,2022,2022-01-11,90000037,1,1,,2000,X,SATISHE,20220112010625.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000055,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP03,,,C001,,,,,,,,330.0,330.0,,,,330.0,S,1,USD,2022,2022-01-23,90000055,1,1,,2000,X,SATISHE,20220123145904.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000007,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,400.0,400.0,,,,400.0,S,1,USD,2022,2022-01-11,90000007,1,1,,2000,X,SATISHE,20220111125241.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000000,0L,C001,2,RFBU,,USD,,BKPF,0,1,,121000,,,C999,,,C001,,,,,,,,-33.0,-33.0,,,,-33.0,H,1,USD,2022,2022-01-23,1400000000,2,15,,2000,X,APARAMESWARA,20220123110433.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000008,0L,C001,3,RFBU,,USD,,BKPF,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,-30.8,-30.8,,,,-30.8,H,1,USD,2022,2022-01-23,1400000008,2,15,,2000,X,APARAMESWARA,20220123115133.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000023,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP02,,,C001,,,,,,,,46.2,46.2,,,,46.2,S,1,USD,2022,2022-01-11,90000023,1,1,,2000,X,SATISHE,20220111232119.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000001,0L,C001,3,RFBU,,USD,,BKPF,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,-198.0,-198.0,,,,-198.0,H,1,USD,2022,2022-01-23,1400000001,2,15,,2000,X,APARAMESWARA,20220123113011.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000001,0L,C001,4,RFBU,,USD,,BKPF,0,1,,121000,,,US01PGHP02,,,C001,,,,,,,,-22.0,-22.0,,,,-22.0,H,1,USD,2022,2022-01-23,1400000001,2,15,,2000,X,APARAMESWARA,20220123113011.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000044,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,22.0,22.0,,,,22.0,S,1,USD,2022,2022-01-16,90000044,1,1,,2000,X,SATISHE,20220117064801.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000030,0L,C001,2,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,132.0,132.0,,,,132.0,S,1,USD,2022,2022-01-11,90000030,1,1,,2000,X,SATISHE,20220111234313.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000040,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,88.0,88.0,,,,88.0,S,1,USD,2022,2022-01-16,90000040,1,1,,2000,X,SATISHE,20220117061520.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000027,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD02,,,C001,,,,,,,,28.6,28.6,,,,28.6,S,1,USD,2022,2022-01-11,90000027,1,1,,2000,X,SATISHE,20220111233458.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000047,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,4.4,4.4,,,,4.4,S,1,USD,2022,2022-01-18,90000047,1,1,,2000,X,SATISHE,20220117085753.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000014,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,-13.2,-13.2,,,,-13.2,H,1,USD,2022,2022-01-11,90000014,1,11,,2000,X,SATISHE,20220111211120.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000038,0L,C001,2,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,-1969.0,-1969.0,,,,-1969.0,H,1,USD,2022,2022-01-11,90000038,1,11,,2000,X,SATISHE,20220112011100.0,L,False,2022-01-31 20:42:03.665140+00:00
