mandt,knumv,kposn,stunr,zaehk,kappl,kschl,kdatu,krech,kawrt,kbetr,waers,kkurs,kpein,kmeir,kumza,kumne,kmtyp,kwert,kinak,koaid,kfkiv,recordstamp,operation_flag
50,88,10,911,1,TX,JR1,11.01.2022,A,765.0,100.0,,0,0,,0,0,1,76.5,,D,,2022-01-31 20:41:50.170365+00:00,L
50,88,20,911,1,TX,JR1,11.01.2022,A,895.0,100.0,,0,0,,0,0,1,89.5,,D,,2022-01-31 20:41:50.170365+00:00,L
50,89,10,911,1,TX,JR1,11.01.2022,A,765.0,100.0,,0,0,,0,0,1,76.5,,D,,2022-01-31 20:41:50.170365+00:00,L
50,89,20,911,1,TX,JR1,11.01.2022,A,895.0,100.0,,0,0,,0,0,1,89.5,,D,,2022-01-31 20:41:50.170365+00:00,L
50,90,20,911,1,TX,JR1,11.01.2022,A,120.0,100.0,,0,0,,0,0,1,12.0,,D,,2022-01-31 20:41:50.170365+00:00,L
50,91,20,911,1,TX,JR1,11.01.2022,A,120.0,100.0,,0,0,,0,0,1,12.0,,D,,2022-01-31 20:41:50.170365+00:00,L
50,96,10,911,1,TX,JR1,12.01.2022,A,84.0,100.0,,0,0,,0,0,1,8.4,,D,,2022-01-31 20:41:50.170365+00:00,L
50,97,10,911,1,TX,JR1,11.01.2022,A,84.0,100.0,,0,0,,0,0,1,8.4,,D,,2022-01-31 20:41:50.170365+00:00,L
50,98,10,911,1,TX,JR1,11.01.2022,A,42.0,100.0,,0,0,,0,0,1,4.2,,D,,2022-01-31 20:41:50.170365+00:00,L
50,99,10,911,1,TX,JR1,11.01.2022,A,42.0,100.0,,0,0,,0,0,1,4.2,,D,,2022-01-31 20:41:50.170365+00:00,L
50,100,10,911,1,TX,JR1,12.01.2022,A,24.0,100.0,,0,0,,0,0,1,2.4,,D,,2022-01-31 20:41:50.170365+00:00,L
50,100,20,911,1,TX,JR1,12.01.2022,A,26.0,100.0,,0,0,,0,0,1,2.6,,D,,2022-01-31 20:41:50.170365+00:00,L
50,101,10,911,1,TX,JR1,11.01.2022,A,24.0,100.0,,0,0,,0,0,1,2.4,,D,,2022-01-31 20:41:50.170365+00:00,L
50,101,20,911,1,TX,JR1,11.01.2022,A,26.0,100.0,,0,0,,0,0,1,2.6,,D,,2022-01-31 20:41:50.170365+00:00,L
50,102,10,911,1,TX,JR1,11.01.2022,A,12.0,100.0,,0,0,,0,0,1,1.2,,D,,2022-02-03 20:41:50.170365+00:00,I
50,102,20,911,1,TX,JR1,11.01.2022,A,13.0,100.0,,0,0,,0,0,1,1.3,,D,,2022-02-03 20:41:50.170365+00:00,I
50,103,10,911,1,TX,JR1,11.01.2022,A,12.0,100.0,,0,0,,0,0,1,1.2,,D,,2022-02-03 20:41:50.170365+00:00,I
50,103,20,911,1,TX,JR1,11.01.2022,A,13.0,100.0,,0,0,,0,0,1,1.3,,D,,2022-02-03 20:41:50.170365+00:00,I
50,104,10,911,1,TX,JR1,12.01.2022,A,1530.0,100.0,,0,0,,0,0,1,153.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,104,20,911,1,TX,JR1,12.01.2022,A,1790.0,100.0,,0,0,,0,0,1,179.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,105,10,911,1,TX,JR1,11.01.2022,A,1530.0,100.0,,0,0,,0,0,1,153.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,105,20,911,1,TX,JR1,11.01.2022,A,1790.0,100.0,,0,0,,0,0,1,179.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,106,10,911,1,TX,JR1,11.01.2022,A,765.0,100.0,,0,0,,0,0,1,76.5,,D,,2022-02-03 20:41:50.170365+00:00,I
50,106,20,911,1,TX,JR1,11.01.2022,A,1790.0,100.0,,0,0,,0,0,1,179.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,107,10,911,1,TX,JR1,11.01.2022,A,765.0,100.0,,0,0,,0,0,1,76.5,,D,,2022-02-03 20:41:50.170365+00:00,I
50,107,20,911,1,TX,JR1,11.01.2022,A,1790.0,100.0,,0,0,,0,0,1,179.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,113,10,911,1,TX,JR1,18.01.2022,A,252.0,100.0,,0,0,,0,0,1,25.2,,D,,2022-02-03 20:41:50.170365+00:00,I
50,114,10,911,1,TX,JR1,18.01.2022,A,252.0,100.0,,0,0,,0,0,1,25.2,,D,,2022-02-03 20:41:50.170365+00:00,I
50,115,10,911,1,TX,JR1,18.01.2022,A,504.0,100.0,,0,0,,0,0,1,50.4,,D,,2022-02-03 20:41:50.170365+00:00,I
50,118,10,911,1,TX,JR1,18.01.2022,A,24.0,100.0,,0,0,,0,0,1,2.4,,D,,2022-02-03 20:41:50.170365+00:00,I
50,119,10,911,1,TX,JR1,16.01.2022,A,24.0,100.0,,0,0,,0,0,1,2.4,,D,,2022-02-03 20:41:50.170365+00:00,I
50,120,10,911,1,TX,JR1,18.01.2022,A,1530.0,100.0,,0,0,,0,0,1,153.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,120,20,911,1,TX,JR1,18.01.2022,A,1790.0,100.0,,0,0,,0,0,1,179.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,121,10,911,1,TX,JR1,16.01.2022,A,1530.0,100.0,,0,0,,0,0,1,153.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,121,20,911,1,TX,JR1,16.01.2022,A,1790.0,100.0,,0,0,,0,0,1,179.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,123,10,911,1,TX,JR1,16.01.2022,A,24.0,100.0,,0,0,,0,0,1,2.4,,D,,2022-02-03 20:41:50.170365+00:00,I
50,124,10,911,1,TX,JR1,16.01.2022,A,1530.0,100.0,,0,0,,0,0,1,153.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,124,20,911,1,TX,JR1,16.01.2022,A,1790.0,100.0,,0,0,,0,0,1,179.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,125,10,911,1,TX,JR1,16.01.2022,A,84.0,100.0,,0,0,,0,0,1,8.4,,D,,2022-02-03 20:41:50.170365+00:00,I
50,127,10,911,1,TX,JR1,16.01.2022,A,1540.0,100.0,,0,0,,0,0,1,154.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,127,20,911,1,TX,JR1,16.01.2022,A,1700.0,100.0,,0,0,,0,0,1,170.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,128,10,911,1,TX,JR1,16.01.2022,A,8.0,100.0,,0,0,,0,0,1,0.8,,D,,2022-02-03 20:41:50.170365+00:00,I
50,129,10,911,1,TX,JR1,16.01.2022,A,8.0,100.0,,0,0,,0,0,1,0.8,,D,,2022-02-03 20:41:50.170365+00:00,I
50,130,10,911,1,TX,JR1,16.01.2022,A,4.0,100.0,,0,0,,0,0,1,0.4,,D,,2022-02-03 20:41:50.170365+00:00,I
50,131,10,911,1,TX,JR1,16.01.2022,A,4.0,100.0,,0,0,,0,0,1,0.4,,D,,2022-02-03 20:41:50.170365+00:00,I
50,142,10,911,1,TX,JR1,18.01.2022,A,21.0,100.0,,0,0,,0,0,1,2.1,,D,,2022-02-03 20:41:50.170365+00:00,I
50,143,10,911,1,TX,JR1,18.01.2022,A,105.0,100.0,,0,0,,0,0,1,10.5,,D,,2022-02-03 20:41:50.170365+00:00,I
50,144,10,911,1,TX,JR1,18.01.2022,A,48.0,100.0,,0,0,,0,0,1,4.8,,D,,2022-02-03 20:41:50.170365+00:00,I
50,145,10,911,1,TX,JR1,17.01.2022,A,48.0,100.0,,0,0,,0,0,1,4.8,,D,,2022-02-03 20:41:50.170365+00:00,I
50,146,10,911,1,TX,JR1,17.01.2022,A,48.0,100.0,,0,0,,0,0,1,4.8,,D,,2022-02-03 20:41:50.170365+00:00,I
50,147,10,911,1,TX,JR1,18.01.2022,A,160.0,100.0,,0,0,,0,0,1,16.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,148,10,911,1,TX,JR1,17.01.2022,A,160.0,100.0,,0,0,,0,0,1,16.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,149,10,911,1,TX,JR1,17.01.2022,A,60.0,100.0,,0,0,,0,0,1,6.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,153,10,911,1,TX,JR1,18.01.2022,A,5370.0,100.0,,0,0,,0,0,1,537.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,154,10,911,1,TX,JR1,18.01.2022,A,3580.0,100.0,,0,0,,0,0,1,358.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,155,10,911,1,TX,JR1,18.01.2022,A,45.0,100.0,,0,0,,0,0,1,4.5,,D,,2022-02-03 20:41:50.170365+00:00,I
50,156,10,911,1,TX,JR1,18.01.2022,A,160.0,100.0,,0,0,,0,0,1,16.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,157,10,911,1,TX,JR1,18.01.2022,A,160.0,100.0,,0,0,,0,0,1,16.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,158,10,911,1,TX,JR1,24.01.2022,A,300.0,100.0,,0,0,,0,0,1,30.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,159,10,911,1,TX,JR1,23.01.2022,A,300.0,100.0,,0,0,,0,0,1,30.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,160,10,911,1,TX,JR1,24.01.2022,A,360.0,100.0,,0,0,,0,0,1,36.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,161,10,911,1,TX,JR1,23.01.2022,A,360.0,100.0,,0,0,,0,0,1,36.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,162,10,911,1,TX,JR1,24.01.2022,A,1800.0,100.0,,0,0,,0,0,1,180.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,163,10,911,1,TX,JR1,23.01.2022,A,1800.0,100.0,,0,0,,0,0,1,180.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,164,10,911,1,TX,JR1,24.01.2022,A,3580.0,100.0,,0,0,,0,0,1,358.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,165,10,911,1,TX,JR1,23.01.2022,A,3580.0,100.0,,0,0,,0,0,1,358.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,166,10,911,1,TX,JR1,23.01.2022,A,1200.0,100.0,,0,0,,0,0,1,120.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,167,10,911,1,TX,JR1,24.01.2022,A,600.0,100.0,,0,0,,0,0,1,60.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,168,10,911,1,TX,JR1,24.01.2022,A,600.0,100.0,,0,0,,0,0,1,60.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,169,10,911,1,TX,JR1,24.01.2022,A,1032.0,100.0,,0,0,,0,0,1,103.2,,D,,2022-02-03 20:41:50.170365+00:00,I
50,170,10,911,1,TX,JR1,24.01.2022,A,2076.0,100.0,,0,0,,0,0,1,207.6,,D,,2022-02-03 20:41:50.170365+00:00,I
50,171,10,911,1,TX,JR1,24.01.2022,A,2784.0,100.0,,0,0,,0,0,1,278.4,,D,,2022-02-03 20:41:50.170365+00:00,I
50,174,10,911,1,TX,JR1,24.01.2022,A,3825.0,100.0,,0,0,,0,0,1,382.5,,D,,2022-02-03 20:41:50.170365+00:00,I
50,174,20,911,1,TX,JR1,24.01.2022,A,8950.0,100.0,,0,0,,0,0,1,895.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,175,10,911,1,TX,JR1,24.01.2022,A,3825.0,100.0,,0,0,,0,0,1,382.5,,D,,2022-02-03 20:41:50.170365+00:00,I
50,175,20,911,1,TX,JR1,24.01.2022,A,8950.0,100.0,,0,0,,0,0,1,895.0,,D,,2022-02-03 20:41:50.170365+00:00,I
50,241,10,911,1,TX,JR1,25.01.2022,A,325.0,100.0,,0,0,,0,0,1,32.5,,D,,2022-02-15 20:41:50.170365+00:00,I
50,242,10,911,1,TX,JR1,25.01.2022,A,325.0,100.0,,0,0,,0,0,1,32.5,,D,,2022-02-15 20:41:50.170365+00:00,I
50,387,10,911,1,TX,JR1,01.02.2022,A,900.0,100.0,,0,0,,0,0,1,90.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,387,30,911,1,TX,JR1,01.02.2022,A,1000.0,100.0,,0,0,,0,0,1,100.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,389,10,911,1,TX,JR1,24.01.2022,A,3580.0,100.0,,0,0,,0,0,1,358.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,390,10,911,1,TX,JR1,01.02.2022,A,3580.0,100.0,,0,0,,0,0,1,358.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,394,10,911,1,TX,JR1,02.02.2022,A,8950.0,100.0,,0,0,,0,0,1,895.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,395,10,911,1,TX,JR1,01.02.2022,A,8950.0,100.0,,0,0,,0,0,1,895.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,407,10,911,1,TX,JR1,03.02.2022,A,7160.0,100.0,,0,0,,0,0,1,716.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,408,10,911,1,TX,JR1,03.02.2022,A,7160.0,100.0,,0,0,,0,0,1,716.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,418,10,911,1,TX,JR1,07.02.2022,A,3580.0,100.0,,0,0,,0,0,1,358.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,419,10,911,1,TX,JR1,07.02.2022,A,3580.0,100.0,,0,0,,0,0,1,358.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,421,10,911,1,TX,JR1,07.02.2022,A,1530.0,100.0,,0,0,,0,0,1,153.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,422,10,911,1,TX,JR1,07.02.2022,A,1530.0,100.0,,0,0,,0,0,1,153.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,455,10,911,1,TX,JR1,10.02.2022,A,2685.0,100.0,,0,0,,0,0,1,268.5,,D,,2022-02-18 20:41:50.170365+00:00,I
50,456,10,911,1,TX,JR1,10.02.2022,A,2685.0,100.0,,0,0,,0,0,1,268.5,,D,,2022-02-18 20:41:50.170365+00:00,I
50,466,10,911,1,TX,JR1,10.02.2022,A,1790.0,100.0,,0,0,,0,0,1,179.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,467,10,911,1,TX,JR1,10.02.2022,A,1790.0,100.0,,0,0,,0,0,1,179.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,471,10,911,1,TX,JR1,10.02.2022,A,1790.0,100.0,,0,0,,0,0,1,179.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,472,10,911,1,TX,JR1,10.02.2022,A,1790.0,100.0,,0,0,,0,0,1,179.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,475,10,911,1,TX,JR1,10.02.2022,A,895.0,100.0,,0,0,,0,0,1,89.5,,D,,2022-02-18 20:41:50.170365+00:00,I
50,476,10,911,1,TX,JR1,10.02.2022,A,895.0,100.0,,0,0,,0,0,1,89.5,,D,,2022-02-18 20:41:50.170365+00:00,I
50,478,10,911,1,TX,JR1,11.02.2022,A,200.0,100.0,,0,0,,0,0,1,20.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,479,10,911,1,TX,JR1,10.02.2022,A,200.0,100.0,,0,0,,0,0,1,20.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,480,10,911,1,TX,JR1,11.02.2022,A,200.0,100.0,,0,0,,0,0,1,20.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,481,10,911,1,TX,JR1,10.02.2022,A,200.0,100.0,,0,0,,0,0,1,20.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,482,10,911,1,TX,JR1,10.02.2022,A,200.0,100.0,,0,0,,0,0,1,20.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,483,10,911,1,TX,JR1,11.02.2022,A,160.0,100.0,,0,0,,0,0,1,16.0,,D,,2022-02-18 20:41:50.170365+00:00,I
50,484,10,911,1,TX,JR1,10.02.2022,A,160.0,100.0,,0,0,,0,0,1,16.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,486,10,911,1,TX,JR1,14.02.2022,A,120.0,100.0,,0,0,,0,0,1,12.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,487,10,911,1,TX,JR1,14.02.2022,A,120.0,100.0,,0,0,,0,0,1,12.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,489,10,911,1,TX,JR1,10.02.2022,A,895.0,100.0,,0,0,,0,0,1,89.5,,D,,2022-02-20 20:41:50.170365+00:00,I
