mandt,vbeln,posnr,pstyv,ernam,erzet,erdat,matnr,matwa,matkl,werks,lgort,charg,lichn,kdmat,prodh,lfimg,meins,vrkme,umvkz,umvkn,ntgew,brgew,gewei,volum,voleh,kztlf,uebtk,uebto,untto,chspl,faksp,mbdat,lgmng,arktx,lgpbe,vbelv,posnv,vbtyv,vgsys,vgbel,vgpos,upflu,uepos,fkrel,ladgr,tragr,komkz,lgnum,lispl,lgtyp,lgpla,bwtex,bwart,bwlvs,kzdlg,bdart,plart,mtart,xchpf,xchar,vgref,posar,bwtar,sumbd,mtvfp,eannr,gsber,vkbur,vkgrp,vtweg,spart,grkor,fmeng,antlf,vbeaf,vbeav,stafo,wavwr,kzwi1,kzwi2,kzwi3,kzwi4,kzwi5,kzwi6,sobkz,aedat,ean11,kvgr1,kvgr2,kvgr3,kvgr4,kvgr5,mvgr1,mvgr2,mvgr3,mvgr4,mvgr5,vpzuo,vgtyp,rfvgtyp,kostl,kokrs,paobjnr,prctr,ps_psp_pnr,aufnr,posnr_pp,kdauf,kdpos,vpmat,vpwrk,prbme,umref,knttp,kzvbr,fipos,fistl,geber,pckpf,bedar_lf,cmpnt,kcmeng,kcbrgew,kcntgew,kcvolum,uecha,cuobj,cuobj_ch,anzsn,serail,kcgewei,kcvoleh,sernr,abrli,abart,abrvw,qplos,qtlos,nachl,magrv,objko,objpo,aeskd,shkzg,prosa,uepvw,empst,abtnr,koqui,stadat,aktnr,knumh_ch,prefe,exart,clint,chmvs,abeln,abelp,lfimg_flo,lgmng_flo,kcmeng_flo,kzumw,kmpmg,aurel,kpein,kmein,netpr,netwr,kowrr,kzbew,mfrgr,chhpv,abfor,abges,mbuhr,wktnr,wktps,j_1bcfop,j_1btaxlw1,j_1btaxlw2,j_1btxsdc,situa,rsnum,rspos,rsart,kannr,kzfme,profl,kcmengvme,kcmengvmef,kzbws,pspnr,eprio,rules,kzbef,mprof,ematn,lgbzo,handle,verurpos,lifexpos,noatp,nopck,rblvs,berid,bestq,umbsq,ummat,umwrk,umlgo,umcha,umbar,umsok,sonum,usonu,akkur,akmng,vkgru,shkzg_um,insmk,kzech,flgwm,berkz,hupos,nowab,konto,kzear,hsdat,vfdat,lfgja,lfbnr,lfpos,grund,fobwa,dlvtp,exbwr,bpmng,exvkw,cmpre_flt,kzpod,lfdez,umrev,podrel,kzuml,fkber,grant_nbr,kzwso,gmcontrol,posting_change,um_ps_psp_pnr,pre_vl_etens,spe_gen_elikz,spe_scrap_ind,spe_auth_number,spe_inspout_guid,spe_follow_up,spe_exp_date_ext,spe_exp_date_int,spe_auth_complet,ormng,spe_atp_tmstmp,spe_orig_sys,spe_lieffz,spe_imwrk,spe_lifexpos2,spe_except_code,spe_keep_qty,spe_alternate,spe_mat_subst,spe_struc,spe_apo_qntyfac,spe_apo_qntydiv,spe_herkl,spe_bxp_date_ext,spe_version,spe_compl_mvt,j_1btaxlw4,j_1btaxlw5,j_1btaxlw3,budget_pd,kbnkz,farr_reltype,sitkz,sgt_rcat,sgt_scat,fsh_season_year,fsh_season,fsh_collection,fsh_theme,fsh_kvgr6,fsh_kvgr7,fsh_kvgr8,fsh_kvgr9,fsh_kvgr10,fsh_vas_rel,fsh_vas_prnt_id,fsh_transaction,fsh_item_group,fsh_item,fsh_rsnum,fsh_rspos,cons_order,wrf_charstc1,wrf_charstc2,wrf_charstc3,operation_flag,is_deleted,recordstamp
250,180000644,10,ELN,VISHAKHA,07:52:11,2022-02-04,TEST CPG,,DRY GOODS,1000.0,,,,,,10.0,EA,EA,1.0,1.0,90.0,100.0,KG,,,,,,,,,,10.0,Test CPG,,,,,,4500000008.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST CPG,,GW4AW00F7joXiUjykhcbAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:12.218527+00:00
250,180000645,10,ELN,VISHAKHA,07:52:12,2022-02-04,TEST CPG,,DRY GOODS,1000.0,,,,,,10.0,EA,EA,1.0,1.0,90.0,100.0,KG,,,,,,,,,,10.0,Test CPG,,,,,,4500000009.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST CPG,,GW4AW00F7joXiUjykhf5Am,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:12.218527+00:00
250,180000736,10,ELN,VISHAKHA,07:52:26,2022-02-04,TEST CPG,,DRY GOODS,1000.0,1001.0,,,,,10.0,EA,EA,1.0,1.0,90.0,100.0,KG,,,,,,,,,,10.0,Test CPG,,,,,,4500000007.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST CPG,,GW4AW00F7joXiUo7NJubAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:26.984965+00:00
250,180000737,10,ELN,VISHAKHA,07:52:26,2022-02-04,TEST CPG,,DRY GOODS,1000.0,1001.0,,,,,6.0,EA,EA,1.0,1.0,54.0,60.0,KG,,,,,,,,,,6.0,Test CPG,,,,,,4500000010.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST CPG,,GW4AW00F7joXiUo7NJx5Am,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:26.984965+00:00
250,180000016,10,ELN,GAIKWADPAWAR,12:53:43,2022-01-27,TEST ROH,,DRY GOODS,1000.0,1001.0,,,,,10.0,G,G,1.0,1.0,2000.0,2000.0,G,,,,,,,,,,10.0,Test ROH,,,,,,4500000026.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST ROH,,GW4AW00F7joVxWJxrr}bAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:13.010068+00:00
250,180000740,10,ELN,VISHAKHA,07:52:27,2022-02-04,TEST ROH,,DRY GOODS,1000.0,1001.0,,,,,10.0,G,G,1.0,1.0,2000.0,2000.0,G,,,,,,,,,,10.0,Test ROH,,,,,,4500000026.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST ROH,,GW4AW00F7joXiUojaNZ5Am,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:27.398803+00:00
250,180000018,10,ELN,SHOBHITSAURA,09:00:24,2022-02-02,1028118297C,,SAUCE,1000.0,1001.0,,,,,100.0,EA,EA,1.0,1.0,100.0,110.0,KG,,,,,,,,,,100.0,Barbq sauce 1KG,,,,,,4500000038.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,1028118297C,,GW4AW00F7joXWD7TUjhbAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-02 09:01:03.701772+00:00
250,180000738,10,ELN,VISHAKHA,07:52:26,2022-02-04,1028118297C,,SAUCE,1000.0,1001.0,,,,,100.0,EA,EA,1.0,1.0,100.0,110.0,KG,,,,,,,,,,100.0,Barbq sauce 1KG,,,,,,4500000033.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,1028118297C,,GW4AW00F7joXiUo7NJzbAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:26.984965+00:00
250,180000739,10,ELN,VISHAKHA,07:52:26,2022-02-04,1028118297C,,SAUCE,1000.0,1001.0,,,,,100.0,EA,EA,1.0,1.0,100.0,110.0,KG,,,,,,,,,,100.0,Barbq sauce 1KG,,,,,,4500000038.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,1028118297C,,GW4AW00F7joXiUo7NK05Am,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:27.398803+00:00
250,180000031,10,ELN,GAIKWADPAWAR,07:45:27,2022-02-03,TEST,,DRY GOODS,1000.0,1001.0,,,,,2.0,G,G,1.0,1.0,400.0,400.0,G,,,,,,,,,,2.0,Chips,,,,,,4500000054.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST,,GW4AW00F7joXcAWNJKtbAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 07:45:36.668423+00:00
250,180000009,10,ELN,DEMANDI,03:40:14,2022-01-22,TEST CPG,,DRY GOODS,1000.0,1001.0,,,,,2.0,EA,EA,1.0,1.0,18.0,20.0,KG,,,,,,,,,,2.0,Test CPG,,,,,,4500000010.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST CPG,,GW4AW00F7joUvg1HfBRbAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:13.010068+00:00
250,180000002,10,ELN,GAIKWADPAWAR,15:16:02,2022-01-19,TEST CPG1,,,1000.0,,,,,,2.0,EA,EA,1.0,1.0,18.0,20.0,KG,,,,,,,,,,2.0,Test Dry Good,,,,,,4500000002.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST CPG1,,GW4AW00F7joUfrRS1XgbAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:13.010068+00:00
