mandt,vbeln,rfstk,rfgsk,bestk,lfstk,lfgsk,wbstk,fkstk,fksak,buchk,abstk,gbstk,kostk,lvstk,uvals,uvvls,uvfas,uvall,uvvlk,uvfak,uvprs,vbtyp,vbobj,aedat,fkivk,relik,uvk01,uvk02,uvk03,uvk04,uvk05,uvs01,uvs02,uvs03,uvs04,uvs05,pkstk,cmpsa,cmpsb,cmpsc,cmpsd,cmpse,cmpsf,cmpsg,cmpsh,cmpsi,cmpsj,cmpsk,cmpsl,cmps0,cmps1,cmps2,cmgst,trsta,koquk,costa,saprl,uvpas,uvpis,uvwas,uvpak,uvpik,uvwak,uvgek,cmpsm,dcstk,vestk,vlstk,rrsta,block,fsstk,lsstk,spstg,pdstk,fmstk,manek,spe_tmpid,hdall,hdals,cmps_cm,cmps_te,vbtyp_ext,fsh_ar_stat_hdr,operation_flag,is_deleted,recordstamp
800,16095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
800,16296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2021-08-17 20:12:14.583869+00:00
50,90000183,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-02 05:19:10.674465+00:00
50,90000185,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-02 11:19:26.520544+00:00
50,90000187,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-02 11:47:51.314948+00:00
50,90000189,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-02 18:18:15.072120+00:00
50,90000191,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 19:43:52.762564+00:00
50,90000193,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 19:53:10.091771+00:00
50,90000195,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 20:40:01.858312+00:00
