mandt,vbeln,posnr,uepos,fkimg,vrkme,umvkz,umvkn,meins,smeng,fklmg,lmeng,ntgew,brgew,gewei,volum,voleh,gsber,prsdt,fbuda,kursk,netwr,vbelv,posnv,vgbel,vgpos,vgtyp,aubel,aupos,auref,matnr,arktx,pmatn,charg,matkl,pstyv,posar,prodh,vstel,atpkz,spart,pospa,werks,aland,wkreg,wkcou,wkcty,taxm1,taxm2,taxm3,taxm4,taxm5,taxm6,taxm7,taxm8,taxm9,kowrr,prsfd,sktof,skfbp,kondm,ktgrm,kostl,bonus,provg,eannr,vkgrp,vkbur,spara,shkzg,ernam,erdat,erzet,bwtar,lgort,stafo,wavwr,kzwi1,kzwi2,kzwi3,kzwi4,kzwi5,kzwi6,stcur,uvprs,uvall,ean11,prctr,kvgr1,kvgr2,kvgr3,kvgr4,kvgr5,mvgr1,mvgr2,mvgr3,mvgr4,mvgr5,matwa,bonba,kokrs,paobjnr,ps_psp_pnr,aufnr,txjcd,cmpre,cmpnt,cuobj,cuobj_ch,koupd,uecha,xchar,abrvw,sernr,bzirk_auft,kdgrp_auft,konda_auft,lland_auft,mprok,pltyp_auft,regio_auft,vkorg_auft,vtweg_auft,abrbg,prosa,uepvw,autyp,stadat,fplnr,fpltr,aktnr,knuma_pi,knuma_ag,prefe,mwsbp,augru_auft,fareg,upmat,ukonm,cmpre_flt,abfor,abges,j_1arfz,j_1aregio,j_1agicd,j_1adtyp,j_1atxrel,j_1bcfop,j_1btaxlw1,j_1btaxlw2,j_1btxsdc,brtwr,wktnr,wktps,rplnr,kursk_dat,wgru1,wgru2,kdkg1,kdkg2,kdkg3,kdkg4,kdkg5,vkaus,j_1aindxp,j_1aidatep,kzfme,mwskz,vertt,vertn,sgtxt,delco,bemot,rrrel,akkur,wminr,vgbel_ex,vgpos_ex,logsys,vgtyp_ex,j_1btaxlw3,j_1btaxlw4,j_1btaxlw5,msr_id,msr_refund_code,msr_ret_reason,nrab_knumh,nrab_value,dispute_case,fund_usage_item,farr_reltype,claims_taxation,kurrf_dat_orig,vgtyp_ext,sgt_rcat,sgt_scat,glo_log_ref1_it,aufpl,aplzl,dpcnr,dcpnr,dpnrb,perop_beg,perop_end,fmfgus_key,fsh_season_year,fsh_season,fsh_collection,fsh_theme,fonds,fistl,fkber,grant_nbr,budget_pd,prs_work_period,pprctr,pargb,aufpl_oaa,aplzl_oaa,campaign,compreas,wrf_charstc1,wrf_charstc2,wrf_charstc3,operation_flag,is_deleted,recordstamp
800,90039544,10,0,1.0,EA,1.0,1.0,EA,,1.0,1.0,,,,,,,2014-06-23,2014-06-23,1.0,1000.0,,0,0000016022,10,2,,0,,PROD,2100000080,,,,DLN,,,,,00,10,,US,,,,1.0,,,,,,,,,,X,,,,,,,,,,,00,,IBS_RFC,2014-06-23,09:20:52,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2000,167220,0,,1516304501.0,,,0,0,,0,,,,,,1.0,US,A,,IN,3000,10,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,2014-06-23,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,I,False,2021-04-06 06:55:04.491202+00:00
800,90039544,10,0,1.0,EA,1.0,1.0,EA,,1.0,1.0,,,,,,,2014-06-23,2014-06-23,1.0,1000.0,,0,0000016022,10,2,,0,,PROD,2100000080,,,,DLN,,,,,00,10,,US,,,,1.0,,,,,,,,,,X,,,,,,,,,,,00,,IBS_RFC,2014-06-23,09:20:52,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2000,167220,0,,1516304501.0,,,0,0,,0,,,,,,1.0,US,A,,IN,3000,10,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,2014-06-23,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,L,False,2021-05-19 21:29:25.722817+00:00
800,90040340,10,0,1.0,EA,1.0,1.0,EA,,1.0,1.0,,,,,,,2016-03-14,2016-03-14,1.0,1000.0,,0,0000018224,10,2,,0,,PROD,2100000110-US-US,,,,DLN,,,,,00,10,,US,,,,1.0,,,,,,,,,,X,,,,,,,,,,,00,,IBS_RFC,2016-03-14,10:05:26,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,2000,194026,0,,1403105101.0,,,0,0,,0,,,,,,1.0,US,A,,,3000,10,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,2016-03-14,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,L,False,2021-05-19 21:29:25.722817+00:00
800,90040340,10,0,1.0,EA,1.0,1.0,EA,,1.0,1.0,,,,,,,2016-03-14,2016-03-14,1.0,1000.0,,0,0000018224,10,2,,0,,PROD,2100000110-US-US,,,,DLN,,,,,00,10,,US,,,,1.0,,,,,,,,,,X,,,,,,,,,,,00,,IBS_RFC,2016-03-14,10:05:26,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,2000,194026,0,,1403105101.0,,,0,0,,0,,,,,,1.0,US,A,,,3000,10,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,2016-03-14,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,I,False,2021-04-06 06:55:04.491202+00:00
800,90036788,1,0,1.0,LE,1.0,1.0,LE,,1.0,1.0,,,,,,,2008-04-25,2008-04-25,1.0,812.0,,0,0000012818,10,2,,0,,FREIGHT MANAG.ITEM,00000000000000000000000000000000001,,,,ZDLN,D,,,,Z1,1,,DE,,,,1.0,,,,,,,,,,X,,,,,,,,,,,Z1,,XIR3USER,2008-04-25,20:57:09,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1000,125420,0,,,,,0,0,,0,,,,,,,DE,A,,,TM2,Z1,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,2008-04-25,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,I,False,2021-04-06 06:55:04.491202+00:00
800,90036788,1,0,1.0,LE,1.0,1.0,LE,,1.0,1.0,,,,,,,2008-04-25,2008-04-25,1.0,812.0,,0,0000012818,10,2,,0,,FREIGHT MANAG.ITEM,00000000000000000000000000000000001,,,,ZDLN,D,,,,Z1,1,,DE,,,,1.0,,,,,,,,,,X,,,,,,,,,,,Z1,,XIR3USER,2008-04-25,20:57:09,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1000,125420,0,,,,,0,0,,0,,,,,,,DE,A,,,TM2,Z1,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,2008-04-25,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,L,False,2021-05-19 21:29:25.722817+00:00
800,90036789,1,0,1.0,LE,1.0,1.0,LE,,1.0,1.0,,,,,,,2008-04-25,2008-04-25,1.0,2328.52,,0,0000012819,10,2,,0,,FREIGHT MANAG.ITEM,00000000000000000000000000000000002,,,,ZDLN,D,,,,Z1,1,,NL,,,,1.0,,,,,,,,,,X,,,,,,,,,,,Z1,,XIR3USER,2008-04-25,21:21:56,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1000,125423,0,,2316303801.0,,,0,0,,0,,,,,,,US,A,,,TM2,Z1,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,2008-04-25,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,L,False,2021-05-19 21:29:25.722817+00:00
800,90036789,1,0,1.0,LE,1.0,1.0,LE,,1.0,1.0,,,,,,,2008-04-25,2008-04-25,1.0,2328.52,,0,0000012819,10,2,,0,,FREIGHT MANAG.ITEM,00000000000000000000000000000000002,,,,ZDLN,D,,,,Z1,1,,NL,,,,1.0,,,,,,,,,,X,,,,,,,,,,,Z1,,XIR3USER,2008-04-25,21:21:56,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1000,125423,0,,2316303801.0,,,0,0,,0,,,,,,,US,A,,,TM2,Z1,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,2008-04-25,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,I,False,2021-04-06 06:55:04.491202+00:00
800,90039543,10,0,3.0,LE,1.0,1.0,LE,,3.0,3.0,,,KG,,,4300.0,2014-06-05,2014-06-10,1.0,495000.0,,0,0070000164,10,L,16017.0,10,X,EXCAVATION MAT.,  EXCAVATION MAT.,,,,L2N,,,,,00,10,4300,IN,10,,,0.0,,,,,,,,,,X,X,495000.0,,,,,,,,,00,,CPM-PM,2014-06-09,13:22:33,,,,,495000.0,495000.0,495000.0,,,,1.0,,,,1000.0,,,,,,,,,,,EXCAVATION MAT.,495000.0,4300,0,5868,,1806704701.0,165000.0,X,0,0,,0,,,,,,,US,A,,KY,4300,10,,,,C,,,0,,,,,,,,,,165000.0,,,,,,,,,,,,,,0,,2014-06-10,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,L,False,2021-05-19 21:31:07.491415+00:00
800,90039543,10,0,3.0,LE,1.0,1.0,LE,,3.0,3.0,,,KG,,,4300.0,2014-06-05,2014-06-10,1.0,495000.0,,0,0070000164,10,L,16017.0,10,X,EXCAVATION MAT.,  EXCAVATION MAT.,,,,L2N,,,,,00,10,4300,IN,10,,,0.0,,,,,,,,,,X,X,495000.0,,,,,,,,,00,,CPM-PM,2014-06-09,13:22:33,,,,,495000.0,495000.0,495000.0,,,,1.0,,,,1000.0,,,,,,,,,,,EXCAVATION MAT.,495000.0,4300,0,5868,,1806704701.0,165000.0,X,0,0,,0,,,,,,,US,A,,KY,4300,10,,,,C,,,0,,,,,,,,,,165000.0,,,,,,,,,,,,,,0,,2014-06-10,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,I,False,2021-04-06 06:55:36.511418+00:00
800,90039542,40,0,1.0,ST,1.0,1.0,ST,,1.0,1.0,,,KG,,,4300.0,2014-05-30,2014-05-30,1.0,40000.0,,0,0000016017,40,C,16017.0,40,,MILESTONE BILLING,Milestone Billing,,,007,ZITN,A,,,,00,40,4300,IN,10,,,1.0,,,,,,,,,,X,X,40000.0,,2.0,,,,,,,00,,CPM-PM,2014-06-05,14:18:39,,,,,40000.0,40000.0,40000.0,,,,1.0,,,,1000.0,,,,,,,,,,,MILESTONE BILLING,40000.0,4300,0,5865,,1806704701.0,40000.0,X,0,0,,0,,,,,,,US,,,KY,4300,10,,,,C,,1005.0,1,,,,,,,1.0,,,40000.0,,,,,,,,,,,,,,0,,2014-05-30,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,I,False,2021-04-06 06:55:36.511418+00:00
800,90039542,40,0,1.0,ST,1.0,1.0,ST,,1.0,1.0,,,KG,,,4300.0,2014-05-30,2014-05-30,1.0,40000.0,,0,0000016017,40,C,16017.0,40,,MILESTONE BILLING,Milestone Billing,,,007,ZITN,A,,,,00,40,4300,IN,10,,,1.0,,,,,,,,,,X,X,40000.0,,2.0,,,,,,,00,,CPM-PM,2014-06-05,14:18:39,,,,,40000.0,40000.0,40000.0,,,,1.0,,,,1000.0,,,,,,,,,,,MILESTONE BILLING,40000.0,4300,0,5865,,1806704701.0,40000.0,X,0,0,,0,,,,,,,US,,,KY,4300,10,,,,C,,1005.0,1,,,,,,,1.0,,,40000.0,,,,,,,,,,,,,,0,,2014-05-30,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,L,False,2021-05-19 21:31:07.491415+00:00
800,90034894,1,0,,CSE,1.0,1.0,CSE,,,,,,KG,,L,,2004-09-03,2004-08-31,1.0,-15.0,,0,0000300000,1,2,,0,,CPB10100,"My Beer 20*0,5 L Case -returnable (ret.)",,,010,CB3E,,,,,00,1,CPB1,US,,,,1.0,,,,,,,,,,X,X,,,3.0,,,,,,,00,,LEIDMANNR,2004-09-03,14:02:59,,,,,,,,,,,1.0,,,,,,,,,,CB4,401.0,24.0,10.0,,,,,0,0,,3306120101.0,,,0,0,,0,,,,,2.0,,US,A,2.0,NY,CPB1,CB,,,,2,,,0,,,,,-90.0,,,,,,,,,,,,,,,,,,,0,,2004-09-03,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,I,False,2021-04-06 06:55:04.491202+00:00
800,90034894,1,0,,CSE,1.0,1.0,CSE,,,,,,KG,,L,,2004-09-03,2004-08-31,1.0,-15.0,,0,0000300000,1,2,,0,,CPB10100,"My Beer 20*0,5 L Case -returnable (ret.)",,,010,CB3E,,,,,00,1,CPB1,US,,,,1.0,,,,,,,,,,X,X,,,3.0,,,,,,,00,,LEIDMANNR,2004-09-03,14:02:59,,,,,,,,,,,1.0,,,,,,,,,,CB4,401.0,24.0,10.0,,,,,0,0,,3306120101.0,,,0,0,,0,,,,,2.0,,US,A,2.0,NY,CPB1,CB,,,,2,,,0,,,,,-90.0,,,,,,,,,,,,,,,,,,,0,,2004-09-03,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,L,False,2021-05-19 21:29:25.722817+00:00
800,90013467,6,0,2.0,ST,1.0,1.0,ST,,2.0,2.0,,,,,,,1999-06-25,1999-06-25,0.51129,341.38,,0,I0000013F1,6,2,,0,,R100016,Tuner X300,,,R1134,DLN,,,,,R1,1,R110,DE,,,,1.0,,,,,,,,,,X,,,,,,,,,,,R1,,HAMED,1999-06-25,05:05:31,,,1.0,446.5,396.0,396.0,341.38,396.0,,,1.0,,,,,,,,,,,,,,,,,R100,10298,0,,,,,0,0,,0,,,,,,,DE,A,,,R100,R1,,,,2,,,0,,,,,54.62,,,,,,,,,,,,,,,,,396.0,,0,,1999-06-25,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,L,False,2021-05-19 21:30:22.971523+00:00
800,90013467,6,0,2.0,ST,1.0,1.0,ST,,2.0,2.0,,,,,,,1999-06-25,1999-06-25,0.51129,341.38,,0,I0000013F1,6,2,,0,,R100016,Tuner X300,,,R1134,DLN,,,,,R1,1,R110,DE,,,,1.0,,,,,,,,,,X,,,,,,,,,,,R1,,HAMED,1999-06-25,05:05:31,,,1.0,446.5,396.0,396.0,341.38,396.0,,,1.0,,,,,,,,,,,,,,,,,R100,10298,0,,,,,0,0,,0,,,,,,,DE,A,,,R100,R1,,,,2,,,0,,,,,54.62,,,,,,,,,,,,,,,,,396.0,,0,,1999-06-25,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,I,False,2021-04-06 06:55:20.086219+00:00
800,90013516,6,0,2.0,ST,1.0,1.0,ST,,2.0,2.0,,,,,,,1999-06-29,1999-06-29,0.51129,341.38,,0,I0000013V9,6,2,,0,,R100016,Tuner X300,,,R1134,DLN,,,,,R1,1,R110,DE,,,,1.0,,,,,,,,,,X,,,,,,,,,,,R1,,HAMED,1999-06-29,05:00:43,,,1.0,446.5,396.0,396.0,341.38,396.0,,,1.0,,,,,,,,,,,,,,,,,R100,10497,0,,,,,0,0,,0,,,,,,,DE,A,,,R100,R1,,,,2,,,0,,,,,54.62,,,,,,,,,,,,,,,,,396.0,,0,,1999-06-29,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,L,False,2021-05-19 21:30:22.971523+00:00
800,90013516,6,0,2.0,ST,1.0,1.0,ST,,2.0,2.0,,,,,,,1999-06-29,1999-06-29,0.51129,341.38,,0,I0000013V9,6,2,,0,,R100016,Tuner X300,,,R1134,DLN,,,,,R1,1,R110,DE,,,,1.0,,,,,,,,,,X,,,,,,,,,,,R1,,HAMED,1999-06-29,05:00:43,,,1.0,446.5,396.0,396.0,341.38,396.0,,,1.0,,,,,,,,,,,,,,,,,R100,10497,0,,,,,0,0,,0,,,,,,,DE,A,,,R100,R1,,,,2,,,0,,,,,54.62,,,,,,,,,,,,,,,,,396.0,,0,,1999-06-29,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,I,False,2021-04-06 06:55:20.086219+00:00
800,90013796,6,0,4.0,ST,1.0,1.0,ST,,4.0,4.0,,,,,,,1999-07-08,1999-07-08,0.51129,682.76,,0,I0000014Hs,6,2,,0,,R100016,Tuner X300,,,R1134,DLN,,,,,R1,1,R110,DE,,,,1.0,,,,,,,,,,X,,,,,,,,,,,R1,,HAMED,1999-07-08,05:33:29,,,1.0,893.0,792.0,792.0,682.76,792.0,,,1.0,,,,,,,,,,,,,,,,,R100,11097,0,,,,,0,0,,0,,,,,,,DE,A,,,R100,R1,,,,2,,,0,,,,,109.24,,,,,,,,,,,,,,,,,792.0,,0,,1999-07-08,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,,0,0,,,,,,L,False,2021-05-19 21:30:06.660278+00:00
