mandt,matnr,werks,lgort,pstat,lvorm,lfgja,lfmon,sperr,labst,umlme,insme,einme,speme,retme,vmlab,vmuml,vmins,vmein,vmspe,vmret,kzill,kzilq,kzile,kzils,kzvll,kzvlq,kzvle,kzvls,diskz,lsobs,lminb,lbstf,herkl,exppg,exver,lgpbe,klabs,kinsm,keinm,kspem,dlinl,prctl,ersda,vklab,vkuml,lwmkb,bskrf,mdrue,mdjin,fsh_salloc_qty_s,operation_flag,is_deleted,recordstamp
50,C0000022,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000023,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000024,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000025,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000026,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000027,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000028,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000029,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000030,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000031,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000032,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000035,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000036,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000037,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000038,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000039,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000040,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000041,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000042,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000043,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000044,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000045,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000046,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000047,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000048,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000049,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000050,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000051,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000052,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000053,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000054,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000055,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000056,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000057,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000058,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000059,1000,10,DL,,2022,1,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000060,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000061,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000062,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000063,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000064,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000065,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000066,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000067,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000068,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000069,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000070,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000071,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000072,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000073,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000074,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000075,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000077,1000,10,DL,,2022,1,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000001,1000,10,DL,,2022,1,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000002,1000,10,DL,,2022,1,,12.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000033,1000,10,DL,,2022,1,,9.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000034,1000,10,DL,,2022,1,,11.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000076,1000,10,DL,,2022,1,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,L,False,2022-01-31 20:42:48.633816+00:00
50,C0000025,1000,10,DL,,2022,3,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,U,False,2022-03-26 02:44:49.080564+00:00
50,C0000038,1000,10,DL,,2022,3,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,U,False,2022-03-26 02:44:49.080564+00:00
50,C0000074,1000,10,DL,,2022,3,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,U,False,2022-03-26 02:44:49.080564+00:00
50,C0000033,1000,10,DL,,2022,3,,8.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,U,False,2022-03-03 11:44:08.641084+00:00
50,C0000033,1000,10,DL,,2022,3,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,U,False,2022-03-07 04:45:28.948819+00:00
50,C0000033,1000,10,DL,,2022,3,,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,U,False,2022-03-07 09:54:03.255212+00:00
50,C0000033,1000,10,DL,,2022,3,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,U,False,2022-03-08 23:40:12.312736+00:00
50,C0000033,1000,10,DL,,2022,3,,105.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,U,False,2022-03-09 09:11:33.901801+00:00
50,C0000034,1000,10,DL,,2022,3,,111.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,U,False,2022-03-09 09:11:33.901801+00:00
50,C0000033,1000,10,DL,,2022,3,,97.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,U,False,2022-03-09 10:53:38.775626+00:00
50,C0000034,1000,10,DL,,2022,3,,102.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,U,False,2022-03-09 11:05:27.412391+00:00
50,000000000000000004,1000,10,DL,,2022,4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-04,,,,,,,,U,False,2022-04-14 16:42:58.380275+00:00
50,000000000000000004,1000,10,DL,,2022,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-04,,,,,,,,U,False,2022-04-14 16:57:26.466568+00:00
100,000000000000000004,1000,10,DL,,2022,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-04,,,,,,,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000003,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000004,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000005,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000006,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000007,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000008,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000009,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000010,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000011,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000012,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000013,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000014,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000015,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000019,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000020,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000021,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000022,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000023,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000024,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000025,1000,10,DL,,2022,3,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000027,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000028,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000029,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000030,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000032,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000035,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000036,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000037,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000038,1000,10,DL,,2022,3,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000041,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000042,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000043,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000046,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000047,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000048,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
