MANDT,VBELN,POSNR,ETENR,ETTYP,LFREL,EDATU,EZEIT,WMENG,BMENG,VRKME,LMENG,MEINS,BDDAT,BDART,PLART,VBELE,POSNE,ETENE,RSDAT,IDNNR,BANFN,BSART,BSTYP,WEPOS,REPOS,LRGDT,PRGRS,TDDAT,MBDAT,LDDAT,WADAT,CMENG,LIFSP,GRSTR,ABART,ABRUF,ROMS1,ROMS2,ROMS3,ROMEI,RFORM,UMVKZ,UMVKN,VERFP,BWART,BNFPO,ETART,AUFNR,PLNUM,SERNR,AESKD,ABGES,MBUHR,TDUHR,LDUHR,WAUHR,AULWE,HANDOVERDATE,HANDOVERTIME,DATAAGING,FSH_RALLOC_QTY,FSH_OS_ID,FSH_PQR_RC,MBDAT_DRS,OPERATION_FLAG,IS_DELETED,RECORDSTAMP,AMENG
800,16084,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,250.5
800,16085,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,88.25
800,16085,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,300.0
800,16086,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,175.75
800,16086,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,60.0
800,16088,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,430.0
800,16088,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,95.5
800,16094,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,210.0
800,16094,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,540.0
800,16095,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,100.0
800,16095,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,250.5
800,16105,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,88.25
800,16105,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,300.0
800,16106,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,175.75
800,16106,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,60.0
800,16121,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,430.0
800,16121,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,95.5
800,16122,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,210.0
800,16122,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,540.0
800,16126,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,100.0
800,16126,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,250.5
800,16127,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,88.25
800,16127,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,300.0
800,16130,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,175.75
800,16130,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,60.0
800,16131,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,430.0
800,16131,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,95.5
800,16132,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,210.0
800,16132,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,540.0
800,16133,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,100.0
800,16133,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,250.5
800,16144,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,88.25
800,16144,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,300.0
800,16145,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,175.75
800,16145,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,60.0
800,16149,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,430.0
800,16149,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,95.5
800,16150,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,210.0
800,16150,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,540.0
800,16153,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,100.0
800,16153,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,250.5
800,16154,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,88.25
800,16154,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,300.0
800,16160,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,175.75
800,16160,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,60.0
800,16161,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,430.0
800,16161,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,95.5
800,16162,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,210.0
800,16162,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,540.0
800,16171,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,100.0
800,16171,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,250.5
800,16172,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,88.25
800,16172,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,300.0
800,16183,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,175.75
800,16183,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,60.0
800,16184,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,430.0
800,16184,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,95.5
800,16185,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,210.0
800,16185,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,540.0
800,16186,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,100.0
800,16186,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,250.5
800,16205,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,88.25
