mandt,matnr,spras,maktx,maktg,operation_flag,is_deleted,recordstamp
200,SP MATERIALS,E,Special chocolate fondant,MATERIALS,I,False,2021-03-31 02:48:36+00:00
200,SP MATERIALS,E,Special chocolate fondant,MATERIALS,I,False,2021-03-31 02:48:36+00:00
200,MATERIALS,E,Toilet Paper Unicorn Print,MATERIALS,I,False,2021-03-31 02:48:36+00:00
200,MATERIALS,E,Toilet Paper Unicorn Print,MATERIALS,I,False,2021-03-31 02:48:36+00:00
200,SECTION 1,E,Paella cooking,SECTION 1,I,False,2021-03-31 02:48:36+00:00
200,SECTION 1,E,Paella cooking,SECTION 1,I,False,2021-03-31 02:48:36+00:00
200,SECTION 2,E,Seafood clean service,SECTION 2,I,False,2021-03-31 02:48:36+00:00
200,SECTION 2,E,Seafood clean service,SECTION 2,I,False,2021-03-31 02:48:36+00:00
200,SECTION 3,E,Fisher,SECTION 3,I,False,2021-03-31 02:48:36+00:00
200,SECTION 3,E,Fisher,SECTION 3,I,False,2021-03-31 02:48:36+00:00
200,M-02,E,Strawberry cake,SUNNY XA1,I,False,2021-03-31 02:48:36+00:00
200,M-02,E,Strawberry cake,SUNNY XA1,I,False,2021-03-31 02:48:36+00:00
200,EXP020,E,Delivery,TRANSPORT,I,False,2021-03-31 02:48:36+00:00
200,EXP020,E,Delivery,TRANSPORT,I,False,2021-03-31 02:48:36+00:00
200,TRANSPORT,E,Transport,TRANSPORT,I,False,2021-03-31 02:48:36+00:00
200,TRANSPORT,E,Transport,TRANSPORT,I,False,2021-03-31 02:48:36+00:00
200,HT-1141,E,Flan dessert,CONTROLLER,I,False,2021-03-31 02:48:36+00:00
200,HT-1141,E,Flan dessert,CONTROLLER,I,False,2021-03-31 02:48:36+00:00
200,LABOR,E,Installation,LABOR WORK,I,False,2021-03-31 02:48:36+00:00
200,LABOR,E,Installation,LABOR WORK,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0003,E,SDRAM 6 GB,SDRAM 6 GB,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0003,E,SDRAM 6 GB,SDRAM 6 GB,I,False,2021-03-31 02:48:36+00:00
200,HT-1147,E,Bathroom cleaner,SERVER ECO,I,False,2021-03-31 02:48:36+00:00
200,HT-1147,E,Bathroom cleaner,SERVER ECO,I,False,2021-03-31 02:48:36+00:00
200,TRAVEL_EXP,E,Travel Luggage,TRAVEL_EXP,I,False,2021-03-31 02:48:36+00:00
200,TRAVEL_EXP,E,Travel Luggage,TRAVEL_EXP,I,False,2021-03-31 02:48:36+00:00
200,S-1312,E,Ice Cream Mix,OTHER COSTS,I,False,2021-03-31 02:48:36+00:00
200,S-1312,E,Ice Cream Mix,OTHER COSTS,I,False,2021-03-31 02:48:36+00:00
200,SM-REPHOUR,E,Repair Hour,REPAIR HOUR,I,False,2021-03-31 02:48:36+00:00
200,SM-REPHOUR,E,Repair Hour,REPAIR HOUR,I,False,2021-03-31 02:48:36+00:00
200,HT-1061,E,Cookie dough - Vanilla,SPEED MOUSE,I,False,2021-03-31 02:48:36+00:00
200,HT-1061,E,Cookie dough - Vanilla,SPEED MOUSE,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0008,E,Cream,UPS 1400 VA,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0008,E,Cream,UPS 1400 VA,I,False,2021-03-31 02:48:36+00:00
200,GTS-30001,E,Ice Cream bucket,BALL BEARING,I,False,2021-03-31 02:48:36+00:00
200,GTS-30001,E,Ice Cream bucket,BALL BEARING,I,False,2021-03-31 02:48:36+00:00
200,GTS-30007,E,Fries,EXHAUST PIPE,I,False,2021-03-31 02:48:36+00:00
200,GTS-30007,E,Fries,EXHAUST PIPE,I,False,2021-03-31 02:48:36+00:00
200,AD_ROU,E,Fried fish,ROUTINE WORK,I,False,2021-03-31 02:48:36+00:00
200,AD_ROU,E,Fried fish,ROUTINE WORK,I,False,2021-03-31 02:48:36+00:00
200,HT-1140,E,Tile Cleaner,SERVER SPEED,I,False,2021-03-31 02:48:36+00:00
200,HT-1140,E,Tile Cleaner,SERVER SPEED,I,False,2021-03-31 02:48:36+00:00
200,HT-1148,E,Washer cleaner,SERVER VALUE,I,False,2021-03-31 02:48:36+00:00
200,HT-1148,E,Washer cleaner,SERVER VALUE,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0004,E,Poutine,CACHE 2 MB L2,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0004,E,Poutine,CACHE 2 MB L2,I,False,2021-03-31 02:48:36+00:00
200,SP1444,E,Baked potatoes,EC : ENGINEER,I,False,2021-03-31 02:48:36+00:00
200,SP1444,E,Baked potatoes,EC : ENGINEER,I,False,2021-03-31 02:48:36+00:00
200,LABOR II,E,A/C Installation,LABOR WORK II,I,False,2021-03-31 02:48:36+00:00
200,LABOR II,E,A/C Installation,LABOR WORK II,I,False,2021-03-31 02:48:36+00:00
200,AD_MOD,E,Modifications,MODIFICATIONS,I,False,2021-03-31 02:48:36+00:00
200,AD_MOD,E,Modifications,MODIFICATIONS,I,False,2021-03-31 02:48:36+00:00
200,HT-1111,E,Unicorn Sprinkles,NOTEBOOK LOCK,I,False,2021-03-31 02:48:36+00:00
200,HT-1111,E,Unicorn Sprinkles,NOTEBOOK LOCK,I,False,2021-03-31 02:48:36+00:00
200,SER_021_ERP,E,Cupcake,STANDARD 5X10,I,False,2021-03-31 02:48:36+00:00
200,SER_021_ERP,E,Cupcake,STANDARD 5X10,I,False,2021-03-31 02:48:36+00:00
200,M-03,E,Cookie cutter - Rabitt,SUNNY TETRAL3,I,False,2021-03-31 02:48:36+00:00
200,M-03,E,Cookie cutter - Rabitt,SUNNY TETRAL3,I,False,2021-03-31 02:48:36+00:00
200,TP-FG5554,E,Potatoe salad,TMS PRODUCT 1,I,False,2021-03-31 02:48:36+00:00
200,TP-FG5554,E,Potatoe salad,TMS PRODUCT 1,I,False,2021-03-31 02:48:36+00:00
200,TP-FG5555,E,Egg salad,TMS PRODUCT 2,I,False,2021-03-31 02:48:36+00:00
200,TP-FG5555,E,Egg salad,TMS PRODUCT 2,I,False,2021-03-31 02:48:36+00:00
200,HT-1142,E,Chocolate Cake,CHOCOLATE CAKE,I,False,2021-03-31 02:48:36+00:00
200,HT-1142,E,Chocolate Cake,CHOCOLATE CAKE,I,False,2021-03-31 02:48:36+00:00
200,COPY_OVER,E,Chicken Wings,COPY OVER ITEM,I,False,2021-03-31 02:48:36+00:00
200,COPY_OVER,E,Chicken Wings,COPY OVER ITEM,I,False,2021-03-31 02:48:36+00:00
200,S-1301,E,Material costs,MATERIAL COSTS,I,False,2021-03-31 02:48:36+00:00
200,S-1301,E,Material costs,MATERIAL COSTS,I,False,2021-03-31 02:48:36+00:00
200,HT-1106,E,Cookie cutter - bear,SMART FIREWALL,I,False,2021-03-31 02:48:36+00:00
200,HT-1106,E,Cookie cutter - bear,SMART FIREWALL,I,False,2021-03-31 02:48:36+00:00
200,SP3116,E,Organic Malbec,SP : DEVELOPER,I,False,2021-03-31 02:48:36+00:00
200,SP3116,E,Organic Malbec,SP : DEVELOPER,I,False,2021-03-31 02:48:36+00:00
200,M-01,E,Cookie cutter - Panda,SUNNY SUNNY 01,I,False,2021-03-31 02:48:36+00:00
200,M-01,E,Cookie cutter - Panda,SUNNY SUNNY 01,I,False,2021-03-31 02:48:36+00:00
200,HT-1091,E,Napkins,BLASTER EXTREME,I,False,2021-03-31 02:48:36+00:00
200,HT-1091,E,Napkins,BLASTER EXTREME,I,False,2021-03-31 02:48:36+00:00
200,R-1160,E,Vegan egg,"HARDDISK, 20 GB",I,False,2021-03-31 02:48:36+00:00
200,R-1160,E,Vegan egg,"HARDDISK, 20 GB",I,False,2021-03-31 02:48:36+00:00
200,HT-1114,E,Avocado container,LEATHER BAG PRO,I,False,2021-03-31 02:48:36+00:00
200,HT-1114,E,Avocado container,LEATHER BAG PRO,I,False,2021-03-31 02:48:36+00:00
200,HT-1010,E,Napkin Cloth,NOTEBOOK PRO 15,I,False,2021-03-31 02:48:36+00:00
200,HT-1010,E,Napkin Cloth,NOTEBOOK PRO 15,I,False,2021-03-31 02:48:36+00:00
200,HT-1011,E,Bleach,NOTEBOOK PRO 17,I,False,2021-03-31 02:48:36+00:00
200,HT-1011,E,Bleach,NOTEBOOK PRO 17,I,False,2021-03-31 02:48:36+00:00
200,GTS-30006,E,Hamburger,PLASTIC ROSETTE,I,False,2021-03-31 02:48:36+00:00
200,GTS-30006,E,Hamburger,PLASTIC ROSETTE,I,False,2021-03-31 02:48:36+00:00
200,AD_REP,E,Pizza,REPAIR SERVICES,I,False,2021-03-31 02:48:36+00:00
200,AD_REP,E,Pizza,REPAIR SERVICES,I,False,2021-03-31 02:48:36+00:00
200,IMC_9000,E,Batteries,ROBOT WORK CELL,I,False,2021-03-31 02:48:36+00:00
200,IMC_9000,E,Batteries,ROBOT WORK CELL,I,False,2021-03-31 02:48:36+00:00
200,GTS-30004,E,Textile Blanket,TEXTILE BLANKET,I,False,2021-03-31 02:48:36+00:00
200,GTS-30004,E,Textile Blanket,TEXTILE BLANKET,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0006,E,Cotton Candy,CD-ROM DRIVE 50X,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0006,E,Cotton Candy,CD-ROM DRIVE 50X,I,False,2021-03-31 02:48:36+00:00
200,HT-1012,E,Screen cleaner,CLEANTECH LAPTOP,I,False,2021-03-31 02:48:36+00:00
200,HT-1012,E,Screen cleaner,CLEANTECH LAPTOP,I,False,2021-03-31 02:48:36+00:00
200,1400-100,E,Deluxe Headlight,DELUXE HEADLIGHT,I,False,2021-03-31 02:48:36+00:00
200,1400-100,E,Deluxe Headlight,DELUXE HEADLIGHT,I,False,2021-03-31 02:48:36+00:00
200,SP EQUIP RENTAL,E,Peanut butter,EQUIPMENT RENTAL,I,False,2021-03-31 02:48:36+00:00
200,SP EQUIP RENTAL,E,Peanut butter,EQUIPMENT RENTAL,I,False,2021-03-31 02:48:36+00:00
200,M-111,E,Ice cream spoon,HANDLE BARS-BLUE,I,False,2021-03-31 02:48:36+00:00
200,M-111,E,Ice cream spoon,HANDLE BARS-BLUE,I,False,2021-03-31 02:48:36+00:00
200,SP3115,E,Biscotti,SERVICE DIRECTOR,I,False,2021-03-31 02:48:36+00:00
200,SP3115,E,Biscotti,SERVICE DIRECTOR,I,False,2021-03-31 02:48:36+00:00
200,R-1170,E,Creme brulee,SLIMLINE PC CASE,I,False,2021-03-31 02:48:36+00:00
200,R-1170,E,Creme brulee,SLIMLINE PC CASE,I,False,2021-03-31 02:48:36+00:00
200,SP SUBCONTRACTOR,E,SP Subcontractor,SP SUBCONTRACTOR,I,False,2021-03-31 02:48:36+00:00
200,SP SUBCONTRACTOR,E,SP Subcontractor,SP SUBCONTRACTOR,I,False,2021-03-31 02:48:36+00:00
200,R-1140,E,Ramen broth,"TFT MONITOR, 17""",I,False,2021-03-31 02:48:36+00:00
200,R-1140,E,Ramen broth,"TFT MONITOR, 17""",I,False,2021-03-31 02:48:36+00:00
200,EXTERNAL SERVICES,E,External Services,EXTERNAL SERVICES,I,False,2021-03-31 02:48:36+00:00
200,EXTERNAL SERVICES,E,External Services,EXTERNAL SERVICES,I,False,2021-03-31 02:48:36+00:00
200,S-1302,E,External services,EXTERNAL SERVICES,I,False,2021-03-31 02:48:36+00:00
200,S-1302,E,External services,EXTERNAL SERVICES,I,False,2021-03-31 02:48:36+00:00
200,EXP012,E,Deep cleaning service,EXTERNAL SERVICES,I,False,2021-03-31 02:48:36+00:00
200,EXP012,E,Deep cleaning service,EXTERNAL SERVICES,I,False,2021-03-31 02:48:36+00:00
200,M-444,E,Cream puffs,HANDLE BARS-GREEN,I,False,2021-03-31 02:48:36+00:00
200,M-444,E,Cream puffs,HANDLE BARS-GREEN,I,False,2021-03-31 02:48:36+00:00
200,S-1311,E,Internal services,INTERNAL SERVICES,I,False,2021-03-31 02:48:36+00:00
200,S-1311,E,Internal services,INTERNAL SERVICES,I,False,2021-03-31 02:48:36+00:00
200,HT-1064,E,Banana container,INTERNET KEYBOARD,I,False,2021-03-31 02:48:36+00:00
200,HT-1064,E,Banana container,INTERNET KEYBOARD,I,False,2021-03-31 02:48:36+00:00
200,M128_RO,E,Douch roller,M128 ROLLER SETUP,I,False,2021-03-31 02:48:36+00:00
200,M128_RO,E,Douch roller,M128 ROLLER SETUP,I,False,2021-03-31 02:48:36+00:00
200,R-1001,E,Tire air,MAXITEC R-3100 PC,I,False,2021-03-31 02:48:36+00:00
200,R-1001,E,Tire air,MAXITEC R-3100 PC,I,False,2021-03-31 02:48:36+00:00
200,MILESTONE BILLING,E,Pastry puff,MILESTONE BILLING,I,False,2021-03-31 02:48:36+00:00
200,MILESTONE BILLING,E,Pastry puff,MILESTONE BILLING,I,False,2021-03-31 02:48:36+00:00
200,HT-1000,E,Kitchen cleaner,NOTEBOOK BASIC 15,I,False,2021-03-31 02:48:36+00:00
200,HT-1000,E,Kitchen cleaner,NOTEBOOK BASIC 15,I,False,2021-03-31 02:48:36+00:00
200,HT-1001,E,Scrubby scrubby,NOTEBOOK BASIC 17,I,False,2021-03-31 02:48:36+00:00
200,HT-1001,E,Scrubby scrubby,NOTEBOOK BASIC 17,I,False,2021-03-31 02:48:36+00:00
200,GTS-30005,E,Soap dish - chrom,SOAP DISH - CHROM,I,False,2021-03-31 02:48:36+00:00
200,GTS-30005,E,Soap dish - chrom,SOAP DISH - CHROM,I,False,2021-03-31 02:48:36+00:00
200,SP3117,E,Painter,SP:FUNCTIONA LEAD,I,False,2021-03-31 02:48:36+00:00
200,SP3117,E,Painter,SP:FUNCTIONA LEAD,I,False,2021-03-31 02:48:36+00:00
200,SP3118,E,Wallpaper installation,SP:TECHNICAL LEAD,I,False,2021-03-31 02:48:36+00:00
200,SP3118,E,Wallpaper installation,SP:TECHNICAL LEAD,I,False,2021-03-31 02:48:36+00:00
200,IMC_9350,E,Bread maker,WORK TABLE MEDIUM,I,False,2021-03-31 02:48:36+00:00
200,IMC_9350,E,Bread maker,WORK TABLE MEDIUM,I,False,2021-03-31 02:48:36+00:00
200,IMC_9100,E,Bread starter,CONTROL CABINET C1,I,False,2021-03-31 02:48:36+00:00
200,IMC_9100,E,Bread starter,CONTROL CABINET C1,I,False,2021-03-31 02:48:36+00:00
200,MAT1,E,Crackers,GENERIC MATERIAL 1,I,False,2021-03-31 02:48:36+00:00
200,MAT1,E,Crackers,GENERIC MATERIAL 1,I,False,2021-03-31 02:48:36+00:00
200,MAT2,E,Wafers,GENERIC MATERIAL 2,I,False,2021-03-31 02:48:36+00:00
200,MAT2,E,Wafers,GENERIC MATERIAL 2,I,False,2021-03-31 02:48:36+00:00
200,R-1111,E,Mayonnaise,MOTHERBOARD M-3100,I,False,2021-03-31 02:48:36+00:00
200,R-1111,E,Mayonnaise,MOTHERBOARD M-3100,I,False,2021-03-31 02:48:36+00:00
200,PROJECT MGMT,E,Sandwich making,PROJECT MANAGEMENT,I,False,2021-03-31 02:48:36+00:00
200,PROJECT MGMT,E,Sandwich making,PROJECT MANAGEMENT,I,False,2021-03-31 02:48:36+00:00
200,T-F200,E,Barbecue tray,PUMP PRECISION 102,I,False,2021-03-31 02:48:36+00:00
200,T-F200,E,Barbecue tray,PUMP PRECISION 102,I,False,2021-03-31 02:48:36+00:00
200,T-F301,E,Barbecue grill,PUMP PRECISION 103,I,False,2021-03-31 02:48:36+00:00
200,T-F301,E,Barbecue grill,PUMP PRECISION 103,I,False,2021-03-31 02:48:36+00:00
200,SP3101,E,Grill expert,SP: CLIENT MANAGER,I,False,2021-03-31 02:48:36+00:00
200,SP3101,E,Grill expert,SP: CLIENT MANAGER,I,False,2021-03-31 02:48:36+00:00
200,SD-1000,E,Chocolate ice cream,WIRELESS KEY BOARD,I,False,2021-03-31 02:48:36+00:00
200,SD-1000,E,Chocolate ice cream,WIRELESS KEY BOARD,I,False,2021-03-31 02:48:36+00:00
200,SP1431,E,Grill chopper,EC: PROJECT MANAGER,I,False,2021-03-31 02:48:36+00:00
200,SP1431,E,Grill chopper,EC: PROJECT MANAGER,I,False,2021-03-31 02:48:36+00:00
200,SP1443,E,Strawberry pick,EC: SENIOR ENGINEER,I,False,2021-03-31 02:48:36+00:00
200,SP1443,E,Strawberry pick,EC: SENIOR ENGINEER,I,False,2021-03-31 02:48:36+00:00
200,SP3102,E,Cherry pick,SP: PROJECT MANAGER,I,False,2021-03-31 02:48:36+00:00
200,SP3102,E,Cherry pick,SP: PROJECT MANAGER,I,False,2021-03-31 02:48:36+00:00
200,T-ASB06,E,Decaf,Selfie stick LE 64P,I,False,2021-03-31 02:48:36+00:00
200,T-ASB06,E,Decaf,Selfie stick LE 64P,I,False,2021-03-31 02:48:36+00:00
200,T-ASB09,E,Earl Grey,Selfie stick LE 64P,I,False,2021-03-31 02:48:36+00:00
200,T-ASB09,E,Earl Grey,Selfie stick LE 64P,I,False,2021-03-31 02:48:36+00:00
200,T-ASB14,E,Sweetener,Selfie stick LE 64P,I,False,2021-03-31 02:48:36+00:00
200,T-ASB14,E,Sweetener,Selfie stick LE 64P,I,False,2021-03-31 02:48:36+00:00
200,T-ASB03,E,Tea sugar,Selfie stick LE 64P,I,False,2021-03-31 02:48:36+00:00
