client,partner,addrnumber,xdfadr,adext,nation,guid,move_addr,date_from,address_guid,addr_valid_from,addr_valid_to,addr_move_date,operation_flag,is_deleted,recordstamp
800,0000000223,45206,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000090,42664,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000151,43378,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,NBNESTLECH,45982,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000171,43764,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000017,45619,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000037,45709,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000073,45795,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000016,45613,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000300010,45441,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000185,43911,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000084,42647,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000048,45731,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000231,45347,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000331,48660,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000241,45446,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000015,37239,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000041,45717,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000300000,45329,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000607851,722239,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,9000000005,45819,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000609172,726726,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000028,45688,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000035,45703,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,BKDRBANKDE,46762,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000045,45725,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,COMPANY00,45531,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000121,43142,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000061,39555,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,9000000003,45815,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000067,45782,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000077,45807,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000076,45804,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000032,45697,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000001003,45566,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,9000000006,45822,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000017,37244,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000141,43200,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000131,43156,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000188,43923,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000143,43230,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000088,42661,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000034,45701,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,NB_IBM__US,45981,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000001001,45562,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000016,37242,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000011,45600,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000036,45706,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000189,43928,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000202,44511,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000004,45579,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,COMPANY01,45532,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000042,45719,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000043,45721,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000059,45765,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000332,48661,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000089,42662,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000051,45737,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000607853,722243,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000145,43249,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000033,45699,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000213,45125,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,BKDTB_HAM,46635,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,BKDWSINVLU,45979,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000019,45624,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000222,45201,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000002,45573,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000203,44513,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000300002,45365,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000021,45630,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000038,45711,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,NBUNIRENUS,45976,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000001000,45560,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,NBSUB_DE,46095,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000144,43233,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000091,42667,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000074,45798,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000256,46063,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,NB_BASF_DE,46972,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000214,45128,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000047,45729,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000007,45588,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,BKDTB_DÜS,46636,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000026,45682,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000068,45784,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000018,37246,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000001,37157,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000184,43808,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000041,38334,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000057,45760,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000027,45685,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000040,45715,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000001002,45564,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000066,45780,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,NBSUB_US,46094,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000058,45762,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000082,42639,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000036,38251,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
