MANDT,EBELN,EBELP,ETENR,EINDT,SLFDT,LPEIN,MENGE,AMENG,WEMNG,WAMNG,UZEIT,BANFN,BNFPO,ESTKZ,QUNUM,QUPOS,MAHNZ,BEDAT,RSNUM,SERNR,FIXKZ,GLMNG,DABMG,CHARG,LICHA,CHKOM,VERID,ABART,MNG02,DAT01,ALTDT,AULWE,MBDAT,MBUHR,LDDAT,LDUHR,TDDAT,TDUHR,WADAT,WAUHR,ELDAT,ELUHR,ANZSN,NODISP,GEO_ROUTE,ROUTE_GTS,GTS_IND,TSP,CD_LOCNO,CD_LOCTYPE,HANDOVERDATE,HANDOVERTIME,WESBB,FSH_RALLOC_QTY,FSH_SALLOC_QTY,FSH_OS_ID,KEY_ID,OTB_VALUE,OTB_CURR,OTB_RES_VALUE,OTB_SPEC_VALUE,SPR_RSN_PROFILE,BUDG_TYPE,OTB_STATUS,OTB_REASON,CHECK_TYPE,DL_ID,HANDOVER_DATE,NO_SCEM,DNG_DATE,DNG_TIME,CNCL_ANCMNT_DONE,DATESHIFT_NUMBER,OPERATION_FLAG,IS_DELETED,RECORDSTAMP,REMNG
100,4500000009,10,1,2022-01-31,2022-01-31,1,10.0,,,,,10000010.0,10.0,R,,,,2022-01-31,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,210.0
100,4500000010,10,1,2022-01-31,2022-01-31,1,10.0,,,,,10000011.0,10.0,R,,,,2022-01-31,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,540.0
100,4500000011,10,1,2022-01-31,2022-01-31,1,15.0,,,,,10000012.0,10.0,R,,,,2022-01-31,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,100.0
100,4500000012,10,1,2022-02-01,2022-02-01,1,10.0,,,,,10000013.0,10.0,R,,,,2022-02-01,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,250.5
100,4500000013,10,1,2022-02-01,2022-02-01,1,10.0,,,,,10000014.0,10.0,R,,,,2022-02-01,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,88.25
100,4500000014,30,1,2022-02-01,2022-02-01,1,10.0,,,,,10000015.0,10.0,R,,,,2022-02-01,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,300.0
100,4500000018,10,1,2022-02-23,2022-02-23,1,5.0,,,,,10000020.0,10.0,R,,,,2022-02-23,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,175.75
100,4500000019,10,1,2022-03-14,2022-03-14,1,5.0,,,,,10000021.0,10.0,R,,,,2022-03-14,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,60.0
100,4500000020,10,1,2022-03-18,2022-03-18,1,5.0,,,,,10000022.0,10.0,R,,,,2022-03-18,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,430.0
100,4500000021,10,1,2022-03-18,2022-03-18,1,5.0,,,,,10000024.0,10.0,R,,,,2022-03-18,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,95.5
100,4500000022,10,1,2022-03-18,2022-03-18,1,5.0,,,,,10000025.0,10.0,R,,,,2022-03-18,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,210.0
100,4500000023,10,1,2022-03-18,2022-03-18,1,5.0,,,,,10000028.0,10.0,R,,,,2022-03-18,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,540.0
100,4500000024,10,1,2022-03-18,2022-03-18,1,5.0,,,,,10000029.0,10.0,R,,,,2022-03-18,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,100.0
100,4500000025,10,1,2022-03-18,2022-03-18,1,5.0,,,,,10000031.0,10.0,R,,,,2022-03-18,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,250.5
100,4500000026,10,1,2022-03-18,2022-03-18,1,5.0,,,,,10000033.0,10.0,R,,,,2022-03-18,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,88.25
100,4500000027,10,1,2022-03-19,2022-03-19,1,5.0,,,,,10000034.0,10.0,R,,,,2022-03-18,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,300.0
100,4500000028,10,1,2022-03-19,2022-03-19,1,5.0,,,,,10000035.0,10.0,R,,,,2022-03-18,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,175.75
100,4500000029,10,1,2022-03-19,2022-03-19,1,5.0,,,,,10000036.0,10.0,R,,,,2022-03-18,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,60.0
50,4500000030,10,1,2022-04-12,2022-04-12,1,5.0,,,,,10000037.0,10.0,R,,,,2022-04-12,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-13 05:49:05.037517+00:00,430.0
100,4500000030,10,1,2022-04-12,2022-04-12,1,5.0,,,,,10000037.0,10.0,R,,,,2022-04-12,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,95.5
50,4500000031,10,1,2022-04-12,2022-04-12,1,10.0,,,,,10000038.0,10.0,R,,,,2022-04-12,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-13 06:10:45.620485+00:00,210.0
100,4500000031,10,1,2022-04-12,2022-04-12,1,10.0,,,,,10000038.0,10.0,R,,,,2022-04-12,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,540.0
50,4500000032,10,1,2022-04-12,2022-04-12,1,6.0,,,,,10000039.0,10.0,R,,,,2022-04-12,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-13 06:25:12.546507+00:00,100.0
100,4500000032,10,1,2022-04-12,2022-04-12,1,6.0,,,,,10000039.0,10.0,R,,,,2022-04-12,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,250.5
50,4500000033,10,1,2022-04-13,2022-04-13,1,5.0,,,,,10000042.0,10.0,R,,,,2022-04-13,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-13 08:09:38.090431+00:00,88.25
100,4500000033,10,1,2022-04-13,2022-04-13,1,5.0,,,,,10000042.0,10.0,R,,,,2022-04-13,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:55.717403+00:00,300.0
100,4500000034,10,1,2022-04-24,2022-04-24,1,3.0,,,,,10000050.0,10.0,R,,,,2022-04-24,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,175.75
100,4500000035,10,1,2022-04-25,2022-04-25,1,3.0,,,,,10000051.0,10.0,R,,,,2022-04-24,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,60.0
50,4500000034,10,1,2022-04-25,2022-04-25,1,5.0,,,,,10000045.0,10.0,R,,,,2022-04-24,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,430.0
100,4500000036,10,1,2022-04-25,2022-04-25,1,5.0,,,,,10000052.0,10.0,R,,,,2022-04-24,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,95.5
100,4500000037,10,1,2022-04-25,2022-04-25,1,4.0,,,,,10000053.0,10.0,R,,,,2022-04-24,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,210.0
100,4500000038,10,1,2022-04-26,2022-04-26,1,5.0,,,,,10000054.0,10.0,R,,,,2022-04-25,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,540.0
100,4500000039,10,1,2022-04-25,2022-04-25,1,3.0,,,,,10000055.0,10.0,R,,,,2022-04-25,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,100.0
100,4500000040,10,1,2022-04-25,2022-04-25,1,4.0,,,,,10000056.0,10.0,R,,,,2022-04-25,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,250.5
