mandt,vbeln,posnr,matnr,matwa,pmatn,charg,matkl,arktx,pstyv,posar,lfrel,fkrel,uepos,grpos,abgru,prodh,zwert,zmeng,zieme,umziz,umzin,meins,smeng,ablfz,abdat,absfz,posex,kdmat,kbver,kever,vkgru,vkaus,grkor,fmeng,uebtk,uebto,untto,faksp,atpkz,rkfkf,spart,gsber,netwr,waerk,antlf,kztlf,chspl,kwmeng,lsmeng,kbmeng,klmeng,vrkme,umvkz,umvkn,brgew,ntgew,gewei,volum,voleh,vbelv,posnv,vgbel,vgpos,voref,upflu,erlre,lprio,werks,lgort,vstel,route,stkey,stdat,stlnr,stpos,awahr,erdat,ernam,erzet,taxm1,taxm2,taxm3,taxm4,taxm5,taxm6,taxm7,taxm8,taxm9,vbeaf,vbeav,vgref,netpr,kpein,kmein,shkzg,sktof,mtvfp,sumbd,kondm,ktgrm,bonus,provg,eannr,prsok,bwtar,bwtex,xchpf,xchar,lfmng,stafo,wavwr,kzwi1,kzwi2,kzwi3,kzwi4,kzwi5,kzwi6,stcur,aedat,ean11,fixmg,prctr,mvgr1,mvgr2,mvgr3,mvgr4,mvgr5,kmpmg,sugrd,sobkz,vpzuo,paobjnr,ps_psp_pnr,aufnr,vpmat,vpwrk,prbme,umref,knttp,kzvbr,sernr,objnr,abgrs,bedae,cmpre,cmtfg,cmpnt,cmkua,cuobj,cuobj_ch,cepok,koupd,serail,anzsn,nachl,magrv,mprok,vgtyp,prosa,uepvw,kalnr,klvar,sposn,kowrr,stadat,exart,prefe,knumh,clint,chmvs,stlty,stlkn,stpoz,stman,zschl_k,kalsm_k,kalvar,kosch,upmat,ukonm,mfrgr,plavo,kannr,cmpre_flt,abfor,abges,j_1bcfop,j_1btaxlw1,j_1btaxlw2,j_1btxsdc,wktnr,wktps,skopf,kzbws,wgru1,wgru2,knuma_pi,knuma_ag,kzfme,lstanr,techs,mwsbp,berid,pctrf,logsys_ext,j_1btaxlw3,j_1btaxlw4,j_1btaxlw5,stockloc,sloctype,msr_ret_reason,msr_refund_code,msr_approv_block,nrab_knumh,trmrisk_relevant,sgt_rcat,handoverloc,handoverdate,handovertime,tc_aut_det,manual_tc_reason,fiscal_incentive,tax_subject_st,fiscal_incentive_id,spcsto,dataaging,revacc_refid,revacc_reftype,session_creation_date,session_creation_time,glo_log_ref1_it,bev1_srfund,aufpl_olc,aplzl_olc,ferc_ind,fsh_season_year,fsh_season,fsh_collection,fsh_theme,fsh_crsd,fsh_searef,fsh_candate,fsh_psm_pfm_split,fsh_vas_rel,fsh_vas_prnt_id,fsh_transaction,fsh_item_group,fsh_item,fsh_vasref,fsh_grid_cond_rec,fsh_pqr_uepos,kostl,fonds,fistl,fkber,grant_nbr,budget_pd,iuid_relevant,mill_se_gposn,prs_objnr,prs_sd_spsnr,prs_work_period,tas,betc,mod_allow,cancel_allow,pay_method,bpn,rep_freq,fmfgus_key,pargb,aufpl_oaa,aplzl_oaa,wrf_charstc1,wrf_charstc2,wrf_charstc3,arsnum,arspos,wtysc_clmitem,operation_flag,is_deleted,recordstamp
800,15144,10,000000000000002733,000000000000002733,,,002,Notebook Basic 15,TAK,,,A,0,0,,1700010000000110.0,,,ST,1.0,1.0,ST,,,,,,,,,,,0,,,,,,,,0,,79560.0,USD,9.0,,,130.0,130.0,,,ST,1.0,1.0,546.0,546.0,KG,,,,0,,0,,,,1,,,,,,,,,100,2013-04-10,C5162971,05:40:39,,,,,,,,,,,,,612.0,1.0,ST,,X,,,,,,,,X,,,,,,,,79560.0,79560.0,79560.0,,,,1.0,2013-04-10,,,,,,,,,,,,,0,0,,,,,,,,,,,,612.0,,X,1.0,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,612.0,,,,,,,,0,,,,,,,,,,,,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:16:05.057293+00:00
800,15142,10,000000000000002733,000000000000002733,,,002,Notebook Basic 15,TAK,,,A,0,0,,1700010000000110.0,,,ST,1.0,1.0,ST,,,,,,,,,,,0,,,,,,,,0,,95472.0,USD,9.0,,,156.0,156.0,,,ST,1.0,1.0,655.2,655.2,KG,,,,0,,0,,,,1,,,,,,,,,100,2013-04-10,C5162971,05:38:49,,,,,,,,,,,,,612.0,1.0,ST,,X,,,,,,,,X,,,,,,,,95472.0,95472.0,95472.0,,,,1.0,2013-04-10,,,,,,,,,,,,,0,0,,,,,,,,,,,,612.0,,X,1.0,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,612.0,,,,,,,,0,,,,,,,,,,,,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:16:05.057293+00:00
800,15143,10,000000000000002733,000000000000002733,,,002,Notebook Basic 15,TAK,,,A,0,0,,1700010000000110.0,,,ST,1.0,1.0,ST,,,,,,,,,,,0,,,,,,,,0,,82620.0,USD,9.0,,,135.0,135.0,,,ST,1.0,1.0,567.0,567.0,KG,,,,0,,0,,,,1,,,,,,,,,100,2013-04-10,C5162971,05:39:49,,,,,,,,,,,,,612.0,1.0,ST,,X,,,,,,,,X,,,,,,,,82620.0,82620.0,82620.0,,,,1.0,2013-04-10,,,,,,,,,,,,,0,0,,,,,,,,,,,,612.0,,X,1.0,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,612.0,,,,,,,,0,,,,,,,,,,,,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:16:05.057293+00:00
800,15140,10,000000000000002733,000000000000002733,,,002,Notebook Basic 15,TAK,,,A,0,0,,1700010000000110.0,,,ST,1.0,1.0,ST,,,,,,,,,,,0,,,,,,,,0,,105440.0,USD,9.0,,,160.0,160.0,,,ST,1.0,1.0,672.0,672.0,KG,,,,0,,0,,,,1,,,,,,,,,100,2013-04-10,C5162971,05:34:58,,,,,,,,,,,,,659.0,1.0,ST,,X,,,,,,,,X,,,,,,,,105440.0,105440.0,105440.0,,,,1.0,2013-04-10,,,,,,,,,,,,,0,0,,,,,,,,,,,,659.0,,X,1.0,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,659.0,,,,,,,,0,,,,,,,,,,,,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:16:05.057293+00:00
800,15152,10,R-1001,R-1001,,,012,Maxitec R-3100 PC,TAN,,,A,0,0,,1250010000000100.0,,,ST,1.0,1.0,ST,,,,,,,,,,,0,,,,,,,,7,,185484.0,USD,9.0,,,156.0,156.0,,,ST,1.0,1.0,4992.0,4836.0,KG,31.2,M3,,0,,0,,,,2,,,,,,,,,100,2013-04-10,C5162971,08:42:27,,,,,,,,,,,,,1189.0,1.0,ST,,,,,,,,,,X,,,,,,,,185484.0,185484.0,185484.0,,,,1.0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,1189.0,,X,1.0,0,0,,,,,,,,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,1189.0,,,,,,,,0,,,,,,,,,,,,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:00.281377+00:00
800,15162,10,R-1001,R-1001,,,012,Maxitec R-3100 PC,TAN,,,A,0,0,,1250010000000100.0,,,ST,1.0,1.0,ST,,,,,,,,,,,0,,,,,,,,7,,154570.0,USD,9.0,,,130.0,130.0,,,ST,1.0,1.0,4160.0,4030.0,KG,26.0,M3,,0,,0,,,,0,,,,,,,,,100,2013-04-10,C5162971,09:35:26,,,,,,,,,,,,,1189.0,1.0,ST,,,,,,,,,,X,,,,,,,,154570.0,154570.0,154570.0,,,,1.0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,1189.0,,X,1.0,0,0,,,,,,,,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,1189.0,,,,,,,,0,,,,,,,,,,,,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:00.281377+00:00
800,15156,10,R-1001,R-1001,,,012,Maxitec R-3100 PC,TAN,,,A,0,0,,1250010000000100.0,,,ST,1.0,1.0,ST,,,,,,,,,,,0,,,,,,,,7,,202130.0,USD,9.0,,,170.0,170.0,,,ST,1.0,1.0,5440.0,5270.0,KG,34.0,M3,,0,,0,,,,2,,,,,,,,,100,2013-04-10,C5162971,09:02:32,,,,,,,,,,,,,1189.0,1.0,ST,,,,,,,,,,X,,,,,,,,202130.0,202130.0,202130.0,,,,1.0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,1189.0,,X,1.0,0,0,,,,,,,,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,1189.0,,,,,,,,0,,,,,,,,,,,,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:00.281377+00:00
800,15155,10,R-1001,R-1001,,,012,Maxitec R-3100 PC,TAN,,,A,0,0,,1250010000000100.0,,,ST,1.0,1.0,ST,,,,,,,,,,,0,,,,,,,,7,,178350.0,USD,9.0,,,150.0,150.0,,,ST,1.0,1.0,4800.0,4650.0,KG,30.0,M3,,0,,0,,,,2,,,,,,,,,100,2013-04-10,C5162971,08:59:45,,,,,,,,,,,,,1189.0,1.0,ST,,,,,,,,,,X,,,,,,,,178350.0,178350.0,178350.0,,,,1.0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,1189.0,,X,1.0,0,0,,,,,,,,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,1189.0,,,,,,,,0,,,,,,,,,,,,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:00.281377+00:00
800,15161,10,R-1001,R-1001,,,012,Maxitec R-3100 PC,TAN,,,A,0,0,,1250010000000100.0,,,ST,1.0,1.0,ST,,,,,,,,,,,0,,,,,,,,7,,166460.0,USD,9.0,,,140.0,140.0,,,ST,1.0,1.0,4480.0,4340.0,KG,28.0,M3,,0,,0,,,,0,,,,,,,,,100,2013-04-10,C5162971,09:34:43,,,,,,,,,,,,,1189.0,1.0,ST,,,,,,,,,,X,,,,,,,,166460.0,166460.0,166460.0,,,,1.0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,1189.0,,X,1.0,0,0,,,,,,,,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,1189.0,,,,,,,,0,,,,,,,,,,,,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:00.281377+00:00
800,15151,10,R-1001,R-1001,,,012,Maxitec R-3100 PC,TAN,,,A,0,0,,1250010000000100.0,,,ST,1.0,1.0,ST,,,,,,,,,,,0,,,,,,,,7,,196185.0,USD,9.0,,,165.0,165.0,,,ST,1.0,1.0,5280.0,5115.0,KG,33.0,M3,,0,,0,,,,2,,,,,,,,,100,2013-04-10,C5162971,08:41:35,,,,,,,,,,,,,1189.0,1.0,ST,,,,,,,,,,X,,,,,,,,196185.0,196185.0,196185.0,,,,1.0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,1189.0,,X,1.0,0,0,,,,,,,,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,1189.0,,,,,,,,0,,,,,,,,,,,,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:00.281377+00:00
800,15149,10,R-1001,R-1001,,,012,Maxitec R-3100 PC,TAN,,,A,0,0,,1250010000000100.0,,,ST,1.0,1.0,ST,,,,,,,,,,,0,,,,,,,,7,,124845.0,USD,9.0,,,105.0,105.0,,,ST,1.0,1.0,3360.0,3255.0,KG,21.0,M3,,0,,0,,,,2,,,,,,,,,100,2013-04-10,C5162971,08:38:53,,,,,,,,,,,,,1189.0,1.0,ST,,,,,,,,,,X,,,,,,,,124845.0,124845.0,124845.0,,,,1.0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,1189.0,,X,1.0,0,0,,,,,,,,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,1189.0,,,,,,,,0,,,,,,,,,,,,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:00.281377+00:00
800,15150,10,R-1001,R-1001,,,012,Maxitec R-3100 PC,TAN,,,A,0,0,,1250010000000100.0,,,ST,1.0,1.0,ST,,,,,,,,,,,0,,,,,,,,7,,178350.0,USD,9.0,,,150.0,150.0,,,ST,1.0,1.0,4800.0,4650.0,KG,30.0,M3,,0,,0,,,,2,,,,,,,,,100,2013-04-10,C5162971,08:40:21,,,,,,,,,,,,,1189.0,1.0,ST,,,,,,,,,,X,,,,,,,,178350.0,178350.0,178350.0,,,,1.0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,1189.0,,X,1.0,0,0,,,,,,,,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,1189.0,,,,,,,,0,,,,,,,,,,,,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:00.281377+00:00
