mandt,setclass,subclass,setname,lineid,subsetcls,subsetscls,subsetname,seqnr,operation_flag,is_deleted,recordstamp
50,101,C001,ORALCARE5,1,0101,C001,TOOTHPAST5,1,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,LAPTOP5,1,0101,C001,WINDOWLAP5,1,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,BEDDING5,1,0101,C001,WOVENNKNT5,1,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,ALCOHOLIC5,2,0101,C001,WINE5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,DESKTOP5,2,0101,C001,LINUX5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,FRUITJUIC5,2,0101,C001,MIXED5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,CLOTHING5,2,0101,C001,WIPES5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,HOMECOMP5,2,0101,C001,LAPTOP5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,DAIRY5,2,0101,C001,BUTTER05,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,LAUNDRY5,2,0101,C001,DISHDET5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,SKINCARE5,2,0101,C001,LOTIONS5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,TELEVISN05,2,0101,C001,PLASMA05,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,MEATNPOUL5,2,0101,C001,POULTRY5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,HOUSEHOLD5,2,0101,C001,CLOTHING5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,JP01-EL,2,0101,C001,HOMECOMP5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,LAPTOP5,2,0101,C001,LINUXLAP5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,CARBONATE5,2,0101,C001,NONSUGAR5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,JP01-PG,2,0101,C001,PERSCARE5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,PERSCARE5,2,0101,C001,BEAUTCARE5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,JP01-PS,2,0101,C001,BEVERAGES5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,BEVERAGES5,2,0101,C001,CARBONATE5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,BEAUTCARE5,2,0101,C001,COSMETICS5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,BEDDING5,2,0101,C001,COTTONPOL5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,STEREOSYS5,2,0101,C001,HOMETHEAT5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,FOODS5,2,0101,C001,MEATNPOUL5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,HOMEENT5,2,0101,C001,STEREOSYS5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,ORALCARE5,2,0101,C001,TOOTHBRUS5,2,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,ALCOHOLIC5,3,0101,C001,HARD5,3,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,CARBONATE5,3,0101,C001,PLAIN5,3,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,HOUSEHOLD5,3,0101,C001,BEDDING5,3,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,PERSCARE5,3,0101,C001,ORALCARE5,3,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,BEVERAGES5,3,0101,C001,ALCOHOLIC5,3,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,LAUNDRY5,3,0101,C001,DISHRINSE5,3,I,False,2022-02-01 07:32:12.441229+00:00
50,101,C001,DAIRY5,3,0101,C001,ICECREAM05,3,I,False,2022-02-01 07:32:12.441229+00:00
50,106,0001,P0001,1,0106,0001,P0001-1,1,I,False,2022-03-07 08:49:14.695804+00:00
50,106,0001,P0001,1,0106,0001,P0001-1,1,I,False,2022-03-07 08:50:50.308601+00:00
50,106,0001,P0001,1,0106,0001,P0001-1,1,I,False,2022-03-07 09:02:52.762969+00:00
50,106,0001,P0001,1,0106,0001,P0001-1,1,I,False,2022-03-07 09:10:12.989710+00:00
800,0,,0F.GLU1,1,&,,&0FIVAR,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,1-L-AB.CCSS,1,&,,&1KSTAR,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,1-L-LB.CCSS,1,&,,&1LSTAR,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,1-L-PESET.CCSS,1,&,,&1PESET,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,5A-L-CCVACCT.COFIT,1,&,,&5A-BUK,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8A-BS-ACCTS.GLPCT,3,&,,&8A-BSA,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8A-ST-ACC-P.GLPCT,1,&,,&8A-BSA,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0F-1.GLU1,1,&,,&0FIVAR1,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6P-KSTAR-ER1.CCSS,1,&,,&6-KSTAR,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6P-KSTAR-RD1.CCSS,1,&,,&6-KSTAR,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6P-L-KARTPAR.CCSS,1,&,,&6-KSTAR,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6P-L-KOA-BNR.CCSS,1,&,,&6-KSTAR,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6P-L-KARTSET.CCSS,1,&,,&6-KSTAR,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6-KSTAR.CCSS,1,&,,&6-KSTAR,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6P-L-SKZ-PER.CCSS,1,&,,&6-STAGR,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6PL-MAUF-001.RPPS,1,&,,&6PAUFLI,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6PL-MSTRUC-3.RPPS,1,&,,&6PAUFLI,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6PL-KSTRUC-1.RPPS,1,&,,&6PKOSTL,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6PL-COST-01.RPPS,1,&,,&6PLNGRP,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6PL-MORDER-1.RPPS,1,&,,&6PPSPID,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6PL-MSTRUC-1.RPPS,1,&,,&6PPSPID,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6PL-MSTRUC-2.RPPS,1,&,,&6PSTRUC,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6PL-MORDER-2.RPPS,1,&,,&6PSTRUC,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6PL-MSTRUC-4.RPPS,1,&,,&6PVORGA,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7-ELEMT-H.KKBE,3,&,,&7-ELEMT,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7-ELEMT.KKBE,3,&,,&7-ELEMT,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7-ELEMT-V.KKBE,3,&,,&7-ELEMT,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-ZEILE-4,4,&,,&7K-KSTA,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-ZEILE-E.KKBC,3,&,,&7K-KSTA,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-ZEILE-3.KKBC,7,&,,&7K-KSTA,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-KSTAR.KKBC,1,&,,&7K-KSTA,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-KSTAR-RD1.KKBC,1,&,,&7K-KSTA,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-KSTAR-ER1.KKBC,1,&,,&7K-KSTA,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-OBJNR-VD.KKBC,5,&,,&7K-OBJ2,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8A-ACCT.GLPCT,3,&,,&8A-ACCT,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8A-ACCT-NSTO.GLPCT,1,&,,&8A-ACCT,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8A-ACCOUNTS.GLPCT,5,&,,&8A-ACCT,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8A-COSTREV,1,&,,&8A-COST,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8A-ACC-P-NST.GLPCT,1,&,,&8A-COST,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8A-ACCT-PC.GLPCT,1,&,,&8A-COST,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8A-PC-ACCT.GLPCT,1,&,,&8A-PCHI,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8A-PRCTR.GLPCT,1,&,,&8A-PCHI,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8C-PLANSET-CP,1,&,,&8C-RPCG,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,G99-VARKSTL-PERSON,1,&,,&G99-KST,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6P-OBJNR-M.CCSS,1,&,,&P_OBJNR,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0F-1.GLU1,2,&,,&0FIVAR,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,1-L-S-SH.CCSS,2,&,,&1KOSET,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,1-L-IP-SH.CCSS,2,&,,&1KSTAR,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,9-L-PRZNR-CBRKI,2,&,,&9PRZNR,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,9-L-9LPV-LINE2,2,&,,&9PRZNR,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,9-L-9LPV-LINE1,2,&,,&9PRZNR,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,9-L-PRZNR-CBRKE,2,&,,&9PRZNR,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,5A-L-CCVACCT.COFIT,2,&,,&5A-RBUS,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,6PL-COST-01.RPPS,2,&,,&6PREPLN,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-KSTAR-RUC.KKBC,2,&,,&7K-KSTA,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-KSTAR-WI1.KKBC,2,&,,&7K-KSTA,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-KSTAR-ERL.KKBC,2,&,,&7K-KSTA,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-KSTAR-RUD.KKBC,2,&,,&7K-KSTA,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-KSTAR-WIP.KKBC,6,&,,&7K-KSTA,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-KSTAR-RU1.KKBC,2,&,,&7K-KSTA,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-HERKKSTAR.KKBC,53,&,,&7K-KSTA,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-KSTAR-RUECK,6,&,,&7K-KSTA,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-KSTAR-BEK.KKBC,36,&,,&7K-KSTA,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-KSTAR-KDU.KKBC,2,&,,&7K-KSTA,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-ZEILE-2.KKBC,8,&,,&7K-KSTA,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-HKTYP-HPA.KKBC,70,&,,&7K-KSTA,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-KSTAR-RD2.KKBC,2,&,,&7K-KSTA,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8A-DPC-ACCT.GLPCT,10,&,,&8A-ACCT,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8A-PC-ACCT.GLPCT,2,&,,&8A-COST,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8A-VERS-PC1.GLPCT,4,&,,&8A-PC-1,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8A-VERS-PC2.GLPCT,4,&,,&8A-PC-2,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8A-ACCT-PC.GLPCT,2,&,,&8A-PCHI,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8C-PLANSET-CP,2,&,,&8C-ACCG,2,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,5A-L-CCVACCT.COFIT,3,&,,&5A-GKRK,3,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-HKTYP-HSP.KKBC,54,&,,&7K-KSTA,3,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-HKTYP-HMA.KKBC,71,&,,&7K-KSTA,3,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8C-PLANSET-CP,3,&,,&8C-SPCG,3,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8C-PLANSET-CP,4,&,,&8C-RFAG,4,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8C-PLANSET-CP,5,&,,&8C-STAG,5,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8C-PLANSET-CP,6,&,,&8C-WERG,6,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,8C-PLANSET-CP,7,&,,&8C-RPMG,7,L,False,2021-08-29 03:50:49.811737+00:00
800,3,1VKW99-RP91,ROW0003,1,&,,&1KSTAR,1,L,False,2021-08-29 03:50:49.811737+00:00
800,3,1VKW99-RP91,ROW0002,2,&,,&1KSTAR,2,L,False,2021-08-29 03:50:49.811737+00:00
800,3,1VKW99-RP91,ROW0001,2,&,,&1KSTAR,2,L,False,2021-08-29 03:50:49.811737+00:00
800,3,1WR1WO1-CEL,ROW0001,3,&,,&1KSTAR,3,L,False,2021-08-29 03:50:49.811737+00:00
800,3,1WR1WP1-CEL,ROW0001,3,&,,&1KSTAR,3,L,False,2021-08-29 03:50:49.811737+00:00
800,3,ZL0ZL0-BADC,Z0-CPT1,1,&,,&Z0-CPT,1,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7E-Z-MAT2-MS.KKBE,13,0000,,7E-KALNR_BA-0,12,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7E-Z-MAT2.KKBE,12,0000,,7E-KALNR_BA-0,12,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7E-Z-MAT2-MN.KKBE,13,0000,,7E-KALNR_BA-0,12,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7E-Z-MAT2-GS.KKBE,13,0000,,7E-KALNR_BA-0,12,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-Z-MAT2.KKBC,13,0000,,7K-KALNR_BA-0,12,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7E-Z-MAT1-MN.KKBE,13,0000,,7E-KALNR_BA2-0,12,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7E-Z-MAT1-MS.KKBE,13,0000,,7E-KALNR_BA2-0,12,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7E-Z-MAT1-GS.KKBE,13,0000,,7E-KALNR_BA2-0,12,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-Z-MAT1.KKBC,13,0000,,7K-KALNR_BA2-0,12,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7E-Z-MAT2-MS.KKBE,10,0000,,7E-KADKY-0.KKBE,11,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7E-Z-MAT2-MN.KKBE,10,0000,,7E-KADKY-0.KKBE,11,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7E-Z-MAT2-GS.KKBE,10,0000,,7E-KADKY-0.KKBE,11,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7E-Z-MAT2.KKBE,10,0000,,7E-KADKY-0.KKBE,11,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-Z-MAT2.KKBC,10,0000,,7K-KADKY-0.KKBC,11,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7E-Z-MAT1-MS.KKBE,10,0000,,7E-KADKY2-0.KKBE,11,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7E-Z-MAT1-GS.KKBE,10,0000,,7E-KADKY2-0.KKBE,11,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7E-Z-MAT1-MN.KKBE,10,0000,,7E-KADKY2-0.KKBE,11,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-Z-MAT1.KKBC,10,0000,,7K-KADKY2-0.KKBC,11,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-Z-MAT2.KKBC,11,0000,,7K-WRTTP-01.KKBC,13,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7K-Z-MAT1.KKBC,11,0000,,7K-WRTTP-01.KKBC,13,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000079.GLU1,11,0000,,0FFSJP000090.GLU1,11,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,11,0000,,0FFSJP000258.GLU1,11,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,12,0000,,0FFSJP000259.GLU1,12,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,13,0000,,0FFSJP000260.GLU1,13,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,14,0000,,0FFSJP000261.GLU1,14,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,15,0000,,0FFSJP000262.GLU1,15,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,16,0000,,0FFSJP000263.GLU1,16,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,17,0000,,0FFSJP000264.GLU1,17,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,18,0000,,0FFSJP000265.GLU1,18,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,19,0000,,0FFSJP000266.GLU1,19,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,20,0000,,0FFSJP000267.GLU1,20,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,21,0000,,0FFSJP000268.GLU1,21,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,22,0000,,0FFSJP000269.GLU1,22,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,23,0000,,0FFSJP000270.GLU1,23,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,24,0000,,0FFSJP000271.GLU1,24,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,25,0000,,0FFSJP000272.GLU1,25,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000247.GLU1,26,0000,,0FFSJP000273.GLU1,26,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000284.GLU1,11,0000,,0FFSJP000295.GLU1,11,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000284.GLU1,12,0000,,0FFSJP000296.GLU1,12,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000284.GLU1,13,0000,,0FFSJP000297.GLU1,13,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000284.GLU1,14,0000,,0FFSJP000298.GLU1,14,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000284.GLU1,15,0000,,0FFSJP000299.GLU1,15,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000284.GLU1,16,0000,,0FFSJP000300.GLU1,16,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,0FFSJP000284.GLU1,17,0000,,0FFSJP000301.GLU1,17,L,False,2021-08-29 03:50:49.811737+00:00
800,0,,7E-Z-MAT2-GS.KKBE,11,0000,,7-S-KKZMM-GS.KKBE,13,L,False,2021-08-29 03:50:49.811737+00:00
