mandt,spras,prodh,vtext,operation_flag,is_deleted,recordstamp
800,3,110,Paints,I,False,2021-04-15 22:50:37.438694+00:00
800,P,110,Cores,I,False,2021-04-15 22:50:37.438694+00:00
800,6,110,Paints,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,110,Paints,I,False,2021-04-15 22:50:37.438694+00:00
800,W,110,Paints,I,False,2021-04-15 22:50:37.438694+00:00
800,4,110,Paints,I,False,2021-04-15 22:50:37.438694+00:00
800,J,110,ペンキ,I,False,2021-04-15 22:50:37.438694+00:00
800,F,110,Couleurs,I,False,2021-04-15 22:50:37.438694+00:00
800,D,110,Farben,I,False,2021-04-15 22:50:37.438694+00:00
800,W,115,Lighting,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,115,Lighting,I,False,2021-04-15 22:50:37.438694+00:00
800,P,115,Iluminação,I,False,2021-04-15 22:50:37.438694+00:00
800,R,115,Освещение,I,False,2021-04-15 22:50:37.438694+00:00
800,J,115,照明,I,False,2021-04-15 22:50:37.438694+00:00
800,d,115,Lighting,I,False,2021-04-15 22:50:37.438694+00:00
800,S,115,Iluminación,I,False,2021-04-15 22:50:37.438694+00:00
800,4,115,Lighting,I,False,2021-04-15 22:50:37.438694+00:00
800,G,115,Lighting,I,False,2021-04-15 22:50:37.438694+00:00
800,6,115,Lighting,I,False,2021-04-15 22:50:37.438694+00:00
800,3,115,Lighting,I,False,2021-04-15 22:50:37.438694+00:00
800,5,115,Lighting,I,False,2021-04-15 22:50:37.438694+00:00
800,E,115,Lighting,I,False,2021-04-15 22:50:37.438694+00:00
800,1,115,Lighting,I,False,2021-04-15 22:50:37.438694+00:00
800,D,115,Beleuchtung,I,False,2021-04-15 22:50:37.438694+00:00
800,F,115,Eclairage,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,120,Elevators,I,False,2021-04-15 22:50:37.438694+00:00
800,S,120,Ascensores,I,False,2021-04-15 22:50:37.438694+00:00
800,D,120,Aufzüge,I,False,2021-04-15 22:50:37.438694+00:00
800,3,120,Elevators,I,False,2021-04-15 22:50:37.438694+00:00
800,R,120,Лифты,I,False,2021-04-15 22:50:37.438694+00:00
800,6,120,Elevators,I,False,2021-04-15 22:50:37.438694+00:00
800,F,120,Ascenseurs,I,False,2021-04-15 22:50:37.438694+00:00
800,4,120,Elevators,I,False,2021-04-15 22:50:37.438694+00:00
800,d,120,Elevators,I,False,2021-04-15 22:50:37.438694+00:00
