mandt,vbeln,posnr,parvw,kunnr,lifnr,pernr,parnr,adrnr,ablad,land1,adrda,xcpdk,hityp,prfre,bokre,histunr,knref,lzone,hzuor,stceg,parvw_ff,adrnp,kale,operation_flag,is_deleted,recordstamp
100,80000012,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,80000013,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,80000014,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,80000015,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,90000000,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000001,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000002,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000003,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000004,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000005,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000006,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000007,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000009,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000010,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000011,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000012,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000013,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000014,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000015,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000016,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000017,,AG,1000000,,,,23012,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90006416,,AG,1000000,,,,23012,,US,D,,,,,,,1.0,,,,,,I,False,2022-04-21 15:31:48.617122+00:00
100,7,,AG,1000001,,,,23015,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,8,,AG,1000001,,,,23015,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,61,,AG,1000001,,,,23015,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,716,,AG,1000001,,,,23015,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,80000006,,AG,1000001,,,,23015,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,80000007,,AG,1000001,,,,23015,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,80000049,,AG,1000001,,,,23015,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,90000008,,AG,1000001,,,,23015,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,18,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,19,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,62,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,192,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,603,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,604,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,605,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,606,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,607,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,608,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,610,,AG,1000002,,,,23016,,US,D,,,,,,,1.0,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,612,,AG,1000002,,,,23016,,US,D,,,,,,,1.0,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,613,,AG,1000002,,,,23016,,US,D,,,,,,,1.0,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,1509,,AG,1000002,,,,23016,,US,D,,,,,,,1.0,,,,,,I,False,2022-04-21 15:31:31.237065+00:00
100,80000016,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,80000017,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,80000050,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,80000164,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,80000165,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,80000166,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,80000167,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,80000168,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,80000169,,AG,1000002,,,,23016,,US,D,,,,,,,1.0,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,90000018,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000019,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000075,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000281,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000282,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000283,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000284,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000285,,AG,1000002,,,,23016,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000288,,AG,1000002,,,,23016,,US,D,,,,,,,1.0,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,20,,AG,1000003,,,,23017,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,21,,AG,1000003,,,,23017,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,611,,AG,1000003,,,,23017,,US,D,,,,,,,2.0,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,1510,,AG,1000003,,,,23017,,US,D,,,,,,,2.0,,,,,,I,False,2022-04-21 15:31:31.237065+00:00
100,80000018,,AG,1000003,,,,23017,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,80000019,,AG,1000003,,,,23017,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,80000170,,AG,1000003,,,,23017,,US,D,,,,,,,2.0,,,,,,I,False,2022-04-21 15:31:38.399786+00:00
100,90000020,,AG,1000003,,,,23017,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000021,,AG,1000003,,,,23017,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,90000289,,AG,1000003,,,,23017,,US,D,,,,,,,2.0,,,,,,I,False,2022-04-21 15:31:41.351164+00:00
100,22,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,23,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,73,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,168,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,177,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,178,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,179,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,180,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,181,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,182,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,188,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,189,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,190,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,191,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,193,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,194,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,195,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,196,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,197,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,198,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,199,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,200,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,201,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,202,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,203,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,204,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,205,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,206,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,207,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,208,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,209,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,210,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,211,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,212,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,213,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,214,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,215,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,216,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,217,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,218,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,219,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,220,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,221,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,222,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,223,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,224,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,225,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,226,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,227,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,228,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,229,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,230,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,231,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,232,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,233,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,234,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,235,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,236,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,237,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,238,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,239,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,240,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,241,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,242,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,243,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,244,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,245,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,246,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,247,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
100,248,,AG,1000004,,,,23018,,US,D,,,,,,,,,,,,,I,False,2022-04-21 15:31:29.555809+00:00
