mandt,mblnr,mjahr,zeile,line_id,parent_id,line_depth,maa_urzei,bwart,xauto,matnr,werks,lgort,charg,insmk,zusch,zustd,sobkz,lifnr,kunnr,kdauf,kdpos,kdein,plpla,shkzg,waers,dmbtr,bnbtr,bualt,shkum,dmbum,bwtar,menge,meins,erfmg,erfme,bpmng,bprme,ebeln,ebelp,lfbja,lfbnr,lfpos,sjahr,smbln,smblp,sgtxt,equnr,wempf,ablad,gsber,kokrs,pargb,parbu,kostl,projn,aufnr,anln1,anln2,xskst,xsauf,xspro,xserg,gjahr,xruem,xruej,bukrs,belnr,buzei,belum,buzum,rsnum,rspos,kzear,pbamg,kzstr,ummat,umwrk,umlgo,umcha,umzst,umzus,umbar,umsok,kzbew,kzvbr,kzzug,weunb,lgnum,lgtyp,lgpla,bestq,bwlvs,tbnum,tbpos,xblvs,vschn,nschn,dypla,ubnum,tbpri,tanum,weanz,grund,evers,evere,imkey,kstrg,paobjnr,prctr,ps_psp_pnr,nplnr,aufpl,aplzl,aufps,vptnr,fipos,bstmg,bstme,xwsbr,emlif,exbwr,vkwrt,aktnr,zekkn,vfdat,cuobj_ch,exvkw,pprctr,rsart,geber,fistl,matbf,ummab,bustm,bustw,mengu,wertu,lbkum,salk3,vprsv,fkber,dabrbz,vkwra,dabrz,xbeau,lsmng,lsmeh,kzbws,qinspst,urzei,j_1bexbase,mwskz,txjcd,ematn,j_1agirupd,vkmws,hsdat,berkz,mat_kdauf,mat_kdpos,mat_pspnr,xwoff,bemot,prznr,llief,lstar,xobew,grant_nbr,zustd_t156m,kblnr,kblpos,xmacc,vgart_mkpf,budat_mkpf,cpudt_mkpf,cputm_mkpf,usnam_mkpf,xblnr_mkpf,tcode2_mkpf,vbeln_im,vbelp_im,disub_owner,oinavnw,oicondcod,condi,oiknumv,oiexgptr,oimatpst,oimatie,oiexgtyp,oifeetot,oifeepst,oifeedt,oimatref,oiexgnum,oinetcyc,oij1bnffim,oitrknr,oitrkjr,oiextnr,oiitmnr,oiftind,oipriop,oitrind,oighndl,oiumbar,oisbrel,oibasprod,oibasval,oiglerf,oiglsku,oiglbpr,oiglbst,oiglcalc,oibbswqty,oiastbw,oivbeln,oiposnr,oipipeval,oic_lifnr,oic_dcityc,oic_dcounc,oic_dregio,oic_dland1,oic_ocityc,oic_ocounc,oic_oregio,oic_oland1,oic_porgin,oic_pdestn,oic_ptrip,oic_pbatch,oic_aorgin,oic_adestn,oic_truckn,oia_baselo,oicertf1,oidatfm1,oidatto1,oih_lictp,oih_licin,oih_lcfol,oih_folqty,oid_extbol,oid_miscdl,oibomhead,oib_timestamp,oitaxfrom,oitaxto,oihantyp,oitaxgrp,oiinvrec,oioilcon,oioilcon2,oifutdt,oifutdt2,oiuomqt,oitaxqt,oifutqt,oifutqt2,oitaxgrp2,oiedbal_gi,oiedbalm_gi,oicertf1_gi,oidatfm1_gi,oidatto1_gi,oih_lictp_gi,oih_licin_gi,oih_lcfol_gi,oih_folqty_gi,oihantyp_gi,oio_vstel,oio_sproc,oic_mot,sakto,zzregion,zzspreg,zzstate,zzuserfld1,operation_flag,is_deleted,recordstamp
250,80000042,2022,10,11,,,,101,,,,,,,,,,,,,,,,S,USD,100.0,,,,,,10.0,EA,,,,,4500001067,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-02-07,2022-02-07,05:06:31,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-07 05:06:33.120577+00:00
250,80000046,2022,10,12,,,,101,,,,,,,,,,,,,,,,S,USD,100.0,,,,,,10.0,EA,,,,,4500001077,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-02-07,2022-02-07,08:56:10,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-07 08:56:11.867055+00:00
250,80000047,2022,10,13,,,,161,,,,,,,,,,,,,,,,S,USD,100.0,,,,,,10.0,EA,,,,,4500001078,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-02-07,2022-02-07,09:11:12,MALVIYAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-07 09:11:13.390996+00:00
250,80000050,2022,10,14,,,,101,,,,,,,,,,,,,,,,S,USD,100.0,,,,,,10.0,EA,,,,,4500001083,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-02-09,2022-02-09,13:20:57,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-09 13:20:58.280215+00:00
250,80000051,2022,10,15,,,,101,,,,,,,,,,,,,,,,S,USD,100.0,,,,,,1.0,EA,,,,,4500001085,10,,,,,,,,,,,,,,,,,,,,,,,,,,,EU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-02-10,2022-02-10,07:06:15,MALVIYAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 07:06:16.879422+00:00
250,80000052,2022,10,16,,,,311,,,,,,,,,,,,,,,,S,USD,100.0,,,,,,1.0,EA,,,,,4500001086,10,,,,,,,,,,,,,,,,,,,,,,,,,,,EU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-02-10,2022-02-10,07:18:03,MALVIYAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 07:18:04.655716+00:00
250,80000054,2022,10,17,,,,101,,,,,,,,,,,,,,,,S,USD,100.0,,,,,,10.0,EA,,,,,4500001192,10,,,,,,,,,,,,,,,,,,,,,,,,,,,EU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-02-24,2022-02-24,06:54:35,MALVIYAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-24 06:54:36.762163+00:00
100,5105600151,2022,1,18,,,,101,,C0000069,3000.0,,,,,,,CV000002,,,,,,S,CAD,300.0,,,,,,3.0,EA,,,,,4500000035,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-04-24,2022-04-25,06:16:08,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.030842+00:00
50,5105600143,2022,1,19,,,,101,,C0000016,3000.0,1001.0,,,,,,CV000002,,,,,,S,CAD,600.0,,,,,,5.0,KG,,,,,4500000034,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-04-24,2022-04-25,06:31:42,VASUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.030842+00:00
100,5105600152,2022,1,20,,,,101,,C0000017,3000.0,,,,,,,CV000002,,,,,,S,CAD,550.0,,,,,,5.0,EA,,,,,4500000036,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-04-24,2022-04-25,06:43:12,ARAMPRAKASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.030842+00:00
100,5105600153,2022,1,21,,,,201,,C0000034,3000.0,1001.0,,,,,,CV000002,,,,,,S,CAD,360.0,,,,,,3.0,KG,,,,,4500000039,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-04-25,2022-04-25,07:32:21,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.030842+00:00
100,5105600154,2022,1,22,,,,101,,C0000034,3000.0,,,,,,,CV000002,,,,,,S,CAD,480.0,,,,,,4.0,EA,,,,,4500000040,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-04-25,2022-04-25,07:41:17,ARAMPRAKASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.030842+00:00
100,5105600155,2022,1,23,,,,101,,C0000034,3000.0,1001.0,,,,,,CV000002,,,,,,S,CAD,600.0,,,,,,5.0,EA,,,,,4500000038,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-04-25,2022-04-25,07:44:43,ARAMPRAKASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.030842+00:00
100,5105600156,2022,1,24,,,,101,,C0000018,3000.0,,,,,,,CV000002,,,,,,S,CAD,420.0,,,,,,4.0,EA,,,,,4500000037,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-04-25,2022-04-25,07:48:50,ARAMPRAKASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.030842+00:00
100,5105600157,2022,1,25,,,,161,,C0000039,3000.0,1001.0,,,,,,CV000002,,,,,,S,CAD,315.0,,,,,,3.0,KG,,,,,4500000041,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-04-25,2022-04-25,07:57:19,ARAMPRAKASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.030842+00:00
100,5105600158,2022,1,26,,,,101,,C0000040,3000.0,1001.0,,,,,,CV000002,,,,,,S,CAD,400.0,,,,,,4.0,KG,,,,,4500000042,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-04-25,2022-04-25,10:16:24,ARAMPRAKASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.030842+00:00
50,5105600105,2022,1,27,,,,101,,C0000001,3000.0,,,,,,,CV000002,,,,,,S,CAD,300.0,,,,,,10.0,EA,,,,,4500000006,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-01-25,2022-01-25,16:43:59,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-01-31 20:41:57.486125+00:00
50,5105600106,2022,1,28,,,,101,,C0000033,3000.0,,,,,,,CV000002,,,,,,S,CAD,100.0,,,,,,10.0,EA,,,,,4500000007,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-01-26,2022-01-26,19:35:23,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-01-31 20:41:57.486125+00:00
50,5105600107,2022,1,29,,,,101,,C0000069,3000.0,,,,,,,CV000002,,,,,,S,CAD,1200.0,,,,,,12.0,EA,,,,,4500000008,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-01-26,2022-01-26,19:40:32,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-01-31 20:41:57.486125+00:00
